,회사명,항목명,항목코드,당기
52627,원풍,매각예정자산,entity00144012_udf_BS_20202251088486_PropertyPlantAndEquipment,115780000.0
76937,한류AI센터,매각예정자산,entity01091382_udf_BS_2020513203926551_CurrentAssets,23332364000.0
559,CJ ENM,매각예정자산,entity00265324_udf_BS_202032313394288_udf_BS_202032313390461_AssetsAbstract,5136685600.0
76077,한국카본,매각예정자산,entity00159795_udf_BS_201882132430576_AssetsAbstract,688418800.0
70103,투비소프트,매각예정자산,entity00596260_udf_BS_2020316143940882_CurrentAssets,5302594000.0
15129,대상,매각예정자산,entity00121941_udf_BS_202032016370446_CurrentAssets,6865244700.0
1399,EMW,매각예정자산,entity00479705_udf_BS_2019325144048124_CurrentAssets,
19980,두산,매각예정자산,entity00117212_udf_BS_2019814113712959_CurrentAssets,35320500000.0
19068,동양물산기업,매각예정자산,entity00117230_udf_BS_201973191656928_AssetsAbstract,
80421,현대미포조선,매각예정자산,entity00164609_udf_BS_2020318145919244_CurrentAssets,
20930,디앤씨미디어,매각예정자산,entity01186404_udf_BS_2020214165517696_CurrentAssets,613313100.0
41619,아이원스,매각예정자산,entity00625942_udf_BS_201911712355145_CurrentAssets,1987454500.0
73961,필링크,매각예정자산,entity00392691_udf_BS_2020312152424343_AssetsAbstract,
19460,동원산업,매각예정자산,entity00118026_udf_BS_2020325114659344_CurrentAssets,153966700000.0
79592,해마로푸드서비스,매각예정자산,entity01089855_udf_BS_2020325111256647_CurrentAssets,20186378000.0
442,CJ,매각예정자산,entity00148540_udf_BS_2017118112347377_AssetsAbstract,514473530000.0
41442,아이에이치큐,매각예정자산,entity00154426_udf_BS_2019326132913960_AssetsAbstract,25336822000.0
41941,아이티엠반도체,매각예정자산,entity00579980_udf_BS_2020314141511797_AssetsAbstract,
56475,이에스브이,매각예정자산,entity01075126_udf_BS_2020319112339612_CurrentAssets,1050947000.0
80513,현대바이오,매각예정자산,entity00313649_udf_BS_201951211044860_NoncurrentAssets,594355140.0
38861,쌍용양회공업,매각예정자산,entity00138224_udf_BS_201988132425777_CurrentAssets,18372430000.0
70175,특수건설,매각예정자산,entity00186939_udf_BS_202032921131078_CurrentAssets,
558,CJ ENM,매각예정자산,entity00265324_udf_BS_202032313390461_AssetsAbstract,5136685600.0
56564,이엑스티,매각예정자산,entity01097906_udf_BS_202035111020422_CurrentAssets,6800000000.0
59154,일정실업,매각예정자산,entity00146542_udf_BS_2018326164230587_CurrentAssets,1894574200.0
70799,파라다이스,매각예정자산,entity00171265_udf_BS_20203241870714_AssetsAbstract,33571115000.0
70636,티탑스,매각예정자산,entity00273615_udf_BS_202032674712620_CurrentAssets,45465990000.0
14261,다우기술,매각예정자산,entity00176914_udf_BS_20171113173717769_CurrentAssets,
9478,골프존뉴딘홀딩스,매각예정자산,entity00674498_udf_BS_2020323104759534_CurrentAssets,1711745500.0
73556,피앤이솔루션,매각예정자산,entity00785475_udf_BS_202032318279633_CurrentAssets,2967920000.0
31629,삼천리,매각예정자산과관련된부채,entity00128555_udf_BS_201851017627560_CurrentLiabilities,0.0
61673,조광ILI,매각예정자산과관련된부채,entity00291860_udf_BS_2020328182470_CurrentLiabilities,1170127000.0
81085,현대자동차,매각예정자산과관련된자본,entity00164742_udf_BS_2018117101815241_EquityAttributableToOwnersOfParent,
74100,하나마이크론,매각예정자산과관련하여자본으로직접인식된금액,entity00445054_udf_BS_2019326183645274_EquityAttributableToOwnersOfParent,
1436,EMW,매각예정자산과관련하여자본으로직접인식된금액,entity00479705_udf_BS_2019325145214977_EquityAttributableToOwnersOfParent,
76972,한류AI센터,매각예정자산과관련하여자본으로직접인식된금액,entity01091382_udf_BS_2020513212528154_EquityAttributableToOwnersOfParent,4706747400.0
18070,동국산업,매각예정자산과관련하여자본으로직접인식된금액,entity00172680_udf_BS_20171112173412475_EquityAttributableToOwnersOfParent,
19093,동양물산기업,매각예정자산관련기타자본구성요소,entity00117230_udf_BS_202032517416175_EquityAttributableToOwnersOfParent,-183531860.0
47077,엔에스엔,매각예정자산관련부채,entity00180865_udf_BS_2018327112231571_LiabilitiesAbstract,
15269,대성산업,매각예정자산관련부채,entity00828789_udf_BS_20171113112926377_CurrentLiabilities,
4408,LS,매각예정자산관련부채,entity00105952_udf_BS_20171113103815407_CurrentLiabilities,1207000000.0
30532,삼성전기,매각예정자산관련부채,entity00126371_udf_BS_202021414032417_CurrentLiabilities,18874866000.0
46138,에치에프알,매각예정자산관련부채,entity01108442_udf_BS_2020325134737335_CurrentLiabilities,0.0
48334,엠케이전자,매각예정자산에직접관련된부채,entity00121686_udf_BS_20171113172126703_CurrentLiabilities,293528420.0
72324,포스코,매각예정자산에직접관련된부채,entity00155319_udf_BS_20191112163427550_CurrentLiabilities,7886706.0
17999,동국S&C,매각예정자산에직접관련된자본,entity00415594_udf_BS_2018319165245274_EquityAttributableToOwnersOfParent,
74898,한국가스공사,매각예정자산집단,entity00261285_udf_BS_201889125935661_udf_BS_201889125919134_CurrentAssets,
32130,상보,매각예정자산집단관련기타포괄손익누계액,entity00129615_udf_BS_2020320134924295_EquityAttributableToOwnersOfParent,-3404758800.0
63565,참엔지니어링,매각예정자산집단관련부채,entity00153621_udf_BS_2019920103833380_LiabilitiesAbstract,
7713,YG PLUS,매각예정자산처분집단관련자본,entity00249247_udf_BS_2020325164333196_EquityAbstract,42265456.0
23092,롯데지주,매각예정처분부채집단,entity00120562_udf_BS_2019626175548167_CurrentLiabilities,
32116,상보,매각예정처분부채집단,entity00129615_udf_BS_202032313143618_LiabilitiesAbstract,22945368000.0
32093,상보,매각예정처분자산집단,entity00129615_udf_BS_2018116125329813_AssetsAbstract,40092377000.0
79364,한화,매각예정처분자산집단부채,entity00160588_udf_BS_201932892751144_CurrentLiabilities,105778000000.0
82948,휴메딕스,매도가능금융자산,entity00614478_udf_BS_20171030121726318_NoncurrentAssets,0.0
47592,엘브이엠씨,매도가능금융자산,entity00838500_udf_BS_2020428182526227_NoncurrentAssets,0.0
77767,한솔테크닉스,매도가능금융자산,entity00157399_udf_BS_201832383518365_NoncurrentAssets,0.0
12555,넥센타이어,매도가능금융자산,entity00173874_udf_BS_202031818585309_NoncurrentAssets,
29002,비상교육,매도가능금융자산,entity00520887_udf_BS_20193221816971_NoncurrentAssets,0.0
59160,일정실업,매도가능금융자산,entity00146542_udf_BS_201832616455266_NoncurrentAssets,55652000.0
80379,현대모비스,매도가능금융자산,entity00164788_udf_BS_2020220105653514_NoncurrentAssets,
14515,대교,매도가능금융자산,entity00108913_udf_BS_202031693821470_CurrentAssets,
15124,대상,매도가능금융자산,entity00121941_udf_BS_202032016425616_CurrentAssets,
2984,KEC,매도가능금융자산,entity00589127_udf_BS_20203281141452_NoncurrentAssets,0.0
47416,엔텔스,매도가능금융자산,entity00415707_udf_BS_2020327134041296_NoncurrentAssets,
31238,삼원테크,매도가능금융자산,entity00373021_udf_BS_2020324162654937_NoncurrentAssets,
75369,한국수출포장공업,매도가능금융자산,entity00158112_udf_BS_202021917539731_NoncurrentAssets,0.0
59860,장원테크,매도가능금융자산,entity00659684_udf_BS_202031015476875_NoncurrentAssets,0.0
12654,넥스트사이언스,매도가능금융자산,entity00169048_udf_BS_2018111313459880_NoncurrentAssets,0.0
30843,삼양사,매도가능금융자산,entity00896285_udf_BS_2020318154338770_NoncurrentAssets,0.0
15134,대상,매도가능금융자산,entity00121941_udf_BS_2020320165519212_NoncurrentAssets,
30830,삼양사,매도가능금융자산,entity00896285_udf_BS_2020318153939512_CurrentAssets,0.0
30745,삼아알미늄,매도가능금융자산,entity00126779_udf_BS_202032610254925_NoncurrentAssets,0.0
57258,이테크건설,매도가능금융자산,entity00141246_udf_BS_2020378327516_NoncurrentAssets,
56876,이엠텍,매도가능금융자산,entity00541163_udf_BS_2017116926388_NoncurrentAssets,31366961000.0
63992,카스,매도가능금융자산,entity00152260_udf_BS_2020325142455929_NoncurrentAssets,
17321,더존비즈온,매도가능금융자산,entity00172291_udf_BS_2019211184456805_NoncurrentAssets,
12316,네오티스,매도가능금융자산,entity00447928_udf_BS_2018514115438488_NoncurrentAssets,0.0
24245,매직마이크로,매도가능금융자산,entity00806972_udf_BS_2020319162849557_NoncurrentAssets,
65506,케이프,매도가능금융자산,entity00152437_udf_BS_2018322154732628_udf_BS_2018322152156478_AssetsAbstract,0.0
79678,해성옵틱스,매도가능금융자산,entity00483735_udf_BS_2020326113044291_NoncurrentAssets,1081084000.0
23621,리드코프,매도가능금융자산,entity00117708_udf_BS_2020317212753374_udf_BS_2020313115910112_AssetsAbstract,
53881,유니테스트,매도가능금융자산,entity00540447_udf_BS_20201314464717_NoncurrentAssets,
79341,한화,매도가능금융자산,entity00160588_udf_BS_2020318163552294_udf_BS_20171113201812326_AssetsAbstract,0.0
52083,웅진씽크빅,매도가능금융자산,entity00628189_udf_BS_2020325183740560_OtherNoncurrentFinancialAssets,0.0
21620,디지틀조선,매도가능금융자산,entity00231442_udf_BS_2017111495016429_NoncurrentAssets,0.0
53460,유니드,매도가능금융자산,entity00159786_udf_BS_201889145643218_NoncurrentAssets,
64399,컴투스,매도가능금융자산,entity00476498_udf_BS_20188141533581_NoncurrentAssets,
64390,컴투스,매도가능금융자산,entity00476498_udf_BS_201881414593788_CurrentAssets,
8104,감마누,매도가능금융자산,entity00623184_udf_BS_2019112815623188_NoncurrentAssets,
79408,한화솔루션,매도가능금융자산,entity00162461_udf_BS_2020325932749_NoncurrentAssets,
8152,강남제비스코,매도가능금융자산,entity00100939_udf_BS_201853195754269_NoncurrentAssets,0.0
23184,롯데케미칼,매도가능금융자산,entity00165413_udf_BS_2020325165451975_NoncurrentAssets,
23172,롯데케미칼,매도가능금융자산,entity00165413_udf_BS_2020325165214812_CurrentAssets,
63717,청담러닝,매도가능금융자산,entity00525882_udf_BS_2020320161812511_NoncurrentAssets,
6354,SK네트웍스,매도가능금융자산,entity00131780_udf_BS_2019114103524728_NoncurrentAssets,
78525,한일홀딩스,매도가능금융자산,entity00162993_udf_BS_202031214582852_NoncurrentAssets,
74829,한국가구,매도가능금융자산,entity00156442_udf_BS_2020324144552872_NoncurrentAssets,0.0
19899,동화기업,매도가능금융자산,entity00173032_udf_BS_2020325152224668_NoncurrentAssets,0.0
15757,대우조선해양,매도가능금융자산,entity00111704_udf_BS_202031681837290_NoncurrentAssets,
56327,이스트소프트,매도가능금융자산,entity00273420_udf_BS_20203271918528_NoncurrentAssets,2030568400.0
80016,현대건설,매도가능금융자산,entity00164478_udf_BS_2020324172257370_NoncurrentAssets,
26523,미원상사,매도가능금융자산,entity00121932_udf_BS_2020218165828866_NoncurrentAssets,0.0
82714,휠라홀딩스,매도가능금융자산,entity00195229_udf_BS_2020323191224553_NoncurrentAssets,
73004,풍산,매도가능금융자산,entity00684714_udf_BS_20203261717687_udf_BS_20171024205620700_NoncurrentAssets,0.0
55019,육일씨엔에쓰,매도가능금융자산,entity00843900_udf_BS_2020317133822693_CurrentAssets,
4496,LS산전,매도가능금융자산,entity00105855_udf_BS_2020326103152428_NoncurrentAssets,
79912,헝셩그룹,매도가능금융자산,entity01160512_udf_BS_202057172525721_NoncurrentAssets,0.0
66040,코디,매도가능금융자산,entity00308559_udf_BS_2017116171037295_NoncurrentAssets,
10715,금호에이치티,매도가능금융자산,entity00105606_udf_BS_201887161513474_NoncurrentAssets,
19061,동양물산기업,매도가능금융자산,entity00117230_udf_BS_20203252002692_NoncurrentAssets,
50684,와이제이엠게임즈,매도가능금융자산,entity01035678_udf_BS_20203231699157_NoncurrentAssets,
19524,동원수산,매도가능금융자산,entity00118044_udf_BS_20203251412133_NoncurrentAssets,
65844,코너스톤네트웍스,매도가능금융자산,entity00194275_udf_BS_201833017222770_CurrentAssets,
25534,모베이스,매도가능금융자산,entity00498001_udf_BS_2020210145844129_NoncurrentAssets,
63480,차바이오텍,매도가능금융자산,entity00525679_udf_BS_202032817445795_NoncurrentAssets,0.0
79720,해태제과식품,매도가능금융자산,entity00428321_udf_BS_20203613331194_NoncurrentAssets,
32370,상아프론테크,매도가능금융자산,entity00181299_udf_BS_20203279546320_NoncurrentAssets,0.0
58349,인텔리안테크,매도가능금융자산,entity00664181_udf_BS_2020324173256268_NoncurrentAssets,
41342,아이에스이커머스,매도가능금융자산,entity00426068_udf_BS_2020325174538664_NoncurrentAssets,
37519,신라교역,매도가능금융자산,entity00135962_udf_BS_2020228143624679_NoncurrentAssets,0.0
37701,신성이엔지,매도가능금융자산,entity00136271_udf_BS_202031718341676_NoncurrentAssets,0.0
39639,씨엠에스에듀,매도가능금융자산,entity00914040_udf_BS_202032311284879_CurrentAssets,0.0
39649,씨엠에스에듀,매도가능금융자산,entity00914040_udf_BS_2020323113128289_NoncurrentAssets,0.0
70641,티탑스,매도가능금융자산,entity00273615_udf_BS_2020327204655392_NoncurrentAssets,
76181,한국코퍼레이션,매도가능금융자산,entity00302078_udf_BS_2020325204027725_CurrentAssets,0.0
76190,한국코퍼레이션,매도가능금융자산,entity00302078_udf_BS_2020325203440849_NoncurrentAssets,0.0
70170,특수건설,매도가능금융자산,entity00186939_udf_BS_2020329211216550_CurrentAssets,
75693,한국전자인증,매도가능금융자산,entity00361169_udf_BS_2020325165943983_NoncurrentAssets,
33319,서진시스템,매도가능금융자산,entity00838005_udf_BS_201889152554357_NoncurrentAssets,
44578,에스제이케이,매도가능금융자산,entity00366793_udf_BS_201833017747152_NoncurrentAssets,
70860,파라텍,매도가능금융자산,entity00105138_udf_BS_2020326175746656_NoncurrentAssets,
69629,테스,매도가능금융자산,entity00524421_udf_BS_202031892147184_CurrentAssets,0.0
69200,태양,매도가능금융자산,entity00186717_udf_BS_202032310543853_NoncurrentAssets,0.0
70918,파루,매도가능금융자산,entity00266934_udf_BS_201932315128414_NoncurrentAssets,
75775,한국정보공학,매도가능금융자산,entity00261957_udf_BS_2020318181922192_NoncurrentAssets,
69638,테스,매도가능금융자산,entity00524421_udf_BS_202031892638845_NoncurrentAssets,0.0
70178,특수건설,매도가능금융자산,entity00186939_udf_BS_2020329211511156_NoncurrentAssets,
43615,에스씨디,매도가능금융자산,entity00171867_udf_BS_20203258135689_NoncurrentAssets,
33490,서호전기,매도가능금융자산,entity00220622_udf_BS_20188818632188_NoncurrentAssets,0.0
38169,신원종합개발,매도가능금융자산,entity00136925_udf_BS_2020323102121585_NoncurrentAssets,0.0
21535,디지탈옵틱,매도가능금융자산비유동,entity00536329_udf_BS_2020323175339333_NoncurrentAssets,
67486,코웰패션,매도가능금융자산평가손익,entity00155948_udf_BS_202032011342876_ElementsOfOtherStockholdersEquity,0.0
73056,풍산,매도가능금융자산평가손익,entity00684714_udf_BS_202032617724790_OtherComprehensiveIncomeLossAccumulatedAmount,0.0
76334,한국콜마홀딩스,매도가능금융자산평가손익,entity00203290_udf_BS_2020123101110654_OtherComprehensiveIncomeLossAccumulatedAmount,
21678,디케이디앤아이,매도가능증권,entity00143226_udf_BS_201711610137595_NoncurrentAssets,
8740,경동인베스트,매도가능증권,entity00143527_udf_BS_2020326105442391_NoncurrentAssets,
29918,삼륭물산,매도가능증권,entity00125488_udf_BS_2017112183313212_NoncurrentAssets,103842150.0
40411,아바텍,매도가능증권,entity00442048_udf_BS_202035182051856_NoncurrentAssets,
16284,대유에이텍,매도가능증권,entity00149804_udf_BS_2018314161431519_NoncurrentAssets,
29231,비엠티,매도가능증권,entity00524786_udf_BS_20203241639300_NoncurrentAssets,52855236.0
80327,현대리바트,매도가능증권,entity00300548_udf_BS_2020312182034293_NoncurrentAssets,
73966,필링크,매도가능증권,entity00392691_udf_BS_202031215272959_NoncurrentAssets,
46125,에치에프알,매도가능증권,entity01108442_udf_BS_2020325115748202_NoncurrentAssets,0.0
13973,뉴프렉스,매도가능증권,entity00493510_udf_BS_2020323192519173_NoncurrentAssets,
70461,티엘아이,매도가능증권,entity00261887_udf_BS_201888175438825_NoncurrentAssets,15796263000.0
15489,대성홀딩스,매도가능증권,entity00108940_udf_BS_202032418534289_NoncurrentAssets,0.0
31195,삼영화학공업,매도가능증권,entity00127255_udf_BS_201832617435733_NoncurrentAssets,132881180.0
23533,리더스코스메틱,매도가능증권평가손익,entity00180263_udf_BS_2017119145049688_ElementsOfOtherStockholdersEquity,-35678.0
70260,특수건설,매도가능증권평가손익,entity00186939_udf_BS_2020329212255213_OtherComprehensiveIncomeLossAccumulatedAmount,
3689,KSS해운,매도주가지수옵션,entity00160232_udf_BS_2018813183510751_OtherCurrentFinancialLiabilities,14242527.0
19495,동원산업,매도청구권부채,entity00118026_udf_BS_2018731111952709_NoncurrentLiabilities,
3632,KSS해운,매수주가지수옵션,entity00160232_udf_BS_201881318228967_OtherCurrentFinancialAssets,3397461.0
1416,EMW,매입채무,entity00479705_udf_BS_2019325144839880_CurrentLiabilities,2753572600.0
30580,삼성전자,매입채무,entity00126380_udf_BS_20171018222617796_CurrentLiabilities,8718222000000.0
3811,LG,매입채무,entity00120021_udf_BS_201711313144570_CurrentLiabilities,836117000000.0
72181,평화홀딩스,매입채무,entity00155124_udf_BS_201711139144590_CurrentLiabilities,84252190000.0
60380,제로투세븐,매입채무,entity00563837_udf_BS_202032595642679_CurrentLiabilities,14186066000.0
75703,한국전자인증,매입채무,entity00361169_udf_BS_20171110105354633_CurrentLiabilities,1206408600.0
11323,나노스,매입채무,entity00653103_udf_BS_201711112348513_CurrentLiabilities,9213905000.0
42677,애경산업,매입채무,entity00139454_udf_BS_20188810431145_CurrentLiabilities,60001520000.0
44588,에스제이케이,매입채무,entity00366793_udf_BS_201889142018838_CurrentLiabilities,2353503000.0
23625,리드코프,매입채무,entity00117708_udf_BS_202031791445417_CurrentLiabilities,370833800.0
63681,천보,매입채무,entity00897752_udf_BS_202032523335431_CurrentLiabilities,4314746400.0
55315,이글루시큐리티,매입채무,entity00364847_udf_BS_2017112103648228_CurrentLiabilities,5866093000.0
53891,유니테스트,매입채무,entity00540447_udf_BS_2017117123234281_CurrentLiabilities,5626852400.0
31204,삼영화학공업,매입채무,entity00127255_udf_BS_2018327114215986_CurrentLiabilities,9564518000.0
35732,센트럴바이오,매입채무,entity00347716_udf_BS_2020326131820183_CurrentLiabilities,778345400.0
73978,필링크,매입채무,entity00392691_udf_BS_2020312162143246_CurrentLiabilities,1603020900.0
4288,LG화학,매입채무,entity00356361_udf_BS_20188216527585_CurrentLiabilities,2379711000000.0
2859,KC그린홀딩스,매입채무,entity00159971_udf_BS_201711716204983_CurrentLiabilities,104954810000.0
61051,제이웨이,매입채무,entity00359474_udf_BS_201881316487444_CurrentLiabilities,609705000.0
37080,스튜디오드래곤,매입채무,entity01168684_udf_BS_2018322114214165_CurrentLiabilities,18423572000.0
42728,애경유화,매입채무,entity00936787_udf_BS_202031615329115_CurrentLiabilities,57033040000.0
66773,코스맥스엔비티,매입채무,entity00656289_udf_BS_20171024113639114_CurrentLiabilities,21399220000.0
54980,유한양행,매입채무,entity00145109_udf_BS_201711919484938_CurrentLiabilities,110799420000.0
72698,푸드나무,매입채무,entity01259311_udf_BS_20181112105753103_CurrentLiabilities,2591149600.0
17380,덕산하이메탈,매입채무,entity00471068_udf_BS_20171031115442133_CurrentLiabilities,1159849500.0
41864,아이텍,매입채무및기타금융부채비유동,entity00626011_udf_BS_20203511538455_NoncurrentLiabilities,606147200.0
37722,신성이엔지,매입채무및기타부채,entity00136271_udf_BS_2018117134222328_NoncurrentLiabilities,825567000.0
11193,나노,매입채무및기타부채,entity00994994_udf_BS_201951395345375_CurrentLiabilities,11045038000.0
9862,국동,매입채무및기타비유동채무,entity00168331_udf_BS_2020320143741903_CurrentLiabilities,11364698000.0
47434,엔텔스,매입채무및기타채무,entity00415707_udf_BS_2019319143356654_NoncurrentLiabilities,222537800.0
34556,세경하이테크,매입채무및기타채무,entity00913689_udf_BS_201988102057487_CurrentLiabilities,27228525000.0
81116,현대제철,매입채무및기타채무,entity00145880_udf_BS_2017117105549951_CurrentLiabilities,3266616500000.0
80143,현대공업,매입채무및기타채무,entity00164502_udf_BS_201981012142659_TradeAndOtherCurrentPayables,28985965000.0
55279,이그잭스,매입채무및기타채무,entity00363510_udf_BS_2018813132257826_NoncurrentLiabilities,23000000.0
78351,한일단조,매입채무및기타채무,entity00162832_udf_BS_2018888566969_TradeAndOtherCurrentPayables,12476423000.0
47428,엔텔스,매입채무및기타채무,entity00415707_udf_BS_2019319161335458_CurrentLiabilities,9945781000.0
22403,레드로버,매입채무및기타채무,entity00364795_udf_BS_2020320142053885_NoncurrentLiabilities,
30000,삼보모터스,매입채무및기타채무,entity00351092_udf_BS_2020513141818910_NoncurrentLiabilities,510000480.0
67016,코아스,매입채무및기타채무,entity00210856_udf_BS_20188131463831_TradeAndOtherCurrentPayables,22442620000.0
77137,한미사이언스,매출채권및기타상각후원가측정금융자산,entity00161426_udf_BS_2020317183119674_NoncurrentAssets,1469716400.0
27437,바이오제네틱스,매출채권및기타채권,entity00173449_udf_BS_2020221132621687_NoncurrentAssets,844814460.0
34541,세경하이테크,매출채권및기타채권,entity00913689_udf_BS_20171111225219977_CurrentAssets,35879772000.0
30500,삼성전기,매출채권및기타채권,entity00126371_udf_BS_20171026203229929_CurrentAssets,1095676600000.0
47408,엔텔스,매출채권및기타채권,entity00415707_udf_BS_201931916854265_CurrentAssets,17996540000.0
6411,SK디스커버리,매출채권및기타채권,entity00131832_udf_BS_20198918370444_NoncurrentAssets,2530462000.0
47415,엔텔스,매출채권및기타채권,entity00415707_udf_BS_201931916125937_NoncurrentAssets,1557921300.0
64358,컬러레이,매출채권및기타채권,entity01236286_udf_BS_20171128181757183_NoncurrentAssets,72688690.0
37698,신성이엔지,매출채권및기타채권,entity00136271_udf_BS_201911892034440_NoncurrentAssets,3286983200.0
79676,해성옵틱스,매출채권및기타채권,entity00483735_udf_BS_202032611256231_NoncurrentAssets,394912160.0
20493,드림어스컴퍼니,매출채권및기타채권,entity00364467_udf_BS_201921493819429_NoncurrentAssets,2143158700.0
41839,아이텍,매출채권및상각후원가측정금융자산유동,entity00626011_udf_BS_202035105937639_CurrentAssets,6099973000.0
36214,솔루에타,매출채권유동,entity00624518_udf_BS_2019329145112705_CurrentAssets,41977135000.0
51889,웅진,매출채권현재가치할인차금,entity00143651_udf_BS_20195131757134_TradeAndOtherCurrentReceivables,33371628.0
52058,웅진씽크빅,매출채권현재가치할인차금,entity00628189_udf_BS_2018812152227182_TradeAndOtherCurrentReceivables,33371628.0
4949,NICE,메각예정부채,entity00158316_udf_BS_2020324145031641_CurrentLiabilities,95246040000.0
3707,KTcs,무형자산,entity00372882_udf_BS_201831420366475_NoncurrentAssets,12097123000.0
11946,남영비비안,무형자산,entity00107677_udf_BS_2020316205919345_NoncurrentAssets,3079657200.0
35728,센트럴바이오,무형자산,entity00347716_udf_BS_20171114241219_NoncurrentAssets,224960500.0
13273,녹십자셀,무형자산,entity00198378_udf_BS_20188315485372_NoncurrentAssets,7799500000.0
79966,헬릭스미스,무형자산,entity00359395_udf_BS_201881219445899_NoncurrentAssets,2045532800.0
64854,케이씨티시,무형자산,entity00103042_udf_BS_2018726102655616_NoncurrentAssets,2687331000.0
76736,한독,무형자산,entity00161046_udf_BS_2017119165432659_NoncurrentAssets,96415810000.0
28128,베스파,무형자산,entity01259056_udf_BS_201941125146782_NoncurrentAssets,7183866000.0
71911,펄어비스,무형자산,entity01152470_udf_BS_2018102918621859_NoncurrentAssets,293395040000.0
677,CJ제일제당,무형자산,entity00635134_udf_BS_201711914288652_NoncurrentAssets,4810224400000.0
79347,한화,무형자산,entity00160588_udf_BS_20171113202815103_udf_BS_20171113201812326_AssetsAbstract,360819000000.0
82363,효성 ITX,무형자산,entity00414850_udf_BS_20188616019472_NoncurrentAssets,4054082600.0
48720,영원무역홀딩스,무형자산,entity00140964_udf_BS_201711110029494_NoncurrentAssets,164628700000.0
38648,실리콘웍스,무형자산,entity00525934_udf_BS_2018322172930120_NoncurrentAssets,52680434000.0
60925,제이엘케이인스펙션,무형자산,entity01153293_udf_BS_202032413456250_NoncurrentAssets,826021100.0
24364,멀티캠퍼스,무형자산,entity00425351_udf_BS_20171023155245438_NoncurrentAssets,43523920000.0
51438,우성사료,무형자산,entity00142661_udf_BS_2019103110452151_NoncurrentAssets,61048320.0
34973,세아홀딩스,무형자산,entity00377610_udf_BS_2018820143951515_NoncurrentAssets,55106597000.0
5611,SCI평가정보,무형자산,entity00260745_udf_BS_201832392326817_NoncurrentAssets,1254651400.0
4598,MH에탄올,무형자산,entity00121534_udf_BS_2017112142432416_NoncurrentAssets,4539910700.0
72070,평화산업,무형자산,entity00573579_udf_BS_201711912911117_NoncurrentAssets,1128481000.0
79137,한컴위드,무형자산,entity00363592_udf_BS_20181023151259361_NoncurrentAssets,4710983700.0
17742,덱스터,무형자산,entity01021949_udf_BS_201711109313915_NoncurrentAssets,978580160.0
25935,무림SP,무형자산,entity00121507_udf_BS_201711292057207_NoncurrentAssets,7571808000.0
12322,네오티스,무형자산,entity00447928_udf_BS_201711710650482_NoncurrentAssets,1270966000.0
2166,HDC현대EP,무형자산,entity00357935_udf_BS_2018810142942531_NoncurrentAssets,4569186300.0
12401,네오펙트,무형자산,entity01246034_udf_BS_2019318144231699_NoncurrentAssets,9075570000.0
50788,와이지엔터테인먼트,무형자산,entity00613318_udf_BS_20191111113919537_NoncurrentAssets,52321630000.0
50144,오텍,무형자산,entity00397289_udf_BS_201711619494602_NoncurrentAssets,22028431000.0
5030,OCI,무형자산,entity00148896_udf_BS_201711617553604_NoncurrentAssets,46120870000.0
82497,효성첨단소재,무형자산,entity01316254_udf_BS_2018813183428415_NoncurrentAssets,71743060000.0
48664,영원무역,무형자산,entity00776820_udf_BS_20171027134727935_NoncurrentAssets,159514460000.0
35242,세이브존I&C,무형자산,entity00422895_udf_BS_2017117104459717_NoncurrentAssets,4621740500.0
66767,코스맥스엔비티,무형자산,entity00656289_udf_BS_2017102411282594_NoncurrentAssets,2740351700.0
33923,선진,무형자산,entity00855093_udf_BS_20171030165040686_NoncurrentAssets,8703975000.0
48863,영화테크,무형자산,entity00659976_udf_BS_201832912336254_NoncurrentAssets,1305857300.0
15043,대모,무형자산,entity00450995_udf_BS_2019827141310268_NoncurrentAssets,408458050.0
3857,LG디스플레이,무형자산,entity00105873_udf_BS_20171027144633548_NoncurrentAssets,873448000000.0
23619,리드코프,무형자산,entity00117708_udf_BS_202031312057385_udf_BS_2020313115910112_AssetsAbstract,5676461000.0
72175,평화홀딩스,무형자산,entity00155124_udf_BS_2017111384117572_NoncurrentAssets,5308909600.0
44063,에스엘,무형자산,entity00125521_udf_BS_201951095750492_NoncurrentAssets,20328923000.0
66851,코스모화학,무형자산,entity00160302_udf_BS_20171110162234484_NoncurrentAssets,4580176400.0
39557,씨에스윈드,무형자산,entity00670340_udf_BS_2018812164551199_NoncurrentAssets,22157068000.0
68709,키네마스터,무형자산,entity00535375_udf_BS_2018320111018291_NoncurrentAssets,130662310.0
184,APS홀딩스,무형자산,entity00296078_udf_BS_2017116172525215_NoncurrentAssets,1292371300.0
49533,오리엔트바이오,무형자산,entity00141626_udf_BS_201862615010107_NoncurrentAssets,2646703000.0
65446,케이티앤지,무형자산,entity00244455_udf_BS_202032418342978_NoncurrentAssets,89693690000.0
56329,이스트소프트,무형자산,entity00273420_udf_BS_20188914105656_NoncurrentAssets,1677393500.0
43385,에스디생명공학,무형자산,entity01099667_udf_BS_2018221161443281_NoncurrentAssets,3055362800.0
2506,JW생명과학,무형자산,entity00225706_udf_BS_20171112194215691_NoncurrentAssets,5931243000.0
452,CJ,무형자산,entity00148540_udf_BS_2017118125941933_NoncurrentAssets,7005911000000.0
65510,케이프,무형자산,entity00152437_udf_BS_2018322154959724_udf_BS_2018322152156478_AssetsAbstract,6885838000.0
