,회사명,항목명,항목코드,당기
78593,한일화학,기타지급채무,entity00267979_udf_BS_2018315102457961_CurrentLiabilities,155002990.0
26006,무림페이퍼,기타지급채무,entity00136086_udf_BS_2017113144942762_CurrentLiabilities,4073702700.0
48011,엘티씨,기타지급채무,entity00866062_udf_BS_201711623272391_CurrentLiabilities,4166288600.0
22526,레이언스,기타지급채무,entity00899459_udf_BS_2017103195123658_CurrentLiabilities,3248104200.0
27599,바텍,기타지급채무,entity00264255_udf_BS_20171110145919392_NoncurrentLiabilities,1581851500.0
22538,레이언스,기타지급채무,entity00899459_udf_BS_201710319560983_NoncurrentLiabilities,242019460.0
18159,동국제강,기타지급채무,entity00114792_udf_BS_201711820213659_CurrentLiabilities,212857500000.0
13596,농우바이오,기타지급채무,entity00176835_udf_BS_2020314142218355_CurrentLiabilities,16827462000.0
42678,애경산업,기타지급채무,entity00139454_udf_BS_201832620400316_CurrentLiabilities,24628007000.0
24058,만도,기타지급채무,entity01042775_udf_BS_20171114134459450_CurrentLiabilities,205402900000.0
27583,바텍,기타지급채무,entity00264255_udf_BS_20171110144431594_CurrentLiabilities,12721330000.0
22755,로스웰,기타지급채무,entity01139266_udf_BS_20171115143439878_CurrentLiabilities,13650787.0
32224,상상인인더스트리,기타지급채무,entity00618410_udf_BS_2020313103057951_NoncurrentLiabilities,
79984,헬릭스미스,기타지급채무,entity00359395_udf_BS_201932193246311_NoncurrentLiabilities,3621615400.0
24070,만도,기타지급채무,entity01042775_udf_BS_201711984131398_NoncurrentLiabilities,35397420000.0
60213,제넨바이오,기타지급채무,entity00408956_udf_BS_2020324182957868_CurrentLiabilities,2842739200.0
60383,제로투세븐,기타지급채무,entity00563837_udf_BS_20171027171844336_CurrentLiabilities,12017624000.0
19640,동일고무벨트,기타지급채무,entity00939687_udf_BS_2020225152723405_CurrentLiabilities,13647503000.0
65579,케이피에스,기타지급채무,entity01037214_udf_BS_201881013519123_NoncurrentLiabilities,150914620.0
11324,나노스,기타지급채무,entity00653103_udf_BS_2017111123430526_CurrentLiabilities,6425207300.0
21087,디에이테크놀로지,기타지급채무,entity00660121_udf_BS_20171191133197_CurrentLiabilities,2775545600.0
21096,디에이테크놀로지,기타지급채무,entity00660121_udf_BS_2017119125254135_NoncurrentLiabilities,30000000.0
38435,신한알파리츠,기타지급채무,entity01276594_udf_BS_201921394338438_CurrentLiabilities,6180979000.0
65572,케이피에스,기타지급채무,entity01037214_udf_BS_201881013248819_CurrentLiabilities,1685058800.0
61525,젬백스,기타지급채무,entity00492894_udf_BS_201832512432954_CurrentLiabilities,2039052300.0
79564,해덕파워웨이,기타지급채무,entity00299358_udf_BS_2018327103220434_CurrentLiabilities,2364428800.0
53847,유니크,기타지급채무,entity00147152_udf_BS_2017111145157925_CurrentLiabilities,8479881700.0
53939,유니테크노,기타지급채무,entity00531865_udf_BS_2020249365957_CurrentLiabilities,1213156000.0
42814,액토즈소프트,기타지급채무,entity00348034_udf_BS_2017118152524116_CurrentLiabilities,37362970000.0
10842,금호타이어,기타지급채무,entity00481454_udf_BS_202054142945632_NoncurrentLiabilities,4330380000.0
2177,HDC현대EP,기타지급채무,entity00357935_udf_BS_20188101446637_CurrentLiabilities,14739732000.0
10828,금호타이어,기타지급채무,entity00481454_udf_BS_2020325191224764_CurrentLiabilities,185551270000.0
25640,모비스,기타지급채무,entity01165155_udf_BS_2019859363156_CurrentLiabilities,531470300.0
75254,한국맥널티,기타지급채무,entity00579139_udf_BS_20171182191635_CurrentLiabilities,3641644000.0
1176,DRB동일,기타지급채무,entity00118266_udf_BS_2020225153515971_NoncurrentLiabilities,1570742500.0
42819,액토즈소프트,기타지급채무,entity00348034_udf_BS_202032322171342_NoncurrentLiabilities,
68980,태경산업,기타지급채무,entity00153339_udf_BS_201888163037860_CurrentLiabilities,29450990000.0
36103,소프트캠프,기타지급채무,entity01182408_udf_BS_2020312154549475_CurrentLiabilities,2089631100.0
24263,매직마이크로,기타지급채무,entity00806972_udf_BS_202031916225236_CurrentLiabilities,8830186000.0
29023,비상교육,기타지급채무,entity00520887_udf_BS_201932584913230_CurrentLiabilities,10849129000.0
44983,에스폴리텍,기타지급채무,entity00340272_udf_BS_201711711434270_CurrentLiabilities,4816619500.0
192,APS홀딩스,기타지급채무,entity00296078_udf_BS_201711617280597_CurrentLiabilities,6310736000.0
75704,한국전자인증,기타지급채무,entity00361169_udf_BS_20171110105419351_CurrentLiabilities,1796503800.0
79788,핸디소프트,기타지급채무,entity00793155_udf_BS_2018316142811989_CurrentLiabilities,2268985300.0
29027,비상교육,기타지급채무,entity00520887_udf_BS_2019322171951599_NoncurrentLiabilities,1586301700.0
1169,DRB동일,기타지급채무,entity00118266_udf_BS_2020225152723405_CurrentLiabilities,30050530000.0
19644,동일고무벨트,기타지급채무,entity00939687_udf_BS_2020225153515971_NoncurrentLiabilities,911535600.0
13983,뉴프렉스,기타지급채무,entity00493510_udf_BS_201888105641417_CurrentLiabilities,3919710200.0
17806,덴티움,기타지급채무,entity00526599_udf_BS_2017103117341168_NoncurrentLiabilities,438793860.0
35925,셀트리온,기타지급채무,entity00413046_udf_BS_2017118114044950_CurrentLiabilities,181524100000.0
55360,이노메트리,기타지급채무,entity01258710_udf_BS_2019326194026458_CurrentLiabilities,1706623200.0
7597,W홀딩컴퍼니,기타지급채무,entity00349811_udf_BS_2020323101230624_CurrentLiabilities,245221150.0
79975,헬릭스미스,기타지급채무,entity00359395_udf_BS_201932192734625_CurrentLiabilities,8505048600.0
16809,대한방직,기타지급채무,entity00112970_udf_BS_2019326143858841_CurrentLiabilities,2059924700.0
38926,쌍용자동차,기타지급채무,entity00138242_udf_BS_2018112151853197_CurrentLiabilities,39493726000.0
7786,YW,기타지급채무,entity00296263_udf_BS_201832711371079_CurrentLiabilities,886135230.0
16404,대유플러스,기타지급채무,entity00126089_udf_BS_2018118185050729_CurrentLiabilities,11389145000.0
64113,카페24,기타지급채무,entity00260879_udf_BS_20181121161810957_NoncurrentLiabilities,29257434.0
38402,신한알파리츠,기타지급채무,entity01276594_udf_BS_201921394338438_CurrentLiabilities,6041911300.0
34712,세방,기타지급채무,entity00133812_udf_BS_2017111315311534_CurrentLiabilities,20381050000.0
57368,이화산업,기타지급채무,entity00145686_udf_BS_2017102314149336_NoncurrentLiabilities,2210000000.0
16493,대주전자재료,기타지급채무,entity00177816_udf_BS_20171110112157713_CurrentLiabilities,5082608000.0
6869,SK하이닉스,기타지급채무,entity00164779_udf_BS_2019311192436606_CurrentLiabilities,1257895000000.0
14545,대교,기타지급채무,entity00108913_udf_BS_20195109446605_NoncurrentLiabilities,34502020000.0
16633,대창솔루션,기타지급채무,entity00177870_udf_BS_201872513464843_CurrentLiabilities,2896059100.0
256,AP시스템,기타지급채무,entity01203808_udf_BS_20184113156589_NoncurrentLiabilities,2539474200.0
16640,대창솔루션,기타지급채무,entity00177870_udf_BS_201872513471168_NoncurrentLiabilities,660730940.0
135,AK홀딩스,기타지급채무,entity00125080_udf_BS_20171110124140754_CurrentLiabilities,244612600000.0
69832,텔레필드,기타지급채무,entity00560122_udf_BS_201711911350764_CurrentLiabilities,2107536000.0
14085,다날,기타지급채무,entity00389970_udf_BS_20195811545776_CurrentLiabilities,45669278000.0
14536,대교,기타지급채무,entity00108913_udf_BS_20188711393960_CurrentLiabilities,64172356000.0
16011,대원강업,기타지급채무,entity00111847_udf_BS_20171027144625534_CurrentLiabilities,36444574000.0
16355,대유에이피,기타지급채무,entity01182578_udf_BS_20195138321742_CurrentLiabilities,3639314700.0
29766,삼강엠앤티,기타지급채무,entity00480367_udf_BS_2018510163445186_CurrentLiabilities,39043908000.0
46941,엔씨소프트,기타지급채무,entity00261443_udf_BS_20171110133026987_NoncurrentLiabilities,7978435000.0
26989,바디텍메드,기타지급채무,entity01046708_udf_BS_2020323103751561_CurrentLiabilities,2876448500.0
17797,덴티움,기타지급채무,entity00526599_udf_BS_201711195714349_CurrentLiabilities,3313700000.0
32216,상상인인더스트리,기타지급채무,entity00618410_udf_BS_202022810338608_CurrentLiabilities,2397941800.0
16300,대유에이텍,기타지급채무,entity00149804_udf_BS_201831416205932_CurrentLiabilities,105068904000.0
57363,이화산업,기타지급채무,entity00145686_udf_BS_20171023141230454_CurrentLiabilities,10940484000.0
71542,파티게임즈,기타지급채무,entity00977696_udf_BS_201711215158419_CurrentLiabilities,13236291000.0
52678,월덱스,기타지급채무,entity00580065_udf_BS_201832113375392_CurrentLiabilities,2870935800.0
248,AP시스템,기타지급채무,entity01203808_udf_BS_201881010528286_CurrentLiabilities,18357623000.0
21548,디지탈옵틱,기타지급채무유동,entity00536329_udf_BS_20181189538863_CurrentLiabilities,4450227700.0
70311,티로보틱스,기타지본항목,entity00867098_udf_BS_201931510167829_EquityAttributableToOwnersOfParent,2467066.0
23388,룽투코리아,기타차입부채,entity00373571_udf_BS_2020325172327630_NoncurrentLiabilities,58101468.0
4486,LS산전,기타채권,entity00105855_udf_BS_201711914036461_CurrentAssets,43958944000.0
29865,삼기오토모티브,기타채권,entity00799177_udf_BS_201812279298450_CurrentAssets,3654363600.0
74828,한국가구,기타채권,entity00156442_udf_BS_20188817824674_NoncurrentAssets,423016260.0
21478,디지캡,기타채권,entity00681373_udf_BS_20191111104857102_CurrentAssets,947725250.0
1346,EG,기타채권,entity00261054_udf_BS_2018226132414847_CurrentAssets,391134080.0
76484,한국테크놀로지그룹,기타채권,entity00160047_udf_BS_20171113164931197_CurrentAssets,7632886000.0
11792,남선알미늄,기타채권,entity00107224_udf_BS_2019319101546194_CurrentAssets,10028119000.0
29079,비아트론,기타채권,entity00610083_udf_BS_201882215184746_CurrentAssets,548626100.0
83083,휴스틸,기타채권,entity00156488_udf_BS_2018813143457596_TradeAndOtherCurrentReceivables,6413685000.0
39238,쎌마테라퓨틱스,기타채권,entity00108065_udf_BS_2017118145012939_CurrentAssets,3669469400.0
20932,디앤씨미디어,기타채권,entity01186404_udf_BS_201851516580286_NoncurrentAssets,203720000.0
73402,프로텍,기타채권,entity00325112_udf_BS_20171113234126604_CurrentAssets,364033120.0
19975,두산,기타채권,entity00117212_udf_BS_2017119123618537_CurrentAssets,680644700000.0
5731,SG,기타채권,entity00963976_udf_BS_201952314133349_CurrentAssets,19587883000.0
82405,효성오앤비,기타채권,entity00367385_udf_BS_201711215212389_CurrentAssets,193441280.0
64788,케이씨씨,기타채권,entity00105271_udf_BS_20185118286876_CurrentAssets,103388380000.0
64796,케이씨씨,기타채권,entity00105271_udf_BS_201851183314632_NoncurrentAssets,61961777000.0
53874,유니테스트,기타채권,entity00540447_udf_BS_201711712557629_CurrentAssets,774862700.0
83188,휴온스글로벌,기타채권,entity00228059_udf_BS_2017111154051288_CurrentAssets,5155461000.0
28427,본느,기타채권,entity01098792_udf_BS_201982215579341_CurrentAssets,237702480.0
31811,삼화네트웍스,기타채권,entity00301112_udf_BS_201710301633748_CurrentAssets,1076588400.0
20925,디앤씨미디어,기타채권,entity01186404_udf_BS_2018515165215787_CurrentAssets,322804700.0
54053,유비벨록스,기타채권,entity00592653_udf_BS_2020324161156402_CurrentAssets,1800124000.0
4548,LS전선아시아,기타채권,entity01093007_udf_BS_20171031143429562_CurrentAssets,1131328800.0
82943,휴메딕스,기타채권,entity00614478_udf_BS_20171030152310770_CurrentAssets,1392241400.0
53883,유니테스트,기타채권,entity00540447_udf_BS_20171171289773_NoncurrentAssets,246450270.0
64395,컴투스,기타채권,entity00476498_udf_BS_201881414578669_TradeAndOtherCurrentReceivables,7518601700.0
31190,삼영화학공업,기타채권,entity00127255_udf_BS_2018326173821621_CurrentAssets,919311800.0
57130,이지웰페어,기타채권,entity00656951_udf_BS_20195111752723_CurrentAssets,27986518000.0
51423,우성사료,기타채권,entity00142661_udf_BS_2019103195919647_CurrentAssets,12139625000.0
20091,두산솔루스,기타채권,entity01412822_udf_BS_202035153135530_CurrentAssets,2903849200.0
47594,엘브이엠씨,기타채권,entity00838500_udf_BS_20191126182137172_NoncurrentAssets,6348454.0
47584,엘브이엠씨,기타채권,entity00838500_udf_BS_201842014365628_CurrentAssets,32120012.0
76774,한라,기타채권,entity00161116_udf_BS_201881016316141_TradeAndOtherCurrentReceivables,271738370000.0
27155,바른테크놀로지,기타채권,entity00186452_udf_BS_2018810143658999_NoncurrentAssets,11425669000.0
38638,실리콘웍스,기타채권,entity00525934_udf_BS_2018322172351670_CurrentAssets,4571715000.0
58147,인터파크,기타채권,entity00598587_udf_BS_201711620530165_CurrentAssets,83927860000.0
43324,에스넷,기타채권,entity00264635_udf_BS_201985172722289_CurrentAssets,3107011600.0
74111,하나투어,기타채권,entity00269940_udf_BS_20203128488465_CurrentAssets,9503873000.0
72299,포스코,기타채권,entity00155319_udf_BS_201881311310384_CurrentAssets,1581516500000.0
13438,농심,기타채권,entity00108241_udf_BS_2017117174425902_CurrentAssets,13203193000.0
52857,웰크론한텍,기타채권,entity00487546_udf_BS_201710262226691_CurrentAssets,17957556000.0
45758,에이테크솔루션,기타채권,entity00384887_udf_BS_2019103014138112_CurrentAssets,5062338000.0
65099,케이엔제이,기타채권,entity00769158_udf_BS_202033019118352_CurrentAssets,1182811000.0
58198,인터파크홀딩스,기타채권,entity00244561_udf_BS_2017111017571648_CurrentAssets,86016400000.0
56913,이연제약,기타채권,entity00145598_udf_BS_2017111420820231_CurrentAssets,76016130.0
9647,광전자,기타채권,entity00152729_udf_BS_201712279249195_CurrentAssets,1010561900.0
76026,한국주철관공업,기타채권,entity00159573_udf_BS_2017111015036985_CurrentAssets,700538500.0
72307,포스코,기타채권,entity00155319_udf_BS_2018813111331535_NoncurrentAssets,1140878600000.0
59227,일진다이아,기타채권,entity00508274_udf_BS_2017118165016162_CurrentAssets,1373635500.0
63675,천보,기타채권,entity00897752_udf_BS_202032521133754_NoncurrentAssets,183686960.0
53181,위지윅스튜디오,기타채권,entity01276327_udf_BS_2019524145458364_NoncurrentAssets,296301570.0
29122,비에이치,기타채권,entity00447609_udf_BS_201711315343526_CurrentAssets,12941629000.0
49727,오리콤,기타채권,entity00141671_udf_BS_2017119145018206_CurrentAssets,31154730000.0
53171,위지윅스튜디오,기타채권,entity01276327_udf_BS_2019524144952326_TradeAndOtherCurrentReceivables,266459200.0
10234,극동유화,기타채권,entity00105156_udf_BS_2017117105655714_CurrentAssets,9784131000.0
3949,LG생활건강,기타채권,entity00356370_udf_BS_20188816577288_TradeAndOtherCurrentReceivables,34605765000.0
55299,이글루시큐리티,기타채권,entity00364847_udf_BS_2018361741660_CurrentAssets,186719120.0
36355,솔트웍스,기타채권,entity01110076_udf_BS_2018329124018125_CurrentAssets,18785854.0
83142,휴온스,기타채권,entity01159853_udf_BS_20188717190814_CurrentAssets,3361871400.0
3790,LG,기타채권,entity00120021_udf_BS_2017113111726776_CurrentAssets,83727000000.0
29441,빅솔론,기타채권,entity00478900_udf_BS_2017102013563690_NoncurrentAssets,1037719300.0
70797,파라다이스,기타채권,entity00171265_udf_BS_2018326111457561_CurrentAssets,3435331600.0
34312,성우테크론,기타채권,entity00350482_udf_BS_20188983330452_LongTermTradeAndOtherNonCurrentReceivablesGross,1355000000.0
50000,오스템임플란트,기타채권,entity00341916_udf_BS_2019119103332878_CurrentAssets,3198330000.0
19516,동원수산,기타채권,entity00118044_udf_BS_2020325135744181_TradeAndOtherCurrentReceivables,552763140.0
60105,정원엔시스,기타채권,entity00147772_udf_BS_2019311135443824_CurrentAssets,2531978200.0
27148,바른테크놀로지,기타채권,entity00186452_udf_BS_2018810142118997_CurrentAssets,2528586500.0
58206,인터파크홀딩스,기타채권,entity00244561_udf_BS_201881023139254_NoncurrentAssets,12926745000.0
21681,디케이디앤아이,기타채권,entity00143226_udf_BS_2017116101557409_NoncurrentAssets,289927000.0
29088,비아트론,기타채권,entity00610083_udf_BS_201882214511837_NoncurrentAssets,669641540.0
58156,인터파크,기타채권,entity00598587_udf_BS_2017116205725595_NoncurrentAssets,7257434600.0
4513,LS산전,기타채무,entity00105855_udf_BS_201711914949612_CurrentLiabilities,124278750000.0
63683,천보,기타채무,entity00897752_udf_BS_2020325233421981_CurrentLiabilities,3641968600.0
53107,위메이드,기타채무,entity00444329_udf_BS_201711101182494_NoncurrentLiabilities,
83219,휴온스글로벌,기타채무,entity00228059_udf_BS_201831212131948_NoncurrentLiabilities,
53892,유니테스트,기타채무,entity00540447_udf_BS_20171171233574_CurrentLiabilities,1853339400.0
38655,실리콘웍스,기타채무,entity00525934_udf_BS_2018322173424673_CurrentLiabilities,20522789000.0
72321,포스코,기타채무,entity00155319_udf_BS_2018813112312716_CurrentLiabilities,1879507600000.0
77351,한섬,기타채무,entity00188089_udf_BS_201711922426178_CurrentLiabilities,109229420000.0
53199,위지윅스튜디오,기타채무,entity01276327_udf_BS_2019813183651747_LongTermTradeAndOtherNonCurrentPayables,187518220.0
9668,광전자,기타채무,entity00152729_udf_BS_2017122792614246_CurrentLiabilities,6925442000.0
29142,비에이치,기타채무,entity00447609_udf_BS_2017113155022975_CurrentLiabilities,9529257000.0
8271,강원,기타채무,entity00100601_udf_BS_2019114141528457_CurrentLiabilities,1779111700.0
70301,티로보틱스,기타채무,entity00867098_udf_BS_2019314164647812_NoncurrentLiabilities,1392062300.0
76042,한국주철관공업,기타채무,entity00159573_udf_BS_20171110151344577_CurrentLiabilities,3981804000.0
36374,솔트웍스,기타채무,entity01110076_udf_BS_2018329125529741_CurrentLiabilities,430056420.0
4565,LS전선아시아,기타채무,entity01093007_udf_BS_20171031144536311_CurrentLiabilities,7307725000.0
65115,케이엔제이,기타채무,entity00769158_udf_BS_2020330182610175_CurrentLiabilities,2621596700.0
10214,그린플러스,기타채무,entity00602279_udf_BS_20191114172550768_NoncurrentLiabilities,94800000.0
31621,삼천리,기타채무,entity00128555_udf_BS_201851017355867_CurrentLiabilities,38355110000.0
72330,포스코,기타채무,entity00155319_udf_BS_2018813113212257_NoncurrentLiabilities,585129100000.0
51444,우성사료,기타채무,entity00142661_udf_BS_2019103110810467_CurrentLiabilities,29133558000.0
76797,한라,기타채무,entity00161116_udf_BS_2018810164253830_TradeAndOtherCurrentPayables,65169440000.0
1362,EG,기타채무,entity00261054_udf_BS_2018226132521161_CurrentLiabilities,3367379200.0
20107,두산솔루스,기타채무,entity01412822_udf_BS_2020351643264_CurrentLiabilities,50187560000.0
27173,바른테크놀로지,기타채무,entity00186452_udf_BS_2018810144615123_NoncurrentLiabilities,13300000.0
54079,유비벨록스,기타채무,entity00592653_udf_BS_2020324162721588_CurrentLiabilities,8276583000.0
31205,삼영화학공업,기타채무,entity00127255_udf_BS_2018327114229109_CurrentLiabilities,3806860500.0
20001,두산,기타채무,entity00117212_udf_BS_201711912531690_CurrentLiabilities,1560250800000.0
39256,쎌마테라퓨틱스,기타채무,entity00108065_udf_BS_2018813124142372_CurrentLiabilities,2888620300.0
83158,휴온스,기타채무,entity01159853_udf_BS_201711311108246_CurrentLiabilities,9695755000.0
76505,한국테크놀로지그룹,기타채무,entity00160047_udf_BS_2017111317142223_CurrentLiabilities,39522060000.0
3970,LG생활건강,기타채무,entity00356370_udf_BS_201888163237170_TradeAndOtherCurrentPayables,352651050000.0
43351,에스넷,기타채무,entity00264635_udf_BS_201985173731214_CurrentLiabilities,10293030000.0
13467,농심,기타채무,entity00108241_udf_BS_201711814482255_NoncurrentLiabilities,212694000.0
49742,오리콤,기타채무,entity00141671_udf_BS_201711915731902_CurrentLiabilities,77945954000.0
50021,오스템임플란트,기타채무,entity00341916_udf_BS_2019119105623386_CurrentLiabilities,42129280000.0
13458,농심,기타채무,entity00108241_udf_BS_20171181443629_CurrentLiabilities,176914940000.0
1417,EMW,기타채무,entity00479705_udf_BS_2019325144855523_CurrentLiabilities,2606974200.0
19299,동양피엔에프,기타채무,entity00602136_udf_BS_2019111391037797_CurrentLiabilities,5735604000.0
74139,하나투어,기타채무,entity00269940_udf_BS_202022115846269_CurrentLiabilities,40764797000.0
19536,동원수산,기타채무,entity00118044_udf_BS_20203251430889_TradeAndOtherCurrentPayables,3353766100.0
59246,일진다이아,기타채무,entity00508274_udf_BS_20171181710204_CurrentLiabilities,11966760000.0
27167,바른테크놀로지,기타채무,entity00186452_udf_BS_2018810144353100_CurrentLiabilities,1274459300.0
58169,인터파크,기타채무,entity00598587_udf_BS_201711621026138_CurrentLiabilities,59310870000.0
55316,이글루시큐리티,기타채무,entity00364847_udf_BS_2017112103738588_CurrentLiabilities,2438034000.0
70293,티로보틱스,기타채무,entity00867098_udf_BS_2019314164230444_CurrentLiabilities,2531555800.0
56406,이스트아시아홀딩스,기타채무,entity00799070_udf_BS_20195716421637_CurrentLiabilities,31273896.0
71925,펄어비스,기타채무,entity01152470_udf_BS_20193211709194_NoncurrentLiabilities,3250149600.0
71917,펄어비스,기타채무,entity01152470_udf_BS_2018102918818433_CurrentLiabilities,38730772000.0
82963,휴메딕스,기타채무,entity00614478_udf_BS_20171030153347984_CurrentLiabilities,4627629000.0
57150,이지웰페어,기타채무,entity00656951_udf_BS_201951118444374_CurrentLiabilities,19973462000.0
83208,휴온스글로벌,기타채무,entity00228059_udf_BS_201711116221875_CurrentLiabilities,12806914000.0
53902,유니테스트,기타채무,entity00540447_udf_BS_2017117123441536_NoncurrentLiabilities,208466770.0
3777,LF,기타채무,entity00593032_udf_BS_201711617447470_CurrentLiabilities,106351150000.0
57952,인탑스,기타채무,entity00226866_udf_BS_20171030215812305_CurrentLiabilities,22263652000.0
28445,본느,기타채무,entity01098792_udf_BS_2019822163412245_CurrentLiabilities,1333668900.0
79936,헝셩그룹,기타채무,entity01160512_udf_BS_2019420211020860_CurrentLiabilities,38594450.0
33980,선창산업,기타채무,entity00132211_udf_BS_2018324104035345_CurrentLiabilities,12440255000.0
58234,인터파크홀딩스,기타채무비유동,entity00244561_udf_BS_20188149854765_NoncurrentLiabilities,543055170.0
78549,한일홀딩스,기타채무비유동,entity00162993_udf_BS_2017119153518413_NoncurrentLiabilities,586434600.0
58220,인터파크홀딩스,기타채무유동,entity00244561_udf_BS_20171110181036401_CurrentLiabilities,67420434000.0
78541,한일홀딩스,기타채무유동,entity00162993_udf_BS_20171191531366_CurrentLiabilities,95684250000.0
15625,대양전기공업,기타충당부채,entity00111193_udf_BS_2020329131641587_NoncurrentLiabilities,0.0
52135,웅진씽크빅,기타충당부채,entity00628189_udf_BS_2020325185815558_CurrentProvisions,16366056000.0
36470,쇼박스,기타충당부채,entity00303794_udf_BS_2020317172739778_CurrentLiabilities,
36477,쇼박스,기타충당부채,entity00303794_udf_BS_202031717290165_NoncurrentLiabilities,
46944,엔씨소프트,기타충당부채,entity00261443_udf_BS_20171110133048692_NoncurrentLiabilities,2563864800.0
9160,계양전기,기타충당부채,entity00102618_udf_BS_2018810213841402_CurrentLiabilities,634628540.0
46934,엔씨소프트,기타충당부채,entity00261443_udf_BS_2017111011221931_CurrentLiabilities,1618000.0
54724,유진기업,기타충당부채,entity00184667_udf_BS_2018328155349155_udf_BS_2018319151329439_LiabilitiesAbstract,1074267900.0
54995,유한양행,기타충당부채,entity00145109_udf_BS_2017119141148694_NoncurrentLiabilities,12218029000.0
9248,고려신용정보,기타충당부채,entity00336297_udf_BS_20203181133183_NoncurrentLiabilities,372426200.0
76747,한독,기타충당부채,entity00161046_udf_BS_201711916493735_CurrentLiabilities,8217522000.0
38831,쌍방울,기타충당부채,entity00681142_udf_BS_201711139293204_CurrentLiabilities,244074460.0
53109,위메이드,기타충당부채,entity00444329_udf_BS_2018810153424290_NoncurrentLiabilities,213615040.0
61674,조광ILI,기타충당부채,entity00291860_udf_BS_2020328175651860_CurrentLiabilities,3731691800.0
9166,계양전기,기타충당부채,entity00102618_udf_BS_201881021512833_NoncurrentLiabilities,199857570.0
79042,한창,기타충당부채,entity00163716_udf_BS_201932515283914_CurrentLiabilities,725600060.0
2521,JW생명과학,기타충당부채,entity00225706_udf_BS_2019331143842538_CurrentLiabilities,
76555,한국프랜지공업,기타충당부채,entity00160418_udf_BS_2019118151440173_NoncurrentLiabilities,2269584400.0
44986,에스폴리텍,기타충당부채,entity00340272_udf_BS_2017117145732670_CurrentLiabilities,69207990.0
20806,디아이티,기타충당부채,entity00576798_udf_BS_2018118235836172_CurrentLiabilities,790267970.0
2181,HDC현대EP,기타충당부채,entity00357935_udf_BS_2017111392449817_CurrentLiabilities,544069000.0
79792,핸디소프트,기타충당부채,entity00793155_udf_BS_201981215340664_CurrentLiabilities,0.0
8360,강원랜드,기타투자자,entity00255619_udf_BS_2020319212552997_OtherNonCurrentAssets,
30258,삼성SDI,기타투자자산,entity00126362_udf_BS_20187268331818_NoncurrentAssets,1268769500000.0
30248,삼성SDI,기타투자자산,entity00126362_udf_BS_201872675842197_CurrentAssets,147307940000.0
62096,종근당홀딩스,기타투자자산,entity00149354_udf_BS_201988101211159_NoncurrentAssets,28800000.0
43777,에스에이티,기타투자자산,entity00379229_udf_BS_201931895557489_OtherNonCurrentAssets,500000000.0
73006,풍산,기타투자자산,entity00684714_udf_BS_20171024205715678_udf_BS_20171024205620700_NoncurrentAssets,10634700.0
35157,세원셀론텍,기타투자자산,entity00585219_udf_BS_2019212155725629_NoncurrentAssets,27500000.0
49088,예스코홀딩스,기타투자자산,entity00105101_udf_BS_20188714839426_NoncurrentAssets,3685032000.0
51191,우리산업,기타투자자산,entity01077577_udf_BS_2018312151323954_NoncurrentAssets,1820467.0
45127,에쓰씨엔지니어링,기타투자자산,entity00121969_udf_BS_2019121893224533_NoncurrentAssets,27500000.0
8042,가온전선,기타투자자산,entity00104768_udf_BS_202032017122669_NoncurrentAssets,1871769.0
15884,대웅제약,기타투자자산,entity00427483_udf_BS_202031692859923_NoncurrentAssets,
66041,코디,기타투자자산,entity00308559_udf_BS_2017116172518848_NoncurrentAssets,
43778,에스에이티,기타투자자산손상차손누계액,entity00379229_udf_BS_201931895644774_OtherNonCurrentAssets,500000000.0
81765,홈센타홀딩스,기타포괄-공정가치금융자산,entity00288495_udf_BS_2018813152534689_NoncurrentAssets,2823356000.0
55530,이노테라피,기타포괄-공정가치금융자산,entity01110182_udf_BS_2020319143042364_NoncurrentAssets,319440830.0
68050,큐브엔터,기타포괄-공정가치금융자산,entity00985686_udf_BS_2019321145332455_CurrentAssets,2950473000.0
15368,대성에너지,기타포괄-공정가치금융자산평가손실,entity00787376_udf_BS_201881111302446_OtherComprehensiveIncomeLossAccumulatedAmount,-652955800.0
39244,쎌마테라퓨틱스,기타포괄-공정가치측정금융자산,entity00108065_udf_BS_201881312275792_NoncurrentAssets,226149360.0
76122,한국카본,기타포괄-공정가치측정금융자산평가손익,entity00159795_udf_BS_2020327174342807_OtherComprehensiveIncomeLossAccumulatedAmount,-3390083800.0
58043,인터엠,기타포괄공정가치측정금융자산,entity00145914_udf_BS_2019122614430365_OtherNoncurrentFinancialAssets,798100500.0
36504,수산중공업,기타포괄공정가치측정금융자산,entity00135111_udf_BS_201981314373_NoncurrentAssets,27558278.0
77337,한섬,기타포괄손익-공정가치금융자산,entity00188089_udf_BS_2018514102527335_NoncurrentAssets,45917192000.0
65951,코데즈컴바인,기타포괄손익-공정가치금융자산,entity00329093_udf_BS_201932810154318_NoncurrentAssets,125798490.0
1723,GST,기타포괄손익-공정가치금융자산,entity00540863_udf_BS_2019322204023842_NoncurrentAssets,45085220.0
12318,네오티스,기타포괄손익-공정가치금융자산,entity00447928_udf_BS_201888165249105_NoncurrentAssets,3091730000.0
29610,사조대림,기타포괄손익-공정가치금융자산,entity00109718_udf_BS_2018813104758312_NoncurrentAssets,16900967000.0
79721,해태제과식품,기타포괄손익-공정가치금융자산,entity00428321_udf_BS_2018513203929468_NoncurrentAssets,1845880000.0
