회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,항목코드,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,단기금융상품,매출채권 및 기타유동채권,매출채권,대손충당금,단기금융리스채권,대손충당금,단기이연대출부대수익,대손충당금,단기미수금,대손충당금,공사미수금,대손충당금,분양미수금,대손충당금,대행미수금,대손충당금,단기미수수익,대손충당금,단기보증금자산,대손충당금,단기선급금,대손충당금,부가가치세대급금,단기선급비용,대손충당금,단기선급공사원가,대손충당금,단기임차보증금,대손충당금,단기공사유보금,유동회생채권,단기미청구공사,대손충당금,유동계약자산,단기대여금,대손충당금,당기법인세자산,재고자산,원재료,평가충당금,시험재료,평가충당금,상품,평가충당금,소모품,평가충당금,재공품,평가충당금,제품,평가충당금,반제품,평가충당금,저장품,평가충당금,미착품,평가충당금,부산물,평가충당금,완성주택,평가충당금,용지,평가충당금,기타재고,평가충당금,기타유동금융자산,유동매도가능금융자산,유동 기타포괄손익-공정가치 측정 금융자산,유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,유동만기보유금융자산,유동 상각후원가 측정 금융자산,유동단기매매금융자산,유동 당기손익-공정가치 의무 측정 금융자산,유동당기손익인식지정금융자산,유동 당기손익-공정가치 측정 지정 금융자산,유동파생상품자산,유동확정계약자산,유동생물자산,정부보조금,감가상각누계액,손상차손누계액,기타유동자산,유동배출권,정부보조금,손상차손누계액,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,장기금융상품,장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금,장기금융리스채권,현재가치할인차금,대손충당금,장기이연대출부대손익,현재가치할인차금,대손충당금,장기미수금,현재가치할인차금,대손충당금,장기공사미수금,현재가치할인차금,대손충당금,장기분양미수금,현재가치할인차금,대손충당금,장기대행미수금,현재가치할인차금,대손충당금,장기미수수익,현재가치할인차금,대손충당금,장기보증금자산,현재가치할인차금,대손충당금,장기선급금,현재가치할인차금,대손충당금,장기선급비용,현재가치할인차금,대손충당금,장기대여금,현재가치할인차금,대손충당금,장기임차보증금,현재가치할인차금,대손충당금,장기미청구공사,현재가치할인차금,대손충당금,비유동계약자산,장기공사유보금,현재가치할인차금,대손충당금,비유동회생채권,유형자산,토지,정부보조금,손상차손누계액,건물,정부보조금,감가상각누계액,손상차손누계액,건물부대설비,정부보조금,감가상각누계액,손상차손누계액,시설물,정부보조금,감가상각누계액,손상차손누계액,구축물,정부보조금,감가상각누계액,손상차손누계액,기계장치,정부보조금,감가상각누계액,손상차손누계액,차량운반구,정부보조금,감가상각누계액,손상차손누계액,공급설비,정부보조금,감가상각누계액,손상차손누계액,전산장비/전산설비,정부보조금,감가상각누계액,손상차손누계액,공구와기구,정부보조금,감가상각누계액,손상차손누계액,금융리스자산,정부보조금,감가상각누계액,손상차손누계액,사용권자산,임차구축물,정부보조금,감가상각누계액,손상차손누계액,집기,정부보조금,감가상각누계액,손상차손누계액,사무용비품,정부보조금,감가상각누계액,손상차손누계액,유형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,건설중인자산,정부보조금,손상차손누계액,렌탈자산,정부보조금,감가상각누계액,손상차손누계액,선박,정부보조금,감가상각누계액,손상차손누계액,기타유형자산,정부보조금,감가상각누계액,손상차손누계액,투자부동산,정부보조금,감가상각누계액,손상차손누계액,영업권,손상차손누계액,영업권 이외의 무형자산,브랜드명,정부보조금,감가상각누계액,손상차손누계액,무형탐사평가자산,정부보조금,감가상각누계액,손상차손누계액,제호와 출판표제,정부보조금,감가상각누계액,손상차손누계액,컴퓨터소프트웨어,정부보조금,감가상각누계액,손상차손누계액,라이선스와 프랜차이즈,정부보조금,감가상각누계액,손상차손누계액,"저작권, 특허권, 기타 산업재산권, 용역운영권",정부보조금,감가상각누계액,손상차손누계액,"조리법, 공식, 모형, 설계 및 시제품",정부보조금,감가상각누계액,손상차손누계액,실용신안권,정부보조금,감가상각누계액,손상차손누계액,전신전화가입권,정부보조금,감가상각누계액,손상차손누계액,완성프로그램,정부보조금,감가상각누계액,손상차손누계액,미완성프로그램,정부보조금,감가상각누계액,손상차손누계액,사용수익기부자산,정부보조금,감가상각누계액,손상차손누계액,전산자동화개발,정부보조금,감가상각누계액,손상차손누계액,차지권,정부보조금,감가상각누계액,손상차손누계액,채굴권,정부보조금,감가상각누계액,손상차손누계액,토지사용권,정부보조금,감가상각누계액,손상차손누계액,개발 중인 무형자산,정부보조금,손상차손누계액,비유동배출권,정부보조금,손상차손누계액,기타무형자산,정부보조금,감가상각누계액,손상차손누계액,기타비유동금융자산,비유동매도가능금융자산,비유동 기타포괄손익-공정가치 측정 금융자산,비유동 기타포괄손익-공정가치 측정 지정 지분상품 투자,비유동만기보유금융자산,비유동 상각후원가 측정 금융자산,비유동당기손익인식금융자산,비유동 당기손익-공정가치 측정 지정 금융자산,비유동 당기손익-공정가치 의무 측정 금융자산,비유동확정계약자산,비유동파생상품자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",종속기업에 대한 투자자산,조인트벤처에 대한 투자자산,관계기업에 대한 투자자산,지분법적용 투자지분,비유동생물자산,정부보조금,감가상각누계액,손상차손누계액,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,단기임대보증금,단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,투자선수금,단기이연수익,단기선수수익,단기선수임대료,단기차입금,유동성장기차입금,유동성장기미지급금,유동성사채,유동성전환사채,유동성신주인수권부사채,유동성전환상환우선주부채,유동성교환사채,유동성금융리스부채,유동리스부채,유동회생채무,미지급법인세,당기법인세부채,기타유동금융부채,유동단기매매금융부채,유동 단기매매정의 충족 금융부채,유동당기손익인식지정금융부채,유동 당기손익-공정가치 측정 지정 금융부채,유동 상각후원가 측정 금융부채,유동금융보증부채,유동파생상품부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,현재가치할인차금,장기초과청구공사,비유동계약부채,장기미지급금,현재가치할인차금,장기미지급비용,현재가치할인차금,장기임대보증금,현재가치할인차금,장기기타보증금,현재가치할인차금,장기예수금,현재가치할인차금,장기예수보증금,현재가치할인차금,장기선수금,현재가치할인차금,장기공사선수금,현재가치할인차금,장기이연수익,현재가치할인차금,장기선수수익,장기선수임대료,현재가치할인차금,장기차입금,현재가치할인차금,사채,사채상환할증금,사채할인발행차금,사채할증발행차금,전환사채,전환사채상환할증금,전환사채전환권조정,전환사채할인발행차금,전환사채할증발행차금,신주인수권부사채,신주인수권부사채상환할증금,신주인수권부사채할인발행차금,신주인수권부사채할증발행차금,전환상환우선주부채,전환상환우선주부채상환할증금,전환상환우선주부채할인발행차금,전환상환우선주부채할증발행차금,교환사채,교환사채상환할증금,교환사채전환권조정,교환사채할인발행차금,교환사채할증발행차금,비유동금융리스부채,비유동리스부채,비유동회생채무,기타비유동금융부채,비유동당기손익인식금융부채,비유동 단기매매정의 충족 금융부채,비유동 당기손익-공정가치 측정 지정 금융부채,비유동 상각후원가 측정 금융부채,비유동금융보증부채,비유동파생상품부채,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],지배기업의 소유주에게 귀속되는 자본,자본금,보통주자본금,우선주자본금,자본잉여금,주식발행초과금,감자차익,자기주식처분이익,전환권대가,신주인수권대가,교환권대가,기타자본잉여금,기타자본구성요소,신주청약증거금,주식할인발행차금,자기주식,감자차손,자기주식처분손실,주식선택권,미가득주식,출자전환채무,기타자본조정,기타포괄손익누계액,재평가잉여금,확정급여제도의 재측정손익,매도가능금융자산평가이익,매도가능금융자산평가손실,기타포괄손익-공정가치 측정 금융자산 평가이익 적립금,기타포괄손익-공정가치 측정 금융자산 평가손실 적립금,지분상품투자에 대한 위험회피수단 평가이익 적립금,지분상품투자에 대한 위험회피수단 평가손실 적립금,옵션의 시간가치 변동 적립금,선도계약의 선도요소 가치 변동 적립금,외화베이시스스프레드 변동 적립금,지분상품투자 평가이익 적립금,지분상품투자 평가손실 적립금,신용위험 변동에 의한 금융부채 공정가치 변동 적립금,해외사업환산이익,해외사업환산손실,현금흐름위험회피파생상품평가이익,현금흐름위험회피파생상품평가손실,지분법기타포괄손익변동,이익잉여금(결손금),이익준비금,기타법정적립금,임의적립금,미처분이익잉여금(미처리결손금),비지배지분,자본총계,자본과부채총계
[140860],파크시스템스,코스닥시장상장법인,272.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,2019-12-31,사업보고서,,,54237478912.0,11581122560.0,,,,646527872.0,21377366016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16781736960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3850725376.0,,,,,,6272039936.0,19260000.0,862388224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4656900096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25463014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449482560.0,,,,,,,,,,,,,,,,,,,,,,258546144.0,,,60509519872.0,,15031247872.0,13571283968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176835744.0,,,,,,,,,,143299584.0,,,,,,,,,,,,,1095436160.0,,1114974720.0,1114974720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16146222080.0,,44363296768.0,3332527616.0,,,14583699456.0,,,,,,,,354724864.0,,,,,,,,,,-128623968.0,,,,,,,,,,,,,,,,,,,,26220967936.0,,,,,,44363296768.0,60509519872.0
[091700],파트론,코스닥시장상장법인,262.0,전자부품 제조업,12.0,2019-12-31,사업보고서,,,215175020544.0,43191115776.0,,,,,78975180800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73417048064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12546550784.0,,,,,,,,,,92332320.0,,,,,,5183364608.0,,,,,1769425024.0,305632903168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254065033216.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6642440704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10851520512.0,,,,,,19566112768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043007680.0,,6600644608.0,,,,,942076160.0,,,,,,,,,,925556288.0,,,,,4301446656.0,,695060800.0,520807907328.0,,114854240256.0,26963490816.0,,,,,,,,,,,,,,,,,,,,55692431360.0,,,,,,,,,,,13132380160.0,,17105676288.0,,,,,,,178848512.0,,,,,,,,,,,,,,,1034729792.0,,3836120832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860655232.0,,,,,,,,,,,,,,,,,,,,820427136.0,,,,,,,,118690365440.0,,353685667840.0,27078205440.0,27078205440.0,,,4613710848.0,,,,,,,-23766175744.0,,,,,,,,,,-18710628352.0,,,,,,,,,,,,,,,,,,,,364470566912.0,,,,,48431882240.0,402117558272.0,520807907328.0
[194510],파티게임즈,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2019-12-31,사업보고서,,,79436914688.0,23267452928.0,,,,,,3813366272.0,,23444250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581504192.0,132355184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29772638208.0,,,,,,,,,3881821952.0,,,,,,65387388928.0,233036448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9550432256.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42593468416.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793987584.0,,,,,,,,1909818496.0,,,,,,2278423296.0,,,144824303616.0,,79677480960.0,,,,1124296448.0,,,,,,,,,,,,,,,,,5000000000.0,,,,,9784154112.0,11552621568.0,,,959192960.0,,,1611621760.0,,,,,,,,,,,,,,,,,,,,,,,36409303040.0,,15965132800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,127016448.0,,,,,,,,,,,10862408704.0,,,,,,,,,,,,,,531890656.0,,,,,,,,,,,1488497280.0,,,,,,,,,,,,24984860.0,,,,2805729792.0,,,95642615808.0,,44619878400.0,12244174848.0,,,147610599424.0,,,,,,,,-62384508928.0,,,,,,,,,,-42091432.0,,,,,,,,,,,,,,,,,,,,-52808298496.0,,,,,4561811456.0,49181687808.0,144824303616.0
[038160],팍스넷,코스닥시장상장법인,639.0,기타 정보 서비스업,12.0,2019-12-31,사업보고서,,,52112371712.0,2771635456.0,,,,,1796978688.0,1268095616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44503736320.0,,,,,,,,,,,,,,,,1771927040.0,,,,,,26838200320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12934515712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7372189696.0,,,,219311488.0,,1408471552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340899168.0,,,,,,,,,,,,,,,,,,,,,,,,1997539584.0,78950572032.0,,57704869888.0,3609604608.0,,,,,,,,,,,,,,,,,,,,,,,,42451406848.0,,,,,,,,,9807336448.0,,,,,,,,,349927008.0,,,,,,,,,,,,,1486595200.0,,8018296832.0,3447504896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4049580032.0,,,,,,,,166012064.0,,,,,,,,,,,,355200032.0,,,,,,,,65723166720.0,,12987259904.0,5736542208.0,,,,23242297344.0,,,,,,,-3071042816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12920536064.0,,,,,240144048.0,13227403264.0,78950572032.0
[032800],판타지오,코스닥시장상장법인,901.0,창작 및 예술관련 서비스업,12.0,2019-12-31,사업보고서,,,13393210368.0,5345292288.0,,,,250000000.0,4815716864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65054240.0,2649423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,2914497280.0,,,,,,19732281344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4477587456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3646182400.0,,,,8847035392.0,,423130848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199833344.0,0.0,,,,,,,,,,,,,,,138513168.0,,,,,,,,,33125492736.0,,9355079680.0,2997146880.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,473438144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5884494848.0,,1942766080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742766080.0,,,200000000.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,11297846272.0,,23512684544.0,36351971328.0,,,66727862272.0,,,,,,,,-3789018112.0,,,,,,,,,,102985528.0,,,,,,,,,,,,,,,,,,,,-75881111552.0,,,,,-1685039104.0,21827645440.0,33125492736.0
[318010],팜스빌,코스닥시장상장법인,107.0,기타 식품 제조업,12.0,2019-12-31,사업보고서,,,44432429056.0,6691871744.0,,,,19609831424.0,2262295040.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529070.0,2504008704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12840139776.0,,,,,,,,,523750848.0,,,,,,23380891648.0,,471916544.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12682063872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38539900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5063604736.0,,,,,,465747360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292680000.0,,,,,,4051331840.0,,,,,,,,,,,,,,315006176.0,,,67813318656.0,,6358273536.0,3893444864.0,,,,,,,,,,,,,,,,,,,,,923240000.0,,,,,,,,35372588.0,,,1320181248.0,,,,,,,,,,186034608.0,,,,,,,,,,,,,,,5947766272.0,275000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,4416620032.0,,,,,,,,,,,,,,,,,,,,,,,,,4307138.0,,,,,,,,,,,,,,,,,,,,,,1251839232.0,,,,,,,,12306039808.0,,55404158976.0,3964668928.0,,,,,,,,,,,22390763520.0,,,,,,,,,,-317709600.0,,,,,,,,,,,,,,,,,,,,29366435840.0,,,,,103120776.0,55507279872.0,67813318656.0
[036580],팜스코,유가증권시장상장법인,106.0,"곡물가공품, 전분 및 전분제품 제조업",12.0,2019-12-31,사업보고서,,,443249623040.0,67234242560.0,,,,35770998784.0,180718174208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9555713.0,111228805120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1003961024.0,,,,,,,,,,,,38751428608.0,,,,8532445696.0,,,,,,535988207616.0,5300000.0,45776674816.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423584530432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950455808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9891048448.0,,,,5186491904.0,,1018118208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27290198016.0,,,,,,,,,,,,,,,,,,14332454912.0,,,,2936987904.0,,15924461.0,979237797888.0,,632098914304.0,97167728640.0,,,,,,,,,,,,,,,,,,,,488723972096.0,,,,,,,,,1350405888.0,,,765824704.0,3503464448.0,,,,,,,,,,,,,,,,,,,,,,40587497472.0,,47167991808.0,1028762560.0,,,,,,,,,,,,,,,,,,,,,,,,,,27927379968.0,,,,,,,,,,,,,,,,,,,,,,,,,1155521408.0,,319272960.0,,,,,,,,14535376.0,,,,,,,,,,,,10792764416.0,,,,,5065768960.0,863989184.0,,679266877440.0,,292990058496.0,18363971584.0,,,101047328768.0,,,,,,,,-32732368896.0,,,,,,,,,,-8967600128.0,,,,,,,,,,,,,,,,,,,,215278714880.0,1873949184.0,,706022272.0,212698742784.0,6980861440.0,299970920448.0,979237797888.0
[027710],팜스토리,코스닥시장상장법인,108.0,동물용 사료 및 조제식품 제조업,12.0,2019-12-31,사업보고서,,,417206697984.0,36074496000.0,,,,,182310682624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2552954.0,123988639744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,44415250432.0,,,,,,,,,6903338.0,,,27743422464.0,,,,2629610496.0,,,,,35128840.0,224097107968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150816784384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519112192.0,,,,45383196672.0,10837258240.0,,,,,,,,,,,,,,,8933023744.0,,3059197184.0,,,,3548546048.0,,,641303773184.0,,427742986240.0,73585254400.0,,,,,,,,,,,,,,,,,,,,304052666368.0,3103000064.0,,20000000000.0,,,,,,,,,7325249024.0,4555362816.0,,,,,,,390518048.0,,,,,,,,,,,,,,195373.0,14730736640.0,,44697509888.0,37184304.0,,,,,,,,,,,,,,,,,,,,,,,,,,7824999936.0,,19962845184.0,,,,,,,,,,,,,,,,,,,,,,,,,2165899264.0,,,,,,93604104.0,,,,,,,,,,,,,,8927934464.0,,,,,4132700928.0,1552341888.0,,472440471552.0,,162012413952.0,57508630528.0,,,15398003712.0,,,,,,,,16818578432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72287199232.0,,,,,6850903552.0,168863318016.0,641303773184.0
[068050],팬엔터테인먼트,코스닥시장상장법인,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,2019-12-31,사업보고서,,,19968176128.0,1449165696.0,,,,0.0,15117181952.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2720732.0,1625227264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1773880832.0,,,,,,57536188416.0,2500000.0,664985920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40201719808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185893312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,963922880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,71482376.0,,,,,,,,,,,,,,162962288.0,,,,,,,,15282721792.0,77504364544.0,,19195596800.0,,789917184.0,,,,,,0.0,,,,,,,,,,,,,17066999808.0,,,,,,,,,97446880.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,1241233152.0,,10511300608.0,,,,,,,,,,1467612800.0,,,,,,,,,,,,,,,,,6600000000.0,,,,,,,,,,,,,,,,,,,,,,,,,75550992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2368136704.0,,,29706897408.0,,47797465088.0,6871498752.0,,,30197958656.0,,,,,,,,376171648.0,,,,,,,,,,8035241472.0,,,,,,,,,,,,,,,,,,,,2316593408.0,,,,,0.0,47797465088.0,77504364544.0
[028670],팬오션,유가증권시장상장법인,501.0,해상 운송업,12.0,2019-12-31,사업보고서,,,679530987520.0,255314001920.0,,,,,25590999040.0,131424002048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65322000384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,28725999616.0,,,,,,,,,,487000000.0,64470999040.0,,,,,108196003840.0,,,,,,3774646059008.0,,11943000064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3736999034880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7789000192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11603000320.0,,,,,,,,,,,,,2336999936.0,,,,,,,,,,,3975000064.0,4454176784384.0,,709107974144.0,53555998720.0,120186003456.0,,,,,,,,,,,,,,,,,,,,429554991104.0,,,,,,,,14860999680.0,,,,,,,,,,,71000000.0,71862001664.0,3671000064.0,,,,,,,,,,,,,15345999872.0,,845538000896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,792023007232.0,,,,,,,,,,,,,,,,,,,,,,,,,24608999424.0,,,,,,,,22000000.0,,26210000896.0,,,,,,,,,,,,2673999872.0,,,,,,,,1554646040576.0,,2886423019520.0,534568992768.0,,,717132005376.0,,,,,,,,1398747955200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235974000640.0,,,,,13107999744.0,2899531005952.0,4454176784384.0
[263750],펄어비스,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2019-12-31,사업보고서,,,450128969728.0,176366338048.0,,,,184595595264.0,68923760640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,6122381312.0,,,,,3895837696.0,,,,,,,,,10225059840.0,,,,,,417262043136.0,827320000.0,17247143936.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78120878080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832112320.0,,,,,,17591074816.0,,1187551488.0,867391045632.0,,123273084928.0,,,,,,,,,,,,,,,,,,,,,0.0,30000001024.0,,,,,,,,,,11029715968.0,,,,,,,,,,,,,,,,,,,,,,,,39575408640.0,,155101249536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,87890001920.0,,,,,,,,,,,,,,,,,,,,,,,,,28325244928.0,,,,,0.0,,,,,591784320.0,,,,,,,,,,,,,,,,,23567405056.0,11476666368.0,,278374350848.0,,589016662016.0,6511499776.0,,,200033533952.0,,,,,,,,-11728739328.0,,,,,,,,,,4969096704.0,,,,,,,,,,,,,,,,,,,,389231280128.0,,,,,0.0,589016662016.0,867391045632.0
