회사명,자산 [abstract],   유동자산,      현금및현금성자산,      단기금융상품,      매출채권 및 기타유동채권,      미청구공사,      재고자산,      기타유동자산,      당기법인세자산,   비유동자산,      장기매출채권 및 기타비유동채권,      장기금융상품,      매도가능금융자산,"      종속기업, 조인트벤처와 관계기업에 대한 투자자산",      유형자산,      투자부동산,      영업권 이외의 무형자산,      이연법인세자산,   자산총계,부채  [abstract],   유동부채,      매입채무 및 기타유동채무,      단기차입금,      초과청구공사,      유동성장기차입금,      금융리스부채,      전환사채,      신주인수권부사채,      기타유동부채,      유동충당부채,      당기법인세부채,   비유동부채,      기타비유동금융부채,      장기차입금,      금융리스부채,      전환사채,   부채총계,자본 [abstract],   납입자본,      자본금,   기타불입자본,   이익잉여금(결손금),   기타자본구성요소,   자본총계,자본과부채총계
3S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14907177984.0,6952652800.0,411483712.0,5177589760.0,494172672.0,1658159872.0,205768384.0,7350585.0,51526983680.0,444387136.0,2321432576.0,2562485760.0,428606624.0,41115037696.0,2495217152.0,2159817216.0,,66434158592.0,,21461288960.0,2720308480.0,9610000384.0,266246528.0,2645030144.0,259404016.0,5760229888.0,,125432144.0,74638248.0,,7303332352.0,8170970.0,4364780032.0,208673088.0,2721708288.0,28764620800.0,,20446134272.0,20446134272.0,36607778816.0,-18962087936.0,-422286272.0,37669539840.0,66434158592.0
