종목코드,회사명,업종,업종명,결산기준일,보고서종류,자산총계,유동자산,비유동자산,부채총계,유동부채,비유동부채,자본총계,이익잉여금(결손금),자본총계per자산총계,부채총계per자산총계,cluster
[131180],딜리,263.0,컴퓨터 및 주변장치 제조업,2019-06-30,반기보고서,63004422144.0,40368910336.0,22635509760.0,4493086208.0,4290344960.0,202741104.0,58511335424.0,45462691840.0,0.9286861688893708,0.07131382298421544,7
[131180],딜리,263.0,컴퓨터 및 주변장치 제조업,2019-09-30,3분기보고서,62537965568.0,39392276480.0,23145687040.0,4155473664.0,3922611968.0,232861760.0,58382491648.0,45659738112.0,0.9335527805828352,0.06644721532365151,7
[131180],딜리,263.0,컴퓨터 및 주변장치 제조업,2019-12-31,사업보고서,63808110592.0,34154520576.0,29653592064.0,6210662912.0,4681840128.0,1528822400.0,57597448192.0,44879069184.0,0.9026665678958582,0.09733344012820004,7
[131180],딜리,263.0,컴퓨터 및 주변장치 제조업,2020-03-31,1분기보고서,66975440896.0,35267362816.0,31708078080.0,9235661824.0,6518098944.0,2717562880.0,57739780096.0,45548281856.0,0.8621037700320449,0.13789624525714148,7
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2017-12-31,사업보고서,20335910912.0,13801802752.0,6534108672.0,4366220288.0,3544886784.0,821333312.0,15969691648.0,6291826688.0,0.7852951223628964,0.21470492799137614,2
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2018-12-31,사업보고서,27408822272.0,20450330624.0,6958492160.0,7130220544.0,6505220608.0,625000000.0,20278601728.0,10000685056.0,0.7398567339653987,0.26014326603460125,2
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2019-03-31,1분기보고서,26411055104.0,16952733696.0,9458320384.0,6852754944.0,4645624320.0,2207130368.0,19558299648.0,9221232640.0,0.7405345818629511,0.2594653987512274,2
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2019-06-30,반기보고서,25578582016.0,14522354688.0,11056228352.0,6607324160.0,4128293376.0,2479030528.0,18971258880.0,8695803904.0,0.7416853236091444,0.2583147164243493,2
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2019-09-30,3분기보고서,42737930240.0,32208988160.0,10528943104.0,24590282752.0,8355719168.0,16234563584.0,18147647488.0,8068249600.0,0.4246262602351049,0.575373739764895,0
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2019-12-31,사업보고서,51118780416.0,38879268864.0,12239514624.0,28262156288.0,11887982592.0,16374173696.0,22856626176.0,12200786944.0,0.4471277677204904,0.5528722723430632,5
[042510],라온시큐어,582.0,소프트웨어 개발 및 공급업,2020-03-31,1분기보고서,46136254464.0,29230571520.0,16905682944.0,24727058432.0,7669052928.0,17058004992.0,21409196032.0,10459105280.0,0.4640427854564037,0.5359572145435962,5
[300120],라온피플,582.0,소프트웨어 개발 및 공급업,2020-03-31,1분기보고서,65348956160.0,62552821760.0,2796133376.0,5021037568.0,4839370240.0,181667120.0,60327919616.0,20805988352.0,0.9231657728134705,0.07683424285625193,7
[036170],라이브파이낸셜,261.0,반도체 제조업,2017-12-31,사업보고서,95146778624.0,69502574592.0,25644206080.0,26218407936.0,25174110208.0,1044297600.0,68928372736.0,-8283480576.0,0.7244425269339952,0.2755574945906432,2
[036170],라이브파이낸셜,261.0,반도체 제조업,2018-12-31,사업보고서,111447883776.0,84946853888.0,26501029888.0,35670216704.0,34355253248.0,1314962048.0,75777671168.0,-10720508928.0,0.6799381791789438,0.3200618575736607,1
[036170],라이브파이낸셜,261.0,반도체 제조업,2019-12-31,사업보고서,102245081088.0,54285479936.0,47959601152.0,13931581440.0,10700933120.0,3230648064.0,88313503744.0,-24701855744.0,0.8637432999636491,0.13625674009695787,7
[036170],라이브파이낸셜,261.0,반도체 제조업,2020-03-31,1분기보고서,100960100352.0,53969752064.0,46990352384.0,14083981312.0,10948765696.0,3135215616.0,86876119040.0,-25912274944.0,0.8604995313703548,0.13950046862964513,7
[050120],라이브플렉스,464.0,생활용품 도매업,2017-12-31,사업보고서,105892134912.0,51038158848.0,54853971968.0,33075251200.0,3702477568.0,29372774400.0,72816877568.0,24897261568.0,0.6876514259393611,0.31234851603933256,1
[050120],라이브플렉스,464.0,생활용품 도매업,2018-12-31,사업보고서,112430899200.0,45061627904.0,67369271296.0,41682288640.0,37613191168.0,4069099008.0,70748610560.0,21719605248.0,0.6292630501348868,0.3707369498651133,1
[050120],라이브플렉스,464.0,생활용품 도매업,2019-03-31,1분기보고서,110758510592.0,41246101504.0,69512413184.0,40407744512.0,36406329344.0,4001417472.0,70350766080.0,20677824512.0,0.6351725542712505,0.3648274457287494,1
[050120],라이브플렉스,464.0,생활용품 도매업,2019-06-30,반기보고서,111882387456.0,41485393920.0,70396993536.0,39043940352.0,35363278848.0,3680662528.0,72838447104.0,21163599872.0,0.6510269289046516,0.3489730710953484,1
[050120],라이브플렉스,464.0,생활용품 도매업,2019-09-30,3분기보고서,335576465408.0,227113451520.0,108463022080.0,259260006400.0,231485865984.0,27774132224.0,76316467200.0,17411362816.0,0.22741900897970616,0.7725810154320177,4
[050120],라이브플렉스,464.0,생활용품 도매업,2019-12-31,사업보고서,463958671360.0,359030685696.0,104927985664.0,389920161792.0,230135447552.0,159784714240.0,74038509568.0,6015932416.0,0.1595799672220184,0.8404200327779816,4
[050120],라이브플렉스,464.0,생활용품 도매업,2020-03-31,1분기보고서,515601301504.0,371845955584.0,143755362304.0,443898691584.0,272721281024.0,171177410560.0,71702618112.0,4138882304.0,0.13906601457918108,0.8609340013090643,4
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2017-12-31,사업보고서,75473002496.0,49489764352.0,25983238144.0,34423783424.0,31668590592.0,2755194880.0,41049219072.0,19967735808.0,0.5438927525663971,0.4561072474336029,5
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2018-12-31,사업보고서,89406324736.0,54504153088.0,34902175744.0,53463957504.0,49569689600.0,3894268416.0,35942371328.0,-20856963072.0,0.4020115068383701,0.5979885389749436,0
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2019-03-31,1분기보고서,117765578752.0,69595308032.0,48170266624.0,57449635840.0,54027116544.0,3422519040.0,60315938816.0,7551548928.0,0.5121695104391925,0.4878304547798466,5
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2019-06-30,반기보고서,117136162816.0,75875844096.0,41260314624.0,43709206528.0,41084940288.0,2624267264.0,73426952192.0,20467474432.0,0.6268512680182348,0.3731486970139133,1
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2019-09-30,3분기보고서,115364454400.0,74230104064.0,41134346240.0,38275162112.0,37482156032.0,793006080.0,77089292288.0,24129609728.0,0.6682239576213868,0.3317760423786133,1
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2019-12-31,사업보고서,79429656576.0,56091680768.0,23337977856.0,41745608704.0,41213304832.0,532304416.0,37684047872.0,-18093938688.0,0.4744329699567956,0.5255670300432044,5
[069540],라이트론,264.0,통신 및 방송 장비 제조업,2020-03-31,1분기보고서,67623620608.0,46230810624.0,21392809984.0,19066904576.0,18582677504.0,484227456.0,48556716032.0,-26412040192.0,0.718043718976142,0.28195628102385795,2
[214260],라파스,204.0,기타 화학제품 제조업,2017-12-31,사업보고서,34814083072.0,15435203584.0,19378880512.0,10669201408.0,2597860608.0,8071341056.0,24144881664.0,-451274112.0,0.6935377736091822,0.30646222639081777,1
[214260],라파스,204.0,기타 화학제품 제조업,2018-12-31,사업보고서,34513555456.0,14274041856.0,20239511552.0,14345065472.0,5104980992.0,9240084480.0,20168486912.0,-4211889920.0,0.5843642199573448,0.4156356910341495,1
[214260],라파스,204.0,기타 화학제품 제조업,2019-09-30,3분기보고서,46917627904.0,18694113280.0,28223514624.0,23064436736.0,10375784448.0,12688652288.0,23853191168.0,-2557878016.0,0.5084057364708836,0.4915942635291164,5
[214260],라파스,204.0,기타 화학제품 제조업,2019-12-31,사업보고서,62884818944.0,29034749952.0,33850066944.0,14954180608.0,3998495744.0,10955684864.0,47930638336.0,-4086664448.0,0.762197286099894,0.23780271390010604,2
[214260],라파스,204.0,기타 화학제품 제조업,2020-03-31,1분기보고서,63855775744.0,29656975360.0,34198798336.0,15031050240.0,4276568064.0,10754482176.0,48824721408.0,-3260523264.0,0.7646093221659382,0.23539061368951175,2
[115390],락앤락,222.0,플라스틱제품 제조업,2017-12-31,사업보고서,724665237504.0,357138333696.0,367526903808.0,85766569984.0,65405296640.0,20361273344.0,638898667520.0,372133724160.0,0.881646634134942,0.11835336586505793,7
[115390],락앤락,222.0,플라스틱제품 제조업,2018-12-31,사업보고서,739351265280.0,377687703552.0,361663561728.0,78806851584.0,61573713920.0,17233133568.0,660544421888.0,376136433664.0,0.8934108223076415,0.10658918877234223,7
[115390],락앤락,222.0,플라스틱제품 제조업,2019-03-31,1분기보고서,806880542720.0,390964215808.0,415916359680.0,134736044032.0,79236325376.0,55499718656.0,672144490496.0,376276320256.0,0.8330161094605111,0.16698388038680895,7
[115390],락앤락,222.0,플라스틱제품 제조업,2019-06-30,반기보고서,789429223424.0,377604767744.0,411824422912.0,112311648256.0,61133770752.0,51177881600.0,677117558784.0,378478460928.0,0.8577305459343532,0.14226943331141131,7
[115390],락앤락,222.0,플라스틱제품 제조업,2019-09-30,3분기보고서,810936893440.0,399998746624.0,410938146816.0,116571480064.0,66248036352.0,50323447808.0,694365388800.0,383196200960.0,0.8562508308809298,0.14374913881338286,7
[115390],락앤락,222.0,플라스틱제품 제조업,2019-12-31,사업보고서,799933661184.0,409499598848.0,390434029568.0,115924729856.0,67419205632.0,48505524224.0,684008931328.0,386353168384.0,0.8550820705751809,0.144917929424819,7
[115390],락앤락,222.0,플라스틱제품 제조업,2020-03-31,1분기보고서,795851751424.0,403755466752.0,392096284672.0,95817187328.0,48705257472.0,47111929856.0,700034580480.0,386843082752.0,0.8796042469309687,0.12039577365578,7
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2017-12-31,사업보고서,48362692608.0,10982457344.0,37380235264.0,30718234624.0,23541972992.0,7176263168.0,17644457984.0,2399528448.0,0.3648361377852918,0.6351638622147082,0
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2018-12-31,사업보고서,48132792320.0,11776011264.0,36356780032.0,29216894976.0,23281778688.0,5935115264.0,18915897344.0,3411226624.0,0.3929939742170354,0.6070060257829646,0
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2019-03-31,1분기보고서,49078771712.0,13001807872.0,36076965888.0,29299963904.0,23471355904.0,5828609024.0,19778807808.0,4034141952.0,0.40300127973993255,0.5969987202600675,0
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2019-06-30,반기보고서,50080391168.0,14124104704.0,35956285440.0,28562380800.0,23691698176.0,4870682624.0,21518008320.0,5800823296.0,0.4296693340077068,0.570330625098044,0
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2019-09-30,3분기보고서,51974692864.0,16531190784.0,35443499008.0,28829630464.0,23667152896.0,5162476544.0,23145062400.0,7004001792.0,0.4453140773830586,0.5546859226169414,5
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2019-12-31,사업보고서,67037069312.0,32133722112.0,34903351296.0,31428917248.0,19444498432.0,11984418816.0,35608154112.0,6177400320.0,0.5311711039495867,0.4688289266006748,5
[171010],램테크놀러지,201.0,기초 화학물질 제조업,2020-03-31,1분기보고서,68271501312.0,27700826112.0,40570675200.0,31077779456.0,18546477056.0,12531301376.0,37193719808.0,7475291136.0,0.5447912978802841,0.4552086721218404,5
[084650],랩지노믹스,701.0,자연과학 및 공학 연구개발업,2020-03-31,1분기보고서,51628654592.0,37083320320.0,14545337344.0,13895611392.0,9782397952.0,4113213440.0,37733044224.0,6640193536.0,0.7308546876185078,0.2691453322154392,2
[217500],러셀,292.0,특수 목적용 기계 제조업,2020-03-31,1분기보고서,47902400512.0,36171984896.0,11730415616.0,6975988224.0,6607445504.0,368543008.0,40926412800.0,22907365376.0,0.8543708115368362,0.1456291991515634,7
[141080],레고켐바이오,701.0,자연과학 및 공학 연구개발업,2017-12-31,사업보고서,82238439424.0,45209088000.0,37029355520.0,32773447680.0,17640060928.0,15133385728.0,49464995840.0,-64288927744.0,0.6014826665784762,0.3985173832279165,1
[141080],레고켐바이오,701.0,자연과학 및 공학 연구개발업,2018-12-31,사업보고서,121686286336.0,93378846720.0,28307433472.0,16391555072.0,9945687040.0,6445867008.0,105294725120.0,-90294403072.0,0.8652965612678848,0.134703388241627,7
[141080],레고켐바이오,701.0,자연과학 및 공학 연구개발업,2019-03-31,1분기보고서,124664406016.0,95859965952.0,28804435968.0,19992401920.0,11978187776.0,8014214144.0,104672002048.0,-90902003712.0,0.8396302151759815,0.16036976839591313,7
[141080],레고켐바이오,701.0,자연과학 및 공학 연구개발업,2019-06-30,반기보고서,123601231872.0,93822042112.0,29779187712.0,20978235392.0,12941440000.0,8036795904.0,102622994432.0,-93006503936.0,0.8302748514535452,0.16972513197704062,7
[141080],레고켐바이오,701.0,자연과학 및 공학 연구개발업,2019-09-30,3분기보고서,142903443456.0,113752776704.0,29150662656.0,23908476928.0,15602942976.0,8305533952.0,118994960384.0,-76557508608.0,0.8326948427987921,0.16730511420714242,7
[141080],레고켐바이오,701.0,자연과학 및 공학 연구개발업,2019-12-31,사업보고서,141477445632.0,111419269120.0,30058180608.0,25568106496.0,15423972352.0,10144135168.0,115909345280.0,-78811545600.0,0.819277905126265,0.18072213830115189,2
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2017-12-31,사업보고서,163349495808.0,84063715328.0,79285788672.0,19621521408.0,12296583168.0,7324937728.0,143727984640.0,-24309958656.0,0.8798801852987473,0.12011987738892695,7
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2018-12-31,사업보고서,113883152384.0,59215228928.0,54667923456.0,12524474368.0,6802235904.0,5722238464.0,101358682112.0,-74250690560.0,0.8900235020736954,0.1099765338929942,7
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2019-03-31,1분기보고서,122855768064.0,61687566336.0,61168205824.0,19692601344.0,7804630016.0,11887972352.0,103163166720.0,,0.8397095907312923,0.1602904092687078,7
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2019-06-30,반기보고서,97561436160.0,44174635008.0,53386801152.0,33226889216.0,15305451520.0,17921437696.0,64334544896.0,-109466738688.0,0.6594259722713782,0.34057400673672084,1
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2019-09-30,3분기보고서,95046647808.0,41944756224.0,53101887488.0,32538636288.0,14732209152.0,17806428160.0,62508007424.0,-111293276160.0,0.6576560969332655,0.3423438599721057,1
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2019-12-31,사업보고서,28041035776.0,9473623040.0,18567413760.0,22251847680.0,20493420544.0,1758427776.0,5789188096.0,-172199378944.0,0.2064541460681313,0.7935458539318687,4
[060300],레드로버,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",2020-03-31,1분기보고서,25146128384.0,9711489024.0,15434639360.0,19581399040.0,18072285184.0,1509113088.0,5564730368.0,-173418332160.0,0.22129571133267306,0.7787043293893015,4
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2017-12-31,사업보고서,448479559680.0,57914023936.0,390565527552.0,308761067520.0,199661895680.0,109099171840.0,139718492160.0,82699993088.0,0.31153814960862924,0.6884618503913708,0
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2018-12-31,사업보고서,389327978496.0,49814794240.0,339513180160.0,240500457472.0,139545067520.0,100955381760.0,148827537408.0,90357506048.0,0.3822677681242708,0.6177322739584998,0
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2019-03-31,1분기보고서,384753303552.0,43590488064.0,341162819584.0,230903742464.0,135575568384.0,95328174080.0,153849561088.0,95374901248.0,0.3998654713752367,0.6001345286247634,0
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2019-06-30,반기보고서,406410297344.0,38624952320.0,367785345024.0,252012003328.0,137258770432.0,114753241088.0,154398294016.0,95930564608.0,0.3799074359705799,0.6200925640294201,0
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2019-09-30,3분기보고서,403633766400.0,39267848192.0,364365938688.0,246769565696.0,136816607232.0,109952958464.0,156864217088.0,98405924864.0,0.38863006553457663,0.6113699750566756,0
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2019-12-31,사업보고서,416661471232.0,44503388160.0,372158070784.0,252727836672.0,160013254656.0,92714582016.0,163933618176.0,105465126912.0,0.3934455895124525,0.6065543711654572,0
[038390],레드캡투어,752.0,여행사 및 기타 여행보조 서비스업,2020-03-31,1분기보고서,418277621760.0,33815005184.0,384462618624.0,250778959872.0,153860489216.0,96918470656.0,167498661888.0,109866713088.0,0.4004485374646881,0.5995514625353119,0
[228670],레이,271.0,의료용 기기 제조업,2017-12-31,사업보고서,25807177728.0,18161430528.0,7645745664.0,11116290048.0,8453292544.0,2662997504.0,14690886656.0,-3935336192.0,0.5692558407911779,0.4307441195299386,1
[228670],레이,271.0,의료용 기기 제조업,2018-12-31,사업보고서,41273905152.0,33989965824.0,7283939328.0,14997562368.0,11019192320.0,3978370304.0,26276343808.0,873254528.0,0.6366333331249304,0.3633666916849342,1
[228670],레이,271.0,의료용 기기 제조업,2019-09-30,3분기보고서,70728073216.0,57052704768.0,13675368448.0,17484705792.0,11045731328.0,6438973952.0,53243371520.0,7701246976.0,0.7527897919316621,0.2472102659802789,2
[228670],레이,271.0,의료용 기기 제조업,2019-12-31,사업보고서,76656975872.0,61016948736.0,15640025088.0,19124848640.0,12613513216.0,6511335424.0,57532125184.0,12047136768.0,0.7505138903479023,0.24948608293567726,2
[228670],레이,271.0,의료용 기기 제조업,2020-03-31,1분기보고서,76579020800.0,58006294528.0,18572726272.0,17080753152.0,10749868032.0,6330884608.0,59498266624.0,13798537216.0,0.7769525648465853,0.22304742178160628,2
[228850],레이언스,271.0,의료용 기기 제조업,2017-12-31,사업보고서,196450484224.0,140585353216.0,55865143296.0,19467237376.0,17583519744.0,1883717632.0,176983261184.0,,0.9009051918762248,0.09909488109890707,7
[228850],레이언스,271.0,의료용 기기 제조업,2018-12-31,사업보고서,201132163072.0,147449921536.0,53682249728.0,18804725760.0,16935112704.0,1869613952.0,182327443456.0,,0.9065056561378082,0.0934943744092704,7
[228850],레이언스,271.0,의료용 기기 제조업,2019-03-31,1분기보고서,209235673088.0,152772722688.0,56462950400.0,23316611072.0,19180177408.0,4136432384.0,185919062016.0,84880793600.0,0.8885629265417205,0.11143707345827944,7
[228850],레이언스,271.0,의료용 기기 제조업,2019-06-30,반기보고서,216187289600.0,154342703104.0,61844594688.0,25501648896.0,21967595520.0,3534053120.0,190685642752.0,89715605504.0,0.8820391018584656,0.1179609076148018,7
[228850],레이언스,271.0,의료용 기기 제조업,2019-09-30,3분기보고서,226936913920.0,162293104640.0,64643805184.0,31713175552.0,22277478400.0,9435698176.0,195223732224.0,94942830592.0,0.860255517058897,0.13974445586749962,7
[228850],레이언스,271.0,의료용 기기 제조업,2019-12-31,사업보고서,232073461760.0,169360031744.0,62713425920.0,37798297600.0,23049293824.0,14749001728.0,194275164160.0,,0.8371278761761682,0.16287212382383173,7
[228850],레이언스,271.0,의료용 기기 제조업,2020-03-31,1분기보고서,239042789376.0,174291730432.0,64751063040.0,42857930752.0,27345356800.0,15512572928.0,196184850432.0,,0.8207101788935912,0.1792897868363937,2
[281740],레이크머티리얼즈,204.0,기타 화학제품 제조업,2020-03-31,1분기보고서,82023047168.0,33939574784.0,48083476480.0,45531824128.0,29267951616.0,16263871488.0,36491227136.0,1414317056.0,0.4448899229659012,0.5551101269712828,5
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2017-12-31,사업보고서,24307064832.0,22289264640.0,2017800704.0,1666844800.0,596202240.0,1070642496.0,22640220160.0,-7203389440.0,0.9314255059785904,0.06857449928736832,7
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2018-12-31,사업보고서,23000866816.0,17433706496.0,5567161344.0,2112790272.0,701090048.0,1411700352.0,20888076288.0,-8978192384.0,0.9081430041353794,0.09185698473460524,7
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2019-03-31,1분기보고서,23114989568.0,17585240064.0,5529750016.0,2299133184.0,815806976.0,1483326208.0,20815857664.0,-9052434432.0,0.9005350230751183,0.09946503230020406,7
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2019-06-30,반기보고서,24277981184.0,17549426688.0,6728552960.0,3560588544.0,1057146048.0,2503442432.0,20717391872.0,-9152984064.0,0.8533407994258375,0.1466591689405603,7
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2019-09-30,3분기보고서,24354004992.0,17727981568.0,6626023424.0,3458592000.0,922729536.0,2535862272.0,20895412224.0,-8985476096.0,0.8579866938051418,0.14201327466000382,7
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2019-12-31,사업보고서,24619169792.0,17294374912.0,7324795392.0,3652664832.0,901232768.0,2751431936.0,20966504448.0,-8903399424.0,0.851633285165167,0.14836669403803102,7
[238120],로고스바이오,273.0,사진장비 및 광학기기 제조업,2020-03-31,1분기보고서,24984029184.0,17823158272.0,7160870912.0,3821596416.0,1096081152.0,2725515264.0,21162432512.0,-8718917632.0,0.8470384162676456,0.1529615734858085,7
[215100],로보로보,289.0,기타 전기장비 제조업,2017-12-31,사업보고서,24480790528.0,16073209856.0,8407581696.0,2736862208.0,1444138880.0,1292723200.0,21743929344.0,10033811456.0,0.8882037252485901,0.11179631658012447,7
[215100],로보로보,289.0,기타 전기장비 제조업,2018-12-31,사업보고서,26659082240.0,17252020224.0,9407062016.0,1462203776.0,1407203712.0,55000000.0,25196877824.0,12210881536.0,0.9451517346757696,0.05484824131740253,7
[215100],로보로보,289.0,기타 전기장비 제조업,2019-03-31,1분기보고서,25949759488.0,16152000512.0,9797760000.0,1956924416.0,1845789696.0,111134792.0,23992836096.0,11999410176.0,0.9245879950099366,0.07541204445093005,7
[215100],로보로보,289.0,기타 전기장비 제조업,2019-06-30,반기보고서,26083969024.0,15364509696.0,10719459328.0,1954850304.0,1321180672.0,633669696.0,24129120256.0,12115989504.0,0.9250555478653829,0.07494451102136074,7
[215100],로보로보,289.0,기타 전기장비 제조업,2019-09-30,3분기보고서,27508277248.0,15722163200.0,11786114048.0,3060893696.0,2443744256.0,617149376.0,24447383552.0,12434840576.0,0.8887282664630501,0.11127173353695,7
[215100],로보로보,289.0,기타 전기장비 제조업,2019-12-31,사업보고서,27198177280.0,15550813184.0,11647364096.0,2573040896.0,1989416064.0,583624768.0,24625135616.0,12785200128.0,0.9053965404552288,0.09460343130758504,7
[215100],로보로보,289.0,기타 전기장비 제조업,2020-03-31,1분기보고서,26313713664.0,14454374400.0,11859338240.0,2220822784.0,1631467008.0,589355776.0,24092889088.0,11763885056.0,0.9156020087336312,0.08439792316499686,7
[090360],로보스타,292.0,특수 목적용 기계 제조업,2017-12-31,사업보고서,130234777600.0,90816192512.0,39418580992.0,79974506496.0,69538193408.0,10436313088.0,50260271104.0,40282574848.0,0.3859205047239241,0.6140794952760761,0
[090360],로보스타,292.0,특수 목적용 기계 제조업,2018-12-31,사업보고서,171513397248.0,130056364032.0,41457041408.0,68742553600.0,65381826560.0,3360724224.0,102770851840.0,39410507776.0,0.5992001411493142,0.4007999066137185,1
[090360],로보스타,292.0,특수 목적용 기계 제조업,2019-03-31,1분기보고서,177523359744.0,136138752000.0,41384611840.0,74856112128.0,70993821696.0,3862286592.0,102667255808.0,39252738048.0,0.578330964195657,0.42166908195038266,1
[090360],로보스타,292.0,특수 목적용 기계 제조업,2019-06-30,반기보고서,169298935808.0,127820849152.0,41478082560.0,66847219712.0,62792257536.0,4054964736.0,102451707904.0,39045824512.0,0.6051526987753149,0.3948472528369031,1
[090360],로보스타,292.0,특수 목적용 기계 제조업,2019-09-30,3분기보고서,167824637952.0,126125432832.0,41699209216.0,66336395264.0,62120886272.0,4215508736.0,101488246784.0,38078156800.0,0.6047279351976135,0.3952720892088149,1
[090360],로보스타,292.0,특수 목적용 기계 제조업,2019-12-31,사업보고서,166636027904.0,126020976640.0,40615051264.0,70221086720.0,64727834624.0,5493254656.0,96414941184.0,33029769216.0,0.5785960118993307,0.4214039881006692,1
[090360],로보스타,292.0,특수 목적용 기계 제조업,2020-03-31,1분기보고서,150544302080.0,110094852096.0,40449445888.0,56550969344.0,51401879552.0,5149087232.0,93993328640.0,30549159936.0,0.6243566002919956,0.3756433725000667,1
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2017-12-31,사업보고서,45906509824.0,28852750336.0,17053758464.0,9976474624.0,3406618368.0,6569856000.0,35930034176.0,11989242880.0,0.7826784112700225,0.21732156642377293,2
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2018-12-31,사업보고서,68825997312.0,41364303872.0,27461697536.0,7290701824.0,3695175936.0,3595525632.0,61535297536.0,14361282560.0,0.8940705538497319,0.10592947590646604,7
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2019-03-31,1분기보고서,65590865920.0,37959524352.0,27631343616.0,4098698752.0,2985321728.0,1113377024.0,61492166656.0,14255540224.0,0.9375111274030272,0.06248886479100778,7
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2019-06-30,반기보고서,67046563840.0,39060226048.0,27986337792.0,4448506368.0,3209250304.0,1239255808.0,62598057984.0,15156736000.0,0.9336505019613544,0.06634950567512933,7
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2019-09-30,3분기보고서,67220242432.0,39790342144.0,27429902336.0,4231432960.0,2944341248.0,1287091840.0,62988812288.0,16298521600.0,0.9370512513655316,0.06294879052661136,7
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2019-12-31,사업보고서,64669052928.0,37775073280.0,26893977600.0,3260113408.0,2024253696.0,1235859840.0,61408940032.0,16849327104.0,0.949587743311632,0.05041226460560174,7
[108490],로보티즈,292.0,특수 목적용 기계 제조업,2020-03-31,1분기보고서,64861429760.0,37942734848.0,26918694912.0,3326905856.0,2064904064.0,1262001792.0,61534523392.0,17270546432.0,0.9487074771507472,0.051292514955501335,7
[900260],로스웰,649.0,기타 금융업,2017-12-31,사업보고서,279787246752.0,252449558764.8,27337693224.0,80897803612.8,80018068344.0,879733959.6,198889453612.8,90130240118.4,0.7108596118002947,0.2891404256338633,2
[900260],로스웰,649.0,기타 금융업,2018-12-31,사업보고서,275382211686.4,225581672509.44,49800549593.6,66557194196.48,60987296997.12,5569895246.24,208825027906.56,100462253232.64,0.7583097928793089,0.2416902449468089,2
[900260],로스웰,649.0,기타 금융업,2019-03-31,1분기보고서,287586352035.84,236067551582.72,51518800453.12,69627912456.96,64010317571.20001,5617594210.8,217958450378.24,106072447852.8,0.7578887135474258,0.2421113240042863,2
[900260],로스웰,649.0,기타 금융업,2019-06-30,반기보고서,284005867847.68,233360292689.92,50645585914.880005,65518917882.88001,62415069235.20001,3103854026.24,218486939207.68,106502092871.68,0.7693043135462977,0.23069564857730185,2
[900260],로스웰,649.0,기타 금융업,2019-09-30,3분기보고서,333754264448.0,277624669020.16003,56129595427.84,72832834060.8,72245575564.8,587258496.0,260921419601.92,106011526213.12,0.7817770359682473,0.21822293171672,2
[900260],로스웰,649.0,기타 금융업,2019-12-31,사업보고서,331367880204.8,276896965132.8,54470909768.32,74437488235.52,73990175864.32,447312868.42,256930391969.2801,105020564943.36,0.7753629947793544,0.22463700522064586,2
