종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,금융자산(유동),매출채권 및 기타유동채권,매출채권,대손충당금(유동),단기미수금,공사미수금,분양미수금,대행미수금,단기미수수익,단기선급금,부가가치세대급금,단기선급비용,단기선급공사원가,단기공사유보금,단기미청구공사,유동계약자산,당기법인세자산,재고자산,원재료,재고자산평가충당금,시험재료,상품,소모품,재공품,제품,반제품,저장품,미착품,부산물,완성주택,용지,기타재고,유동확정계약자산,유동생물자산,기타유동자산,유동배출권,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,금융자산(비유동),장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금(비유동),장기미수금,장기공사미수금,장기분양미수금,장기대행미수금,장기미수수익,장기선급금,장기선급비용,장기미청구공사,비유동계약자산,장기공사유보금,유형자산,토지,건물,건물부대설비,시설물,구축물,기계장치,차량운반구,공급설비,전산장비/전산설비,공구와기구,사용권자산,임차구축물,집기,사무용비품,유형탐사평가자산,건설중인자산,렌탈자산,선박,기타유형자산,영업권,영업권 이외의 무형자산,브랜드명,무형탐사평가자산,제호와 출판표제,컴퓨터소프트웨어,라이선스와 프랜차이즈,"저작권, 특허권, 기타 산업재산권, 용역운영권","조리법, 공식, 모형, 설계 및 시제품",실용신안권,전신전화가입권,완성프로그램,미완성프로그램,사용수익기부자산,전산자동화개발,차지권,채굴권,토지사용권,개발 중인 무형자산,비유동배출권,기타무형자산,비유동확정계약자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,비유동생물자산,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,금융부채(유동),단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,단기이연수익,단기선수수익,단기선수임대료,유동성장기미지급금,미지급법인세,당기법인세부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,장기초과청구공사,비유동계약부채,장기미지급금,장기미지급비용,금융부채(비유동),장기기타보증금,장기예수금,장기예수보증금,장기선수금,장기공사선수금,장기이연수익,장기선수수익,장기선수임대료,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산(부채),퇴직보험예치금(부채),이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],이익잉여금(결손금),자본총계,자본과부채총계
[095270],웨이브일렉트로,코스닥시장상장법인,272.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,2018-12-31,사업보고서,KRW,,,29373528064.0,7486741504.0,,,,1179000064.0,754348800.0,10410001408.0,0.0,,,,,,,,,,,,,5039177.0,7970935808.0,,0.0,,,,,,,,,,,,,,,1567460736.0,,,,65806647296.0,7432605184.0,,,0.0,0.0,,,,,,,,,,,25756555264.0,,,,,,,,,,,,,,,,,,,,,31789926400.0,,,,,,,,,,,,,,,,,,,,,,,,827476928.0,,84813.0,95180177408.0,,37493915648.0,3426300672.0,6006585856.0,,,,,,27318203920.0,,,,,,,,,,,,,,13600928.0,,87665696.0,,,,,,,,,,,,,641559168.0,,11981131776.0,,,,,,,10057910272.0,,,,,,,,,,,,,,,,,,,,,,1923221504.0,,,,,,,,49475047424.0,,-18046085120.0,45705125888.0,95180177408.0
[010600],웰바이오텍,유가증권시장상장법인,461.0,상품 중개업,12.0,2018-12-31,사업보고서,KRW,,,71625375744.0,18495199232.0,,,,12548317696.0,18013292544.0,,0.0,,,,,,,,,,,,64475696.0,,16820710400.0,,0.0,,,,,,,,,,,,,,,1379997184.0,,,4303380992.0,39532322816.0,26667643040.0,,,0.0,0.0,,,,,,,,,,,5325876224.0,,,,,,,,,,,,,,,,,,,,6045364736.0,,,,,,,,,,,,,,,,,,,,1493439104.0,,,,,,,,111157698560.0,,34198398976.0,5397103104.0,,,505402720.0,,,,24215764864.0,,,,,,,,,,,,,,413053472.0,,,,,,309175904.0,,,,,,,,1398375168.0,1959522560.0,,557154176.0,,,,,,,299960000.0,,,,,,,,,,,,,,,,,,,,,,49749772.0,,,,,193607584.0,13836819.0,,34755551232.0,,-61839278080.0,76402147328.0,111157698560.0
[065950],웰크론,코스닥시장상장법인,132.0,직물직조 및 직물제품 제조업,12.0,2018-12-31,사업보고서,KRW,,,218061815808.0,41404919808.0,,,,15980762112.0,109289693184.0,,0.0,,,,,,,,,,,,,,22392254464.0,,0.0,,,,,,,,,,,,,,,5335780864.0,,,23658401792.0,127617048576.0,5705604608.0,10125473792.0,,0.0,0.0,,,,,,,,,,,83996024832.0,,,,,,,,,,,0.0,,,,,,,,,18861058048.0,7681802240.0,,,,,,,,,,,,,,,,,,,,,,,,1097175936.0,,149915296.0,345678872576.0,,191005507584.0,53279383552.0,,,,,,,95408536424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20049491968.0,22268096512.0,,14779344896.0,870637696.0,,,,,,10358653184.0,,,,,,,,,,,,,,,,,,,,,,3550053632.0,,,,,0.0,,,205784858624.0,,-380623296.0,139894013952.0,345678872576.0
[076080],웰크론한텍,코스닥시장상장법인,411.0,건물 건설업,12.0,2018-12-31,사업보고서,KRW,,,163004301312.0,27503347712.0,,,,9617662976.0,,81921966080.0,0.0,,,,,,,,,,,,,,543736640.0,,0.0,,,,,,,,,,,,,,,4671928832.0,,,23658401792.0,62398889984.0,7600145792.0,13350603776.0,,0.0,0.0,,,,,,,,,,,30687211520.0,,,,,,,,,,,,,,,,,,,,4954412032.0,2651058688.0,,,,,,,,,,,,,,,,,,,,,,,,3132460544.0,,23000000.0,225403191296.0,,123230412800.0,38617018368.0,,,,,,,43945726976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20049491968.0,20618176512.0,,2021163008.0,152087744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1869075328.0,,,,,,,,125251575808.0,,28170692608.0,100151623680.0,225403191296.0
[196700],웹스,코스닥시장상장법인,202.0,합성고무 및 플라스틱 물질 제조업,12.0,2018-12-31,사업보고서,KRW,,,26879361024.0,11156965376.0,,,,268934144.0,5226871296.0,,0.0,,,,,,,,,,,,,0.0,8108367872.0,,0.0,,,,,,,,,,,,,,,2118222464.0,,,,40170762240.0,6724992688.0,,,0.0,0.0,,,,,,,,,,,27536289792.0,,,,,,,,,,,0.0,,,,,,,,,412589408.0,1593116800.0,,,,,,,,,,,,,,,,,,,,,,,,409623040.0,,3494152704.0,67050123264.0,,25779107840.0,1586240384.0,,,,,,,23713506688.0,,,,,,,,,,,,,,399165056.0,,,,,,,,,,,,,,,80195568.0,,2250884096.0,,,,,,,2250884176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28029990912.0,,19560077312.0,39020134400.0,67050123264.0
[069080],웹젠,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2018-12-31,사업보고서,KRW,,,283700363264.0,64922611712.0,,,,183053912576.0,31544514560.0,,0.0,,,,,,,,,,,,,40422976.0,118043480.0,,0.0,,,,,,,,,,,,,,,4020852224.0,,,,113088839680.0,31690961312.0,1411267328.0,,0.0,0.0,,,,,,,,,,,39335219200.0,,,,,,,,,,,0.0,,,,,,,,,,32423096320.0,,,,,,,,,,,,,,,,,,,,,,,,8221331456.0,,6962361.0,396789186560.0,,67896074240.0,,,,,,,,24880596480.0,,,,,,,,,,,,,12329816064.0,,,,,,,,,,,,,,,,30685661184.0,,14954539008.0,,,,,,,12067759.0,,,,,,,,,,,873979840.0,,,,,,,,,,,627358784.0,,,,,,13441132544.0,,82850611200.0,,195129835520.0,313938575360.0,396789186560.0
[071460],위니아딤채,코스닥시장상장법인,285.0,가정용 기기 제조업,12.0,2018-12-31,사업보고서,KRW,,,178276499456.0,11012471808.0,,,,14783030272.0,,28923230208.0,0.0,,,,,,,,,,,,,7634720.0,100727152640.0,,0.0,,,,,,,,,,,,,,,22822977536.0,,,,167989428224.0,13993779584.0,,,0.0,0.0,,,,,,,,,,,139731255296.0,,,,,,,,,,,,,,,,,,,,,7553897472.0,,,,,,,,,,,,,,,,,,,,,,,,6699279872.0,,11211495.0,346265911296.0,,197772541952.0,,86928146432.0,,720346176.0,39495176192.0,,,48253621888.0,,,,,,,,,,,,,,722891264.0,,5941163008.0,,,,,,,,,,,,,15711191040.0,,74806738944.0,,,,,547067712.0,,46290901380.0,,,,,,,,,,4540099072.0,,,,,,,,,,,,23428669440.0,,,,,,,,272579264512.0,,-10463476736.0,73686646784.0,346265911296.0
[044340],위닉스,코스닥시장상장법인,285.0,가정용 기기 제조업,12.0,2018-12-31,사업보고서,KRW,,,106479427584.0,16006852608.0,,,,1211905792.0,32477483008.0,,0.0,,,,,,,,,,,,,121612.0,52705579008.0,,0.0,,,,,,,,,,,,,,,4077482752.0,,,,114045034496.0,191174000.0,1149850624.0,,0.0,0.0,,,,,,,,,,,65737412608.0,,,,,,,,,,,,,,,,,,,,,43967635456.0,,,,,,,,,,,,,,,,,,,,,,,,2998963456.0,,,220524462080.0,,85709217792.0,39104987136.0,,,,,,,38831804416.0,,,,,,,,,,,,,,3214934784.0,,,,,,,,,,,,,,,4557497344.0,,16108622848.0,,,,,,,11137075200.0,,,,,,,,,,,,,,,,,,,,,,4195972864.0,,,,,,775575360.0,,101817843712.0,,60774264832.0,118706618368.0,220524462080.0
[112040],위메이드,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2018-12-31,사업보고서,KRW,,,177857937408.0,57154043904.0,,,,81427288064.0,4414005248.0,27619547136.0,0.0,,,,,,,,,,,,,42938156.0,,,0.0,,,,,,,,,,,,,,,7200115200.0,,,,172967149568.0,76854905344.0,14098524160.0,,0.0,0.0,,,,,,,,,,,48812429312.0,,,,,,,,,,,,,,,,,,,,,10429149184.0,,,,,,,,,,,,,,,,,,,,,,,,22758436864.0,,,350825086976.0,,72974229504.0,28167612416.0,,,,,,,15192395366.0,,,,,,,,,,,,,,10000234496.0,,,,,,,,,,,,,,,19613986816.0,,2269612800.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2061866752.0,,75243839488.0,,113970298880.0,275581239296.0,350825086976.0
[038620],위즈코프,코스닥시장상장법인,477.0,연료 소매업,12.0,2018-12-31,사업보고서,KRW,,,17657812992.0,7173470720.0,,,,7546970112.0,38426440.0,545854144.0,0.0,,,,,,,,,,,,,3231590.0,1006393472.0,,0.0,,,,,,,,,,,,,,,1343466240.0,,,,27040968704.0,163654704.0,2551738624.0,,0.0,0.0,,,,,,,,,,,23390265344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409531968.0,,,,,398926880.0,,126850176.0,44698779648.0,,3659918080.0,979036800.0,874432896.0,,,,,,1597479936.0,,,,,,,,,,,,,,138179840.0,,,,,,,,,,,,,,,70788632.0,,516089024.0,432061088.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,84027928.0,,,,,,,,4176007168.0,,2493518336.0,40522772480.0,44698779648.0
[299900],위지윅스튜디오,코스닥시장상장법인,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,2018-12-31,사업보고서,KRW,,,35192455168.0,28198279168.0,,,,550000000.0,5940610560.0,3652724224.0,0.0,,,,,,,,,,,,1846017024.0,,,,0.0,,,,,,,,,,,,,,,503564832.0,,,,24073388032.0,,,,0.0,0.0,,,,,,,,,,,22865776640.0,,,,,,,,,,,,,,,,,,,,,100381432.0,,,,,,,,,,,,,,,,,,,,,,,,605014976.0,,167854656.0,59265843200.0,,2538269440.0,2150525440.0,,,191758208.0,,,,,,,,,,,,,,,,,,387744192.0,,,,,,,,,,,,,,,326380736.0,,12609999872.0,12609999872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15148269568.0,,4313530368.0,44117573632.0,59265843200.0
[036090],위지트,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2018-12-31,사업보고서,KRW,,,28058875904.0,11379439616.0,,,,2833500064.0,8638444544.0,,0.0,,,,,,,,,,,,,,5207493120.0,,0.0,,,,,,,,,,,,,,,,,,,73939124224.0,48280570624.0,88630000.0,,0.0,0.0,,,,,,,,,,,23674503168.0,,,,,,,,,,,,,,,,,,,,,1381606656.0,,,,,,,,,,,,,,,,,,,,,,,,513811520.0,,,101998002176.0,,16942389248.0,5834132480.0,,,,,,,10092731608.0,,,,,,,,,,,,,633071232.0,,,382454048.0,,,,,,,,,,,,,,,17689163776.0,,,,,,,17277115648.0,,,,,,,,,,,,,,,,,,,,,,,412047296.0,,,,,,,34631553024.0,,20597917696.0,67366449152.0,101998002176.0
[136540],윈스,코스닥시장상장법인,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",12.0,2018-12-31,사업보고서,KRW,,,75165794304.0,9558533120.0,,,,34628651008.0,19557576704.0,,0.0,,,,,,,,,,,,,2281390.0,10630366208.0,,0.0,,,,,,,,,,,,,,,788385280.0,,,,78413012992.0,44117272064.0,1265984000.0,,0.0,0.0,,,,,,,,,,,26695475200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4844113920.0,,,,,1490167680.0,,,153578799104.0,,15715575808.0,7361290240.0,,,1148423808.0,,,,3849999872.0,,,,,,,,,,,,,,1159446912.0,,785104128.0,,,,,,,,,,,,,1411310464.0,,33745387520.0,1424712320.0,,,0.0,,,32320675840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49460961280.0,,59934752768.0,104117846016.0,153578799104.0
[192390],윈하이텍,코스닥시장상장법인,251.0,"구조용 금속제품, 탱크 및 증기발생기 제조업",12.0,2018-12-31,사업보고서,KRW,,,66510368768.0,5374536704.0,,,,4785989.0,42418049024.0,,0.0,,,,,,,,,,,5895680512.0,,,11581114368.0,,0.0,,,,,,,,,,,,,,,1236201472.0,,,,58431688704.0,25844464000.0,5713179648.0,,0.0,0.0,,,,,,,,,,,26219548672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654496896.0,,,,,0.0,,,124942057472.0,,47711711232.0,7539128320.0,,899362368.0,,,,,35636783616.0,,,,,,,,,,,,,,1781463424.0,,,,,,,,,,,,,,,1854970496.0,,19991764992.0,0.0,,,,,,18463849984.0,,,,,,,,,,,,,,,,,,,,,,1322430592.0,,,,,205485184.0,,,67703476224.0,,35816468480.0,57238581248.0,124942057472.0
[008600],윌비스,유가증권시장상장법인,464.0,생활용품 도매업,12.0,2018-12-31,사업보고서,KRW,,,200754937856.0,2814038016.0,,,,10042962944.0,28747913216.0,40604114944.0,0.0,,,,,,,,,,,,,,100381138944.0,,0.0,,,,,,,,,,,,,,,18164762624.0,,,,104093761536.0,1153111936.0,10147629056.0,,0.0,0.0,,,,,,,,,,,44594126848.0,,,,,,,,,,,,,,,,,,,,,47080570880.0,,,,,,,,,,,,,,,,,,,,,,,,,,1118323584.0,304848699392.0,,149896232960.0,7376333312.0,,,,12455658496.0,,114932000.0,116540404992.0,,,,,,,,,,,,,,599194304.0,,,,,,,,,,,,,,,12809714688.0,,22864121856.0,,,,,,,14844491520.0,,,,,,,,,,,,,,,,,,,,,,6231938560.0,,,,,1480082304.0,307610080.0,,172760350720.0,,2459222528.0,132088340480.0,304848699392.0
[900340],윙입푸드,코스닥시장상장법인,649.0,기타 금융업,12.0,2018-12-31,사업보고서,CNY,,,554977984.0,500989920.0,,,,,,34797948.0,0.0,,,,,,,,,,,,,,15580328.0,,0.0,,,,,,,,,,,,,,,3609777.0,,,,121221936.0,591100.0,,,0.0,0.0,,,,,,,5406967.0,,,,113622264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42840.0,,,,,1558769.0,,,676199872.0,,148726432.0,,31329528.0,,,2904122.0,,10316345.0,,,,,,,,,,,,,,,8806657.0,,,,,,,,,,,,,,,2681029.0,,11414523.0,,,,,,,9467150.0,,,,,,1079305.0,,,,,,,,,,,,,,,,,,,,,868068.0,,,160140960.0,,356011200.0,516058944.0,676199872.0
[014830],유니드,유가증권시장상장법인,201.0,기초 화학물질 제조업,12.0,2018-12-31,사업보고서,KRW,,,440202100736.0,74590289920.0,,,,45763983296.0,194475261952.0,,0.0,,,,,,,,,,,,,,106778345472.0,,0.0,,,,,,,,,,,,,,,18577059840.0,,,,671654019072.0,122165214304.0,170000000.0,,0.0,0.0,,,,,,,,,,,524321521664.0,,,,,,,,,,,,,,,,,,,,,18561323008.0,,,,,,,,,,,,,,,,,,,,,,,,4189141248.0,,888279232.0,1111856119808.0,,307482230784.0,65383833600.0,,,,,,,,,,,,,,,,,,,,,7653814272.0,,,,,,,,,,,,,,,4033319424.0,,148946796544.0,99296848.0,,,,,,147214585808.0,,,,,,,,,,398561888.0,,,,,,,,,,,,,,,,,,1234352384.0,,456429010944.0,,651158421504.0,655427108864.0,1111856119808.0
[036200],유니셈,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2018-12-31,사업보고서,KRW,,,107246059520.0,24210937856.0,,,,63572933192.0,,,0.0,,,,,,,,,,,,,,18861578240.0,,0.0,,,,,,,,,,,,,,,600611584.0,,,,34019180544.0,2627428448.0,,,0.0,0.0,,,,,,,,,,,28728745984.0,,,,,,,,,,,,,,,,,,,,,1122394112.0,,,,,,,,,,,,,,,,,,,,,358967520.0,,,105164816.0,,1076479744.0,141265240064.0,,37033246720.0,,,,,,,,35355983472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677259776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37033246720.0,,77542121472.0,104231993344.0,141265240064.0
[018000],유니슨,코스닥시장상장법인,291.0,일반 목적용 기계 제조업,12.0,2018-12-31,사업보고서,KRW,,,55565975552.0,1526971392.0,,,,4396525568.0,18202484736.0,,0.0,,,,,,1257276544.0,,,,,,,33841248.0,29990569984.0,,0.0,,,,,,,,,,,,,,,158306048.0,,,,174091583488.0,23647079008.0,,,0.0,0.0,,,,,,,,,,,140528353280.0,,,,,,,,,,,,,,,,,,,,,9521902592.0,,,,,,,,,,,,,,,,,,,,,,,,,,394240832.0,229657559040.0,,137481388032.0,33780133888.0,,,,,,,97485043216.0,,,,,,6216206848.0,,,,,,,,,,,,,,,,,,,,,,,,,20157300736.0,,,,,,,6668968704.0,,,,,,,,,,623043328.0,,,,,,,,,,,,,,,,,12865289216.0,,,157638688768.0,,-24093777920.0,72018870272.0,229657559040.0
[000910],유니온,유가증권시장상장법인,233.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",12.0,2018-12-31,사업보고서,KRW,,,110803968000.0,6701249024.0,,,,1489653760.0,64658755584.0,,0.0,,,,,,,,,,,,,1956800.0,35206037504.0,,0.0,,,,,,,,,,,,,,,2746318080.0,,,,195776053248.0,76446336976.0,2283164672.0,,0.0,0.0,,,,,,,,,,,115017441280.0,,,,,,,,,,,,,,,,,,,,,2029104640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,306580029440.0,,124782624768.0,29870567424.0,,,,,,,92768598528.0,,,,,,,,,,,,,,279515808.0,,,,,,,,,,,,,,,1863940992.0,,34514747392.0,,,,,,,10226400128.0,,,,,,,,,,463823488.0,,,,,,,,,,,,13942522880.0,,,,,9882000384.0,,,159297372160.0,,99706380288.0,147282640896.0,306580029440.0
[047400],유니온머티리얼,유가증권시장상장법인,232.0,"내화, 비내화 요업제품 제조업",12.0,2018-12-31,사업보고서,KRW,,,66704523264.0,1677446144.0,,,,1489653760.0,40474865664.0,,0.0,,,,,,,,,,,,,1956800.0,21695313920.0,,0.0,,,,,,,,,,,,,,,1365289344.0,,,,77548232704.0,2000000.0,1337637888.0,,0.0,0.0,,,,,,,,,,,71158177792.0,,,,,,,,,,,,,,,,,,,,,1125404160.0,,,,,,,,,,,,,,,,,,,,,,,,3920744448.0,,4268240.0,144252764160.0,,49520222208.0,17348100096.0,,,,,,,31500000512.0,,,,,,,,,,,,,,5214607.0,,103050000.0,,,,,,,,,,,,,563857920.0,,16204813312.0,237809536.0,,,,,,4925000192.0,,,,,,,,,,,,,,,,,,,,,,11042003968.0,,,,,,,,65725034496.0,,36220575744.0,78527725568.0,144252764160.0
[203450],유니온커뮤니티,코스닥시장상장법인,264.0,통신 및 방송 장비 제조업,12.0,2018-12-31,사업보고서,KRW,,,30699929600.0,4916871680.0,,,,4012925472.0,,13188356096.0,0.0,,,,,,,,,,,,,0.0,8133945344.0,,0.0,,,,,,,,,,,,,,,447831616.0,,,,17572177920.0,4048918208.0,,,0.0,0.0,,,,,,,,,,,9665683456.0,,,,,,,,,,,,,,,,,,,,,1551605120.0,,,,,,,,,,,,,,,,,,,,,,,,2305970688.0,,0.0,48272109568.0,,11521185792.0,2571935488.0,,,,,,,8640614016.0,,,,,,,,,,,,,,53365016.0,,,,,,15467387.0,,,,,,,,,239803616.0,,4351600640.0,,,,,,,1060000000.0,,,,,,,,,,,,,,,,,,,,,,3291600896.0,,,,,,,,15872786432.0,,10679875584.0,32399321088.0,48272109568.0
[011330],유니켐,유가증권시장상장법인,151.0,"가죽, 가방 및 유사제품 제조업",12.0,2018-12-31,사업보고서,KRW,,,71326588928.0,2307050752.0,,,,840551680.0,20278042624.0,,0.0,,,,,,,,,,,,,,47088017408.0,,0.0,,,,,,,,,,,,,,,812930432.0,,,,47258423296.0,2334992312.0,,,0.0,0.0,,,,,,,,,,,44300144640.0,,,,,,,,,,,,,,,,,,,,,623286272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,118585016320.0,,53943635968.0,7545463296.0,,,,,,,45256370048.0,,,,,,,,,,,,,,,,125040456.0,,,,,,,,,,,,,1016760832.0,,1792044672.0,34826384.0,,,,,,944104480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,813113792.0,,,55735681024.0,,10732606464.0,62849335296.0,118585016320.0
[077500],유니퀘스트,유가증권시장상장법인,465.0,기계장비 및 관련 물품 도매업,12.0,2018-12-31,사업보고서,KRW,,,185874939904.0,31406940160.0,,,,1150734848.0,39006822400.0,41456660480.0,0.0,,,,,,,,,,,,,0.0,72087887872.0,,0.0,,,,,,,,,,,,,,,765892544.0,,,,138237755392.0,110488519168.0,800000000.0,286142176.0,0.0,0.0,,,,,,,,,,,15095592960.0,,,,,,,,,,,,,,,,,,,,,11564623872.0,,,,,,,,,,,,,,,,,,,,,,,,2875853.0,,,324112678912.0,,113333657600.0,1075973760.0,91462041600.0,,,,,,16288598528.0,,,,,,,,,,,,,,1746783104.0,448404320.0,58960224.0,,,,,,,,,,,,,2252898048.0,,19183724544.0,860176000.0,,,,,,8647488512.0,,,,,,,,,,0.0,,,,,,,,,,,,,1706367104.0,,,,7891686400.0,78006872.0,,132517380096.0,,162560573440.0,191595298816.0,324112678912.0
[011320],유니크,코스닥시장상장법인,303.0,자동차 신품 부품 제조업,12.0,2018-12-31,사업보고서,KRW,,,78421098496.0,18752643072.0,,,,4957760192.0,,33191604224.0,0.0,4422116352.0,,,,,,,,,,,,0.0,14730796032.0,,0.0,,,,,,,,,,,,,,,2366176768.0,,,,115955507200.0,5321495296.0,,,0.0,0.0,2190345984.0,,,,,,,,,,104667324416.0,,,,,,,,,,,,,,,,,,,,,1829716480.0,,,,,,,,,,,,,,,,,,,,,0.0,,,1833659648.0,,112959632.0,194376597504.0,,84149207040.0,,21434875904.0,,,,,,50779238400.0,,,,,,,,,,,,,,342583104.0,,877604736.0,,,,,,,,,,,,,1553615360.0,,20585187328.0,,,,,,,16083260416.0,,,,,,,,,,2046358528.0,,,,,,,,,,,,1269736576.0,,,,,,1185831680.0,,104734392320.0,,67829645312.0,89642205184.0,194376597504.0
[086390],유니테스트,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2018-12-31,사업보고서,KRW,,,132989018112.0,79875457024.0,,,,1088408576.0,,14425217024.0,0.0,,,,,,,,,,,,,5734320.0,30467973120.0,,0.0,,,,,,,,,,,,,,,3621482240.0,,,,56875560960.0,9817549376.0,,,0.0,0.0,,,,,,,,,,,33158481920.0,,,,,,,,,,,,,,,,,,,,,8868438016.0,,,,,,,,,,,,,,,,,,,,,,,,4482833408.0,,253155264.0,189864591360.0,,31370221568.0,,,,,,,,6796951992.0,,,,,,,,,,,,,,11515599872.0,,,,,,,,,,,,,,,,,17383962624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100807168.0,,,48754184192.0,,106634346496.0,141110394880.0,189864591360.0
[241690],유니테크노,코스닥시장상장법인,303.0,자동차 신품 부품 제조업,12.0,2018-12-31,사업보고서,KRW,,,44423245824.0,19921283072.0,,,,360000000.0,670606016.0,10388256768.0,0.0,,,,,,,,,,,,,21393090.0,8902323200.0,,0.0,,,,,,,,,,,,,,,4159381760.0,,,,65445859328.0,2487402752.0,155791008.0,,0.0,0.0,,,,,,,,,,,60180291584.0,,,,,,,,,,,,,,,,,,,,,2544179200.0,,,,,,,,,,,,,,,,,,,,,,,,,,78192152.0,109869105152.0,,18126397440.0,8096981504.0,,,,,,,4194929920.0,,,,,,,,,,,,,,910082688.0,,301625440.0,,,,,,,,,,,,,3945395968.0,,27998185472.0,15188909.0,,,,,,27072596992.0,,,,,,,,,,,,,,,,,,,,,,46232060.0,,,,,864167296.0,,,46124580864.0,,43093413888.0,63744520192.0,109869105152.0
[142210],유니트론텍,코스닥시장상장법인,465.0,기계장비 및 관련 물품 도매업,12.0,2018-12-31,사업보고서,KRW,,,84972552192.0,8976185344.0,,,,1114418944.0,,35519602688.0,0.0,,,,,,,,,,,,,732900.0,31286317056.0,,0.0,,,,,,,,,,,,,,,8075299840.0,,,,18794991616.0,14777469312.0,,,0.0,0.0,,,,,,,,,,,294233728.0,,,,,,,,,,,,,,,,,,,,,2034977152.0,,,,,,,,,,,,,,,,,,,,,56379652.0,,,1631932160.0,,0.0,103767547904.0,,53520945152.0,,13436779520.0,,,,,,38645778944.0,,,,,,,,,,,,,,770107584.0,,,,,,,,,,,,0.0,,,668279424.0,,10016738304.0,,,,,,,9825886656.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,190851472.0,,,63537684480.0,,31397271552.0,40229863424.0,103767547904.0
