종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,재무상태표 [abstract],자산 [abstract],유동자산,현금및현금성자산,현금,현금성자산,정부보조금,금융자산(유동),매출채권 및 기타유동채권,매출채권,대손충당금(유동),단기미수금,공사미수금,분양미수금,대행미수금,단기미수수익,단기선급금,부가가치세대급금,단기선급비용,단기선급공사원가,단기공사유보금,단기미청구공사,유동계약자산,당기법인세자산,재고자산,원재료,재고자산평가충당금,시험재료,상품,소모품,재공품,제품,반제품,저장품,미착품,부산물,완성주택,용지,기타재고,유동확정계약자산,유동생물자산,기타유동자산,유동배출권,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 유동 비현금담보물,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,비유동자산,금융자산(비유동),장기매출채권 및 기타비유동채권,장기매출채권,현재가치할인차금,대손충당금(비유동),장기미수금,장기공사미수금,장기분양미수금,장기대행미수금,장기미수수익,장기선급금,장기선급비용,장기미청구공사,비유동계약자산,장기공사유보금,유형자산,토지,건물,건물부대설비,시설물,구축물,기계장치,차량운반구,공급설비,전산장비/전산설비,공구와기구,사용권자산,임차구축물,집기,사무용비품,유형탐사평가자산,건설중인자산,렌탈자산,선박,기타유형자산,영업권,영업권 이외의 무형자산,브랜드명,무형탐사평가자산,제호와 출판표제,컴퓨터소프트웨어,라이선스와 프랜차이즈,"저작권, 특허권, 기타 산업재산권, 용역운영권","조리법, 공식, 모형, 설계 및 시제품",실용신안권,전신전화가입권,완성프로그램,미완성프로그램,사용수익기부자산,전산자동화개발,차지권,채굴권,토지사용권,개발 중인 무형자산,비유동배출권,기타무형자산,비유동확정계약자산,퇴직급여운용자산/퇴직연금운용자산,퇴직보험예치금,비유동생물자산,이연법인세자산,양수자가 계약이나 관행에 따라 담보물을 매도하거나 다시 담보로 제공할 권리를 가지고 있는 비유동 비현금담보물,기타비유동자산,자산총계,부채 [abstract],유동부채,매입채무 및 기타유동채무,단기매입채무,단기초과청구공사,유동계약부채,단기미지급금,미지급배당금,단기미지급비용,금융부채(유동),단기기타보증금,단기예수금,추심예수금,부가가치세예수금,단기예수보증금,단기선수금,공사선수금,분양선수금,단기이연수익,단기선수수익,단기선수임대료,유동성장기미지급금,미지급법인세,당기법인세부채,유동확정계약부채,유동충당부채,유동종업원급여충당부채,유동판매보증충당부채,유동하자보수충당부채,유동반품충당부채,유동공사손실충당부채,단기제품보증충당부채,단기구조조정충당부채,단기법적소송충당부채,단기손실부담계약충당부채,"단기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타단기충당부채,매각예정으로 분류된 처분자산집단에 포함된 부채,기타유동부채,유동배출부채,비유동부채,장기매입채무 및 기타비유동채무,장기매입채무,장기초과청구공사,비유동계약부채,장기미지급금,장기미지급비용,금융부채(비유동),장기기타보증금,장기예수금,장기예수보증금,장기선수금,장기공사선수금,장기이연수익,장기선수수익,장기선수임대료,비유동확정계약부채,비유동충당부채,비유동종업원급여충당부채,비유동반품충당부채,비유동하자보수충당부채,비유동판매보증충당부채,비유동공사손실충당부채,장기제품보증충당부채,장기구조조정충당부채,장기법적소송충당부채,장기손실부담계약충당부채,"장기 사후처리, 복구, 정화 비용을 위한 충당부채",그 밖의 기타장기충당부채,퇴직급여부채,확정급여채무의현재가치,사외적립자산의공정가치,퇴직급여운용자산/퇴직연금운용자산(부채),퇴직보험예치금(부채),이연법인세부채,기타비유동부채,비유동배출부채,부채총계,자본 [abstract],이익잉여금(결손금),자본총계,자본과부채총계
[230980],솔트웍스,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2019-12-31,사업보고서,KRW,,,16743418880.0,10484902912.0,,,,217882800.0,,1564180864.0,0.0,,,,,,,,,,,,,28647690.0,4238117632.0,,0.0,,,,,,,,,,,,,,,184893280.0,,,,16751514624.0,10345555456.0,,,0.0,0.0,,,,,,,,,,,5666022400.0,,,,,,,,,,,167746912.0,,,,,,,,,,323739040.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,244429360.0,33494933504.0,,22203451392.0,342002752.0,,,5419749376.0,,,,15285577224.0,,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,,,,,726065664.0,,394302112.0,,,,,,,75345824.0,,,,,,,,,,,,,,,,,,,,,,318956288.0,,,,,,0.0,,22597752832.0,,-12495223808.0,10897180672.0,33494933504.0
[004430],송원산업,유가증권시장상장법인,204.0,기타 화학제품 제조업,12.0,2019-12-31,사업보고서,KRW,,,398768996352.0,63132000256.0,,,,1403000064.0,128166002688.0,,0.0,,,,,,,,,,,,,1516000000.0,196996005888.0,,0.0,,,,,,,,,,,,,,,7555999744.0,,,,495554985984.0,16785999872.0,,,0.0,0.0,,,,,,,,,,,439452008448.0,,,,,,,,,,,20800000000.0,,,,,,,,,,14629999616.0,,,,,,,,,,,,,,,,,,,,,,,,3792000000.0,,95000000.0,894323982336.0,,293374001152.0,98910003200.0,,,,,,,175894003968.0,,,,,,,,,,,,,,16131000320.0,,,,,,,,,,,,,,,2439000064.0,,165369004032.0,,,,,,,92792995584.0,,,,,,,,,,,5688000000.0,,,,,,,,,,,30251999232.0,,,,,36178001920.0,458000000.0,,458742988800.0,,372745011200.0,435580993536.0,894323982336.0
[086980],쇼박스,코스닥시장상장법인,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,2019-12-31,사업보고서,KRW,,,112081166336.0,6832196608.0,,,,43554669312.0,,4684785152.0,0.0,,,,,,,,,,,,,222211680.0,,,0.0,,,,,,,,,,,,,,,56787304448.0,,,,53170171904.0,,,1622485760.0,0.0,0.0,,,,,,,,,,,475098784.0,,,,,,,,,,,2438383872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3390114816.0,,,,,2563788288.0,,27576778752.0,165251334144.0,,21569159168.0,2656511232.0,,,,,,,15715844928.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3196802304.0,,3021855744.0,360548736.0,,,,,,2278514944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,188550000.0,,24591013888.0,,72699011072.0,140660326400.0,165251334144.0
[017550],수산중공업,유가증권시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2019-12-31,사업보고서,KRW,,,85858729984.0,9149777920.0,,,,,29600466944.0,,0.0,,,,,,,,,,,,,,45340733440.0,,0.0,,,,,,,,,,,,,,,1452090624.0,,,,97300611072.0,,,,0.0,0.0,,,,,,,,,,,66645278720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8345952256.0,,,,,,,,183159341056.0,,54236753920.0,11388293120.0,,,,,,,38018924568.0,,,,,,,,,,,,,1196768768.0,,,,,1847826944.0,,,,,,,,,,,1784941696.0,,28566446080.0,,,,,,,23175449410.0,,,,,,,,,,,,,,,,,,,,,,2995933952.0,,,,,2050778112.0,344284640.0,,82803204096.0,,72907530240.0,100356145152.0,183159341056.0
[084180],수성,코스닥시장상장법인,291.0,일반 목적용 기계 제조업,12.0,2019-12-31,사업보고서,KRW,,,13819279360.0,2005506048.0,,,,34103000.0,7039298560.0,,0.0,,,,,,,,,,,,,23018120.0,4447564288.0,,0.0,,,,,,,,,,,,,,,269789312.0,,,0.0,33474482176.0,370108432.0,546000000.0,,0.0,0.0,,,,,,,,,,,32359725056.0,,,,,,,,,,,,,,,,,,,,,198649872.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,47293763584.0,,21121337344.0,2376344320.0,,,,,,,17506568944.0,,,,,,,,,,,,,,,,714120640.0,,,,,,,,,,,,,524304192.0,,9903594496.0,,,,,,,9691552896.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31024932864.0,,-19187982336.0,16268828672.0,47293763584.0
[253840],수젠텍,코스닥시장상장법인,213.0,의료용품 및 기타 의약 관련제품 제조업,12.0,2019-12-31,사업보고서,KRW,,,32582957056.0,2632066560.0,,,,26926259704.0,1156778112.0,,0.0,,,,,,,,,,,,,49133992.0,1394065792.0,,0.0,,,,,,,,,,,,,,,424651680.0,,,,12837189632.0,,12855614.0,,0.0,0.0,,,,,,,,,,,12609641472.0,,,,,,,,,,,,,,,,,,,,,214692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,45420146688.0,,15825751040.0,449353536.0,,,,,,,15321031676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55366184.0,,5274516992.0,586656320.0,,,,,,3976414336.0,,,,,,,,,,,,,,,,,,,,,,346003232.0,,,,,365442976.0,,,21100267520.0,,-88517238784.0,24319877120.0,45420146688.0
[058530],슈펙스비앤피,코스닥시장상장법인,464.0,생활용품 도매업,12.0,2019-12-31,사업보고서,KRW,,,34099314688.0,5858829312.0,,,,20203707392.0,9570504704.0,,0.0,,,,,,,,,,,,,41878520.0,3399865856.0,,0.0,,,,,,,,,,,,,,,2376382720.0,,,,118230196224.0,30150681624.0,,,0.0,0.0,,,,,,,,,,,100724228096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152329519104.0,,44963782656.0,42035486720.0,1582484992.0,,99305816.0,2416302592.0,,479099296.0,36818450352.0,,81790064.0,,,20200000.0,1276446976.0,,,,,,,,,,2559000064.0,,,,,,,,2559000064.0,,,,,,,51516755968.0,48079159296.0,,,,723360000.0,,47355796032.0,,,,,,,,,,,,,,,,,,,,,,1160974720.0,,,,,2276622848.0,,,96480542720.0,,-24593334272.0,55848972288.0,152329519104.0
[236200],슈프리마,코스닥시장상장법인,264.0,통신 및 방송 장비 제조업,12.0,2019-12-31,사업보고서,KRW,,,88271675392.0,15603075072.0,,,,48325624512.0,,10098895872.0,0.0,,,,,,,,,,,,,,12668604416.0,,0.0,,,,,,,,,,,,57387216.0,,,1518089216.0,,,,60282138624.0,46206783792.0,,,0.0,0.0,,,,,,,,,,,5401223168.0,,,,,,,,,,,164746512.0,,,,,,,,,,6954461184.0,,,,,,,,,,,,,,,,,,,,,,,,1554922496.0,,,148553809920.0,,11374252032.0,4569482752.0,,,,,,,0.0,,,,,,,,,,,,,3265040640.0,,,161228272.0,2434742016.0,,,,,,,,,,,,943758336.0,,785363200.0,785363200.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12159616000.0,,57552900096.0,136394194944.0,148553809920.0
[317770],슈프리마아이디,코스닥시장상장법인,262.0,전자부품 제조업,12.0,2019-12-31,사업보고서,KRW,,,38063923200.0,6118383104.0,,,,26336212976.0,,1120634880.0,0.0,,,,,,,,,,,,,358805536.0,3791740672.0,,0.0,,,,,,,,,,,,,,,338146176.0,,,,3693458944.0,942762256.0,,,0.0,0.0,,,,,,,,,,,1750739072.0,,,,,,,,,,,,,,,,,,,,,392612256.0,,,,,,,,,,,,,,,,,,,,,,,,588977280.0,,18368076.0,41757384704.0,,1056611840.0,465411616.0,,,,,,,151947840.0,,,,,,,,,,,,,,0.0,,,88178352.0,,,,,,,,,,,,351074048.0,,469388224.0,,,,,,,469388224.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526000128.0,,5691252224.0,40231383040.0,41757384704.0
[094840],슈프리마에이치큐,코스닥시장상장법인,264.0,통신 및 방송 장비 제조업,12.0,2019-12-31,사업보고서,KRW,,,86277562368.0,11638847488.0,,,,66033886464.0,,2479756544.0,0.0,0.0,,,,,,,,,,,,0.0,5686944768.0,,0.0,,,,,,,,,,,,,,,438123392.0,,,,88163581952.0,80155937536.0,,,0.0,0.0,,,,,,,991084416.0,,,,5835895808.0,,,,,,,,,,,,,,,,,,,,,1162295552.0,,,,,,,,,,,,,,,,,,,,,,,,,,18368076.0,174441136128.0,,4610594816.0,2019527040.0,,,,,,,195024480.0,,,,,,,,,,,,,,875450112.0,,0.0,610979584.0,,,,,,,,,,,,909613440.0,,6087662080.0,3000000000.0,,,,,,487684480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2599977472.0,,,10698256384.0,,116692942848.0,163742892032.0,174441136128.0
[192440],슈피겐코리아,코스닥시장상장법인,339.0,그 외 기타 제품 제조업,12.0,2019-12-31,사업보고서,KRW,,,186186596352.0,51650740224.0,,,,133947351040.0,,16761213952.0,0.0,,,,,,,,,,,,,8657474560.0,31204777984.0,,0.0,,,,,,,,,,,,,,,10938708992.0,,,,160063963136.0,127213548288.0,,,0.0,0.0,,,,,,,,,,,45582987264.0,,,,,,,,,,,13661003776.0,,,,,,,,,,17848154112.0,,,,,,,,,,,,,,,,,,,,,,,,5869765120.0,,554977152.0,346250543104.0,,36082814976.0,12679505920.0,6890505728.0,,,,,,30921772376.0,,,,,,,,,,,,,,6533176832.0,,40226804.0,,,,,,,,,,,,,2536469760.0,,15558987776.0,,,,,,,11313298944.0,,,,,,,,,,248238144.0,,,,,,,,,,248238144.0,,2970931200.0,,,,,1026519040.0,,,51641802752.0,,242016010240.0,294608732160.0,346250543104.0
[099440],스맥,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2019-12-31,사업보고서,KRW,,,127438086144.0,5709112832.0,,,,6198000128.0,41892904960.0,,0.0,,,,,,,,,,,,,,73638076416.0,,0.0,,,,,,,,,,,,,,,,,,,97603403776.0,6009342464.0,3136849920.0,,0.0,0.0,,,,,,,,,,,76119506944.0,,,,,,,,,,,,,,,,,,,,8516668416.0,1503748736.0,,,,,,,,,,,,,,,,,,,,,,,,2317292032.0,,,225041498112.0,,99541884928.0,20861618176.0,,,,,,,78481949184.0,,,,,,,,,,,,,8164747.0,,,,,,,,,,,,,,190157104.0,,,,28911095808.0,656366336.0,,,,,,27314913664.0,,,,,,,,,,,,,,,,,,,,,,939814144.0,,,,,,,,128452984832.0,,2018881664.0,96588513280.0,225041498112.0
[159910],스킨앤스킨,코스닥시장상장법인,204.0,기타 화학제품 제조업,12.0,2019-12-31,사업보고서,KRW,,,27208488960.0,20084310016.0,,,,,2273756160.0,,0.0,,,,,,,,,,,,,13359500.0,2212685312.0,,0.0,,,,,,,,,,,,,,,1059893952.0,,,,24480790528.0,17629889536.0,,,0.0,0.0,,,,,,,,,,,6299724800.0,,,,,,,,,,,539470912.0,,,,,,,,,,11705309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,51689279488.0,,11731310592.0,3925231616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236323360.0,,2079128960.0,,,,,,,785992480.0,,,,,,,,,,,,,,,,,,401229664.0,,,,891906816.0,,,,,,,,13810439168.0,,-60261896192.0,37878841344.0,51689279488.0
[158310],스타모빌리티,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2019-12-31,사업보고서,KRW,,,45497376768.0,12584377344.0,,,,4154482944.0,,7196870656.0,0.0,,,,,,,,,,,,,,910727232.0,,0.0,,,,,,,,,,,,,,,20650921984.0,,,,28917223424.0,19705922304.0,,0.0,0.0,0.0,,,,,,,,,,,6450695168.0,,,,,,,,,,,,,,,,,,,,,2760605952.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,74414604288.0,,44727119872.0,,219549600.0,,,,,,43147463168.0,,,,,,,,,,,,,,,,,,,6228986.0,,,,,,,,,,1353874944.0,,401826784.0,,,,,,,382707392.0,,,,,,,,,,,,,,,,,,,,,,19119376.0,,,,,,,,45128945664.0,,-27056934912.0,29285656576.0,74414604288.0
[115570],스타플렉스,코스닥시장상장법인,222.0,플라스틱제품 제조업,12.0,2019-12-31,사업보고서,KRW,,,51652390912.0,3224389888.0,,,,1156419712.0,17922940928.0,,0.0,,,,,,,,,,,,,34730.0,28547403776.0,,0.0,,,,,,,,,,,,,,,,,,801202176.0,84593885184.0,10979519588.0,2025481728.0,,0.0,0.0,,,,,,,,,,,62438322176.0,,,,,,,,,,,2029895808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94665808.0,,,,,6974899712.0,,51104696.0,136246280192.0,,56440692736.0,11019911168.0,,,,,,,44278729214.0,,,,,,,,,,,,,,1142054528.0,,,,,,,,,,,,,,,,,25998927872.0,332000000.0,,,,,,24194755468.0,,,,,,,,,,0.0,,,,,,,,,,,,1472172928.0,,,,,,,,82439618560.0,,36143996928.0,53806657536.0,136246280192.0
[253450],스튜디오드래곤,코스닥시장상장법인,591.0,"영화, 비디오물, 방송프로그램 제작 및 배급업",12.0,2019-12-31,사업보고서,KRW,,,244495286272.0,59833974784.0,,,,56722689280.0,,83583369216.0,0.0,,,,,,,2826420736.0,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,386417408.0,,,,337061806080.0,13412239872.0,20386916352.0,,0.0,0.0,,,,,,46934863872.0,,,,,1207541504.0,,,,,,,,,,,6749867520.0,,,,,,,,,,233142288384.0,,,,,,,,,,,,,,,,,,,,,,,,14894184448.0,,,581557092352.0,,145149575168.0,,,,,46001123328.0,,,1991633792.0,,,,,,,,,,72451448832.0,,,3390412288.0,,,,,,,,,,,,,,,,,,8157332480.0,,,,,,,7939524096.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,153306906624.0,,93540474880.0,428250202112.0,581557092352.0
[013810],스페코,코스닥시장상장법인,292.0,특수 목적용 기계 제조업,12.0,2019-12-31,사업보고서,KRW,,,52956528640.0,12025186304.0,,,,4712007168.0,15017512960.0,15017512960.0,0.0,,,,,,,,,,,,,4841818.0,11765256192.0,,0.0,,,,,,,,,,,,,,,8838081536.0,,,,34839035904.0,44985641184.0,,,0.0,0.0,,,,,,,,,,,10425571328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119272728.0,,,,,1416084480.0,,,87795564544.0,,39546007552.0,22037440512.0,5570595328.0,,,2285499136.0,,,14181344992.0,,,,,,,,,,,,,,682017088.0,,,,,,,,,,,,,,,15605048320.0,,6538555904.0,5069936640.0,,,,760366.0,,5069176232.0,,,,,,,,,,,,,,,,,,,,,378332992.0,,,,-1090286080.0,,,,,46084562944.0,,17206532096.0,41710997504.0,87795564544.0
[020710],시공테크,코스닥시장상장법인,732.0,전문 디자인업,12.0,2019-12-31,사업보고서,KRW,,,74115162112.0,20794572800.0,,,,26964985088.0,16622431232.0,,0.0,,,,,,,,,,,,9226514432.0,,159288032.0,,0.0,,,,,,,,,,,,,,,347364160.0,,,,81106632704.0,51772584320.0,,,0.0,0.0,,,,,,,,,,,26346618880.0,,,,,,,,,,,,,,,,,,,,,1288657152.0,,,,,,,,,,,,,,,,,,,,,,,,1666566784.0,,32200000.0,155221786624.0,,41924845568.0,16017378304.0,,,19105269760.0,,,,,,,,,,,,,,,,,,1769089792.0,,,,,,,,,,,,,,,2195951360.0,,4948993536.0,,,,,,,884359488.0,,,,,,,,,,,,,,,,,,,,,,921277568.0,,,,,2637864960.0,505491584.0,,46873841664.0,,72881463296.0,108347949056.0,155221786624.0
[033170],시그네틱스,코스닥시장상장법인,261.0,반도체 제조업,12.0,2019-12-31,사업보고서,KRW,,,46670245888.0,7764190720.0,,,,110000000.0,22923141120.0,,0.0,,,,,,,,,,,,1466237440.0,9028582.0,14352976896.0,,0.0,,,,,,,,,,,,,,,44668560.0,,,,139205312512.0,26868515360.0,,,0.0,0.0,,,,,,,,,,,110091141120.0,,,,,,,,,,,246409968.0,,,,,,,,,,276000000.0,,,,,,,,,,,,,,,,,,,,,,,,1723254528.0,,,185875562496.0,,27488763904.0,21368373248.0,,,,,,,1688505920.0,,,,,,,,,,,,,,0.0,,4102021632.0,,,,,,,,,,,,,329862720.0,,18927833088.0,91462200.0,,,,,,13168578752.0,,,,,,,,,,,,,,,,,,,,,,5667792896.0,,,,,0.0,,,46416596992.0,,38979915776.0,139458969600.0,185875562496.0
[048870],시너지이노베이션,코스닥시장상장법인,271.0,의료용 기기 제조업,12.0,2019-12-31,사업보고서,KRW,,,43710836736.0,11269089280.0,,,,6929999872.0,13768233984.0,,0.0,,,,,,,,,,,,,60049568.0,10812605440.0,,0.0,,,,,,,,,,,,,,,870857536.0,,,,103584153600.0,,165287392.0,,0.0,0.0,,,,,,,,,,,23136413696.0,,,,,,,,,,,,,,,,,,,,,16141722624.0,,,,,,,,,,,,,,,,,,,,,,,,2132664448.0,,159149200.0,147294978048.0,,49130418176.0,7465681408.0,,,,,,,40502386880.0,,,,,,,,,,,,,,184598352.0,,,,,,,,,,,,,,,977753728.0,,5489350656.0,11050532.0,,,,,,3986136704.0,,,,,,,,,,,,,,,,,,,,,647072448.0,,298371584.0,,,,546719488.0,,,54619770880.0,,-85191516160.0,92675211264.0,147294978048.0
[025320],시노펙스,코스닥시장상장법인,262.0,전자부품 제조업,12.0,2019-12-31,사업보고서,KRW,,,73459556352.0,30280749056.0,,,,1488506496.0,,18581706752.0,0.0,,,,,,,,,,,,,,19580565504.0,,0.0,,,,,,,,,,,,,,,3528030720.0,,,,80097034240.0,4007500908.0,3497107200.0,,0.0,0.0,,,,,,,,,,,68857962496.0,,,,,,,,,,,123597248.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320251648.0,,,,,290613824.0,,,153556598784.0,,55123214336.0,,21767391232.0,,,,,,26524585760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6831238144.0,,15806278656.0,,,,,,,9244897928.0,,,,,,,,,,,,,,,,,,,,,,4968179200.0,,,,,1402576128.0,190626000.0,,70929489920.0,,-32499419136.0,82627100672.0,153556598784.0
[269620],시스웍,코스닥시장상장법인,272.0,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",12.0,2019-12-31,사업보고서,KRW,,,27457789952.0,15284134912.0,,,,642219712.0,824718528.0,7116255232.0,0.0,,,,,,,,,,,,,20151732.0,3324351488.0,,0.0,,,,,,,,,,,,,,,245958928.0,,,,21926844416.0,17799832416.0,,,0.0,0.0,,,,,,,,,,,3562818560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564084032.0,,,,,0.0,,110000.0,49384636416.0,,1410317824.0,200503456.0,846025728.0,,,,,,0.0,,,,,,,,,,,,,,0.0,,78600000.0,,,,,,,,,,,,,285188704.0,,8980627456.0,120000000.0,,,,,,8790390720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70236800.0,0.0,,10390945792.0,,24178077696.0,38993690624.0,49384636416.0
[131090],시큐브,코스닥시장상장법인,582.0,소프트웨어 개발 및 공급업,12.0,2019-12-31,사업보고서,KRW,,,30645245952.0,18399997952.0,,,,7214623920.0,,4542776832.0,0.0,,,,,,,,,,,,,19212030.0,1023586.0,,0.0,,,,,,,,,,,,,,,467611936.0,,,,6700416000.0,102217582.0,,,0.0,0.0,,,,,,,,,,,3722847488.0,,,,,,,,,,,,,,,,,,,,,2538740736.0,,,,,,,,,,,,,,,,,,,,,,,,336609952.0,,,37345660928.0,,5625113088.0,,3516259840.0,,,999920576.0,,428981184.0,38354572.0,,,,,,,,,,,,,,117748456.0,,,,,,,,,,,,,,,523848576.0,,135553408.0,,,,,,,135553408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5760666624.0,,25380126720.0,31584995328.0,37345660928.0
[016590],신대양제지,유가증권시장상장법인,172.0,"골판지, 종이 상자 및 종이 용기 제조업",12.0,2019-12-31,사업보고서,KRW,,,244296482816.0,3932022016.0,,,,88729985024.0,114967953408.0,,0.0,,,,,,,,,,,,,,33828253696.0,,0.0,,,,,,,,,,,,,,,2838269696.0,,,,524307595264.0,1146329088.0,,,0.0,0.0,,,,,,,,,,,517638586368.0,,,,,,,,,,,1630499200.0,,,,,,,,,,3880095488.0,,,,,,,,,,,,,,,,,,,,,,,,,,12078000.0,768604045312.0,,103697686528.0,41442930688.0,,,,,,,47020473344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15234282496.0,,91120451584.0,,,,,,,39318235712.0,,,,,,,,,,,,,,,,,,,,,,6384557056.0,,,,,45417660416.0,,,194818129920.0,,377398231040.0,573785964544.0,768604045312.0
[029530],신도리코,유가증권시장상장법인,263.0,컴퓨터 및 주변장치 제조업,12.0,2019-12-31,사업보고서,KRW,,,774746865664.0,114321555456.0,,,,557678723072.0,48880349184.0,,0.0,,,,,,,,,,,,,,52633104384.0,,0.0,,,,,,,,,,,,,,,1233167744.0,,,,172757188608.0,42620811550.0,,,0.0,0.0,,,,,,,,,,,124227911680.0,,,,,,,,,,,,,,,,,,,,4978459648.0,220137024.0,,,,,,,,,,,,,,,,,,,,,,,,707528576.0,,2343520.0,947504087040.0,,62483865600.0,41962803200.0,,,,,,,9520032768.0,,,,,,,,,,,,,,3373337344.0,,1010480896.0,,,,,,,,,,,,,6617208832.0,,14383598592.0,,,,,,,1881132544.0,,,,,,,,,,,,,,,,,,,,,,7218242560.0,,,,,1083064704.0,4201158400.0,,76867461120.0,,718414348288.0,870636584960.0,947504087040.0
[004970],신라교역,유가증권시장상장법인,31.0,어로 어업,12.0,2019-12-31,사업보고서,KRW,,,225031192576.0,34251100160.0,,,,68433107968.0,,6645150208.0,0.0,29854873600.0,,,,,,,,,,,,1599101568.0,36588818432.0,,0.0,,,,,,,,,,,,,,,17374486528.0,,,0.0,394896769024.0,104182515200.0,51445657600.0,,0.0,0.0,,,,,,,,,,,138843635712.0,,,,,,,,,,,2430798592.0,,,,,,,,,,48764649472.0,,,,,,,,,,,,,,,,,,,,,,,,586349504.0,,1178006912.0,619927961600.0,,81135280128.0,,26792935424.0,,,10747695104.0,,,39339978752.0,,,,,,,,,,,,,,613311936.0,,,,,,,,,,,,,,,1992716544.0,,20661413888.0,2727830016.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,504126304.0,,,,,14018051072.0,3411406336.0,,101796691968.0,,504243322880.0,518131286016.0,619927961600.0
[025870],신라에스지,코스닥시장상장법인,463.0,음ㆍ식료품 및 담배 도매업,12.0,2019-12-31,사업보고서,KRW,,,19858337792.0,5262625792.0,,,,226626912.0,2383563776.0,,0.0,,,,,,,,,,,,,175120.0,11860591616.0,,0.0,,,,,,,,,,,,,,,124754912.0,,,,28176936960.0,10440715776.0,,,0.0,0.0,,,,,,,,,,,15848534016.0,,,,,,,,,,,39055840.0,,,,,,,,,,1848632064.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,48035274752.0,,22545833984.0,2933916160.0,,,,,,,18679839956.0,,,,,,,,,,,,,,250025376.0,,,,,,,,,,,,,,,682052480.0,,9635582976.0,0.0,,,,,,4944753424.0,,,,,,,,,,,,,,,,,,,,,,753275904.0,,,,,1760169984.0,2177383936.0,,32181417984.0,,2677562368.0,15853858816.0,48035274752.0
[215600],신라젠,코스닥시장상장법인,701.0,자연과학 및 공학 연구개발업,12.0,2019-12-31,사업보고서,KRW,,,53916483584.0,7999650816.0,,,,41279940608.0,4003288320.0,,0.0,,,,,,,,,,,,,417439136.0,,,0.0,,,,,,,,,,,,,,,216164864.0,,,,15828545536.0,11832657408.0,,,0.0,0.0,,,,,,,,,,,1889332608.0,,,,,,,,,,,1173979520.0,,,,,,,,,,679296448.0,,,,,,,,,,,,,,,,,,,,,,,,,,253279440.0,69745033216.0,,8220611072.0,5851687424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1676669952.0,,531889728.0,,,,,,,524951968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6937769.0,,8752500736.0,,-333319503872.0,60992528384.0,69745033216.0
