,c0,c1,c2,c3,c4
1119,,,,,경동나비엔
1120,,,,,경동나비엔
1121,,,,,경동나비엔
1122,,,,,경동나비엔
1123,,,,경동도시가스,
1124,,,,경동도시가스,
1125,,,,경동도시가스,
1126,,,,,경동도시가스
1127,,,,,경동도시가스
1128,,,,경동도시가스,
1129,,,,경동도시가스,
1130,,,경동인베스트,,
1131,,,경동인베스트,,
1132,,,경동인베스트,,
1133,,,경동인베스트,,
1134,,,경동인베스트,,
1135,,,경동인베스트,,
1136,,,경동인베스트,,
1137,,,경동제약,,
1138,,경동제약,,,
1139,,,경동제약,,
1140,,,경동제약,,
1141,,,경동제약,,
1142,,,경동제약,,
1143,,,경동제약,,
1144,경방,,,,
1145,경방,,,,
1146,경방,,,,
1147,경방,,,,
1148,경방,,,,
1149,경방,,,,
1150,경방,,,,
1151,,,,,경인양행
1152,,,,,경인양행
1153,,,,,경인양행
1154,,,,,경인양행
1155,,,,,경인양행
1156,,,,,경인양행
1157,,,,,경인양행
1158,,경인전자,,,
1159,,경인전자,,,
1160,,경인전자,,,
1161,,경인전자,,,
1162,,경인전자,,,
1163,,경인전자,,,
1164,,경인전자,,,
1165,경창산업,,,,
1166,경창산업,,,,
1167,,,,경창산업,
1168,,,,경창산업,
1169,,,,경창산업,
1170,,,,경창산업,
1171,,,,경창산업,
1172,,,,계룡건설산업,
1173,,,,계룡건설산업,
1174,,,,계룡건설산업,
1175,,,,계룡건설산업,
1176,,,,계룡건설산업,
1177,,,,계룡건설산업,
1178,,,,계룡건설산업,
1179,,,,,고려산업
1180,,,,,고려산업
1181,,,,,고려산업
1182,,,,,고려산업
1183,,,,,고려산업
1184,,,,,고려산업
1185,,,,,고려산업
1186,,,,,고려신용정보
1187,,,,,고려신용정보
1188,,,,,고려신용정보
1189,고려신용정보,,,,
1190,고려신용정보,,,,
1191,고려신용정보,,,,
1192,,고려아연,,,
1193,,고려아연,,,
1194,,고려아연,,,
1195,,고려아연,,,
1196,,고려아연,,,
1197,,고려아연,,,
1198,,고려아연,,,
1199,,,고려제강,,
1200,,,고려제강,,
1201,,,고려제강,,
1202,,,고려제강,,
1203,,,고려제강,,
1204,,,고려제강,,
1205,,,고려제강,,
1206,,고영,,,
1207,,고영,,,
1208,,고영,,,
1209,,고영,,,
1210,,고영,,,
1211,,고영,,,
1212,,고영,,,
1213,,,,,골드퍼시픽
1214,,,,,골드퍼시픽
1215,,,,,골드퍼시픽
1216,,골든센츄리,,,
1217,,골든센츄리,,,
1218,,골든센츄리,,,
1219,,골든센츄리,,,
1220,,골든센츄리,,,
1221,,골든센츄리,,,
1222,,골프존,,,
1223,,,골프존,,
1224,,,골프존,,
1225,,,골프존,,
1226,,,골프존,,
1227,,,골프존,,
1228,골프존,,,,
1229,골프존뉴딘홀딩스,,,,
1230,골프존뉴딘홀딩스,,,,
1231,골프존뉴딘홀딩스,,,,
1232,골프존뉴딘홀딩스,,,,
1233,골프존뉴딘홀딩스,,,,
1234,골프존뉴딘홀딩스,,,,
1235,골프존뉴딘홀딩스,,,,
1236,,,,,광동제약
1237,,,,,광동제약
1238,,,,,광동제약
1239,,,,,광동제약
1240,,,,,광동제약
1241,,,,,광동제약
1242,,,,,광동제약
1243,광림,,,,
1244,광림,,,,
1245,광림,,,,
1246,,,,광림,
1247,,,,광림,
1248,,,,광림,
1249,,,,광림,
1250,,,,,광명전기
1251,,,광명전기,,
1252,,,,,광명전기
1253,,,,,광명전기
1254,,,,,광명전기
1255,,,,,광명전기
1256,,,,,광명전기
1257,,광전자,,,
1258,,,광전자,,
1259,,광전자,,,
1260,,,광전자,,
1261,,광전자,,,
1262,,,광전자,,
1263,,,광전자,,
1264,,,,광진윈텍,
1265,광진윈텍,,,,
1266,광진윈텍,,,,
1267,광진윈텍,,,,
1268,광진윈텍,,,,
1269,광진윈텍,,,,
1270,광진윈텍,,,,
1271,구영테크,,,,
1272,구영테크,,,,
1273,구영테크,,,,
1274,구영테크,,,,
1275,구영테크,,,,
1276,구영테크,,,,
1277,구영테크,,,,
1278,,,,,국도화학
1279,,,,,국도화학
1280,,,,,국도화학
1281,,,,,국도화학
1282,,,,,국도화학
1283,,,국도화학,,
1284,,,,,국도화학
1285,,,,국동,
1286,,,,국동,
1287,,,,국동,
1288,,,,,국동
1289,,,,,국동
1290,,,,,국동
1291,,,,,국동
1292,,,,국보,
1293,,,,국보,
1294,,,,국보,
1295,,,,국보,
1296,,,,국보,
1297,,,,국보,
1298,,,,국보,
1299,,,,,국보디자인
1300,,,,,국보디자인
1301,,국보디자인,,,
1302,,,,,국보디자인
1303,,,,,국보디자인
1304,,,,,국보디자인
1305,,,,,국보디자인
1306,,,국순당,,
1307,,,국순당,,
1308,,,국순당,,
1309,,,국순당,,
1310,,,국순당,,
1311,,,국순당,,
1312,,,국순당,,
1313,,,,,국일제지
1314,국일제지,,,,
1315,,,,국일제지,
1316,,,,국일제지,
1317,,,,,국제약품
1318,,,,,국제약품
1319,,,,,국제약품
1320,,,,국제약품,
1321,국제약품,,,,
1322,,,,국제약품,
1323,국제약품,,,,
1324,,그리티,,,
1325,,그리티,,,
1326,,그리티,,,
1327,,그리티,,,
1328,,그리티,,,
1329,,그리티,,,
1330,,그리티,,,
1331,,,,그린플러스,
1332,그린플러스,,,,
1333,그린플러스,,,,
1334,,,,,그린플러스
1335,,,,,그린플러스
1336,,,,,극동유화
1337,,,극동유화,,
1338,,,극동유화,,
1339,,,극동유화,,
1340,,,극동유화,,
1341,,,극동유화,,
1342,,,극동유화,,
1343,,,,,글로벌에스엠
1344,,,,,글로벌에스엠
1345,,,,,글로벌에스엠
1346,,,,,글로벌에스엠
1347,,,,,글로벌에스엠
1348,,,,,글로벌에스엠
1349,,,,,글로벌에스엠
1350,,글로벌텍스프리,,,
1351,,,,,글로벌텍스프리
1352,,,,,글로벌텍스프리
1353,,,,,글로벌텍스프리
1354,,,,,글로벌텍스프리
1355,,,,,글로벌텍스프리
1356,,,,,글로벌텍스프리
1357,,글로스퍼랩스,,,
1358,,,,글로스퍼랩스,
1359,,,,글로스퍼랩스,
1360,,,,글로스퍼랩스,
1361,,,,글로스퍼랩스,
1362,,,,,글로스퍼랩스
1363,,,,글로스퍼랩스,
1364,금강공업,,,,
1365,금강공업,,,,
1366,,,,금강공업,
1367,,,,금강공업,
1368,,,,금강공업,
1369,,,,금강공업,
1370,,,,금강공업,
1371,,금강철강,,,
1372,,금강철강,,,
1373,,금강철강,,,
1374,,금강철강,,,
1375,,금강철강,,,
1376,,금강철강,,,
1377,,금강철강,,,
1378,금비,,,,
1379,,,금비,,
1380,,,금비,,
1381,,,금비,,
1382,,,금비,,
1383,금비,,,,
1384,,,,금양,
1385,,,,금양,
1386,,,,금양,
1387,,,,금양,
1388,,,,금양,
1389,,,,금양,
1390,,,,금양,
1391,금호석유화학,,,,
1392,금호석유화학,,,,
1393,금호석유화학,,,,
1394,금호석유화학,,,,
1395,금호석유화학,,,,
1396,금호석유화학,,,,
1397,금호석유화학,,,,
1398,,,,,금호에이치티
1399,,,,,금호에이치티
1400,,,,,금호에이치티
1401,,,,,금호에이치티
1402,,,,,금호에이치티
1403,,,,,금호에이치티
1404,,,,,금호에이치티
1405,,,,금호전기,
1406,,,,금호전기,
1407,,,,금호전기,
1408,,,,금호전기,
1409,,,,금호전기,
1410,,,,금호전기,
1411,,,,금호전기,
1412,,,,금호타이어,
1413,금호타이어,,,,
1414,금호타이어,,,,
1415,금호타이어,,,,
1416,금호타이어,,,,
1417,금호타이어,,,,
1418,금호타이어,,,,
1419,,금화피에스시,,,
1420,,금화피에스시,,,
1421,,금화피에스시,,,
1422,,금화피에스시,,,
1423,,금화피에스시,,,
1424,,금화피에스시,,,
1425,,금화피에스시,,,
1426,기가레인,,,,
1427,,,,기가레인,
1428,,,,기가레인,
1429,,,,기가레인,
1430,,,,기가레인,
1431,,,,기가레인,
1432,,,,기가레인,
1433,,,,,기산텔레콤
1434,,,,,기산텔레콤
1435,,,,,기산텔레콤
1436,,,,기산텔레콤,
1437,,,,기산텔레콤,
1438,,,,,기산텔레콤
1439,,,,,기산텔레콤
1440,,기신정기,,,
1441,,기신정기,,,
1442,,기신정기,,,
1443,,기신정기,,,
1444,,기신정기,,,
1445,,기신정기,,,
1446,기아자동차,,,,
1447,기아자동차,,,,
1448,기아자동차,,,,
1449,기아자동차,,,,
1450,기아자동차,,,,
1451,기아자동차,,,,
1452,기아자동차,,,,
1453,,까스텔바작,,,
1454,,까스텔바작,,,
1455,,까스텔바작,,,
1456,,까스텔바작,,,
1457,,까스텔바작,,,
1458,,까스텔바작,,,
1459,,,,깨끗한나라,
1460,,,,깨끗한나라,
1461,,,,깨끗한나라,
1462,,,,깨끗한나라,
1463,,,,깨끗한나라,
1464,깨끗한나라,,,,
1465,깨끗한나라,,,,
1466,,,,,나노
1467,,,,,나노
1468,,,,,나노
1469,,,,,나노
1470,,,,,나노
1471,나노,,,,
1472,나노,,,,
1473,,,,나노메딕스,
1474,,,,나노메딕스,
1475,,,,나노메딕스,
1476,나노메딕스,,,,
1477,나노메딕스,,,,
1478,나노메딕스,,,,
1479,,,,나노브릭,
1480,,,,나노브릭,
1481,나노브릭,,,,
1482,,,,,나노브릭
1483,,,,나노스,
1484,,,,나노스,
1485,,,,나노스,
1486,,,,나노스,
1487,,,,나노스,
1488,나노스,,,,
1489,나노스,,,,
1490,,나노신소재,,,
1491,,나노신소재,,,
1492,,나노신소재,,,
1493,,나노신소재,,,
1494,,나노신소재,,,
1495,,나노신소재,,,
1496,,나노신소재,,,
1497,,,,,나노엔텍
1498,,나노엔텍,,,
1499,,나노엔텍,,,
1500,,나노엔텍,,,
1501,,나노엔텍,,,
1502,,나노엔텍,,,
1503,,나노엔텍,,,
1504,,,,,나노캠텍
1505,,,,,나노캠텍
1506,,,,,나노캠텍
1507,,,,,나노캠텍
1508,,,나노캠텍,,
1509,,나노캠텍,,,
1510,,나노캠텍,,,
1511,,,,,나라엠앤디
1512,,,,,나라엠앤디
1513,,,,,나라엠앤디
1514,,,,나라엠앤디,
1515,,,,나라엠앤디,
1516,,,,나라엠앤디,
1517,,,,나라엠앤디,
1518,,,,나무가,
1519,,,,나무가,
1520,,,,나무가,
1521,,,,나무가,
1522,,,,나무가,
1523,,,,나무가,
1524,,,,나무가,
1525,,,,나무기술,
1526,,,,나무기술,
1527,,,,나무기술,
1528,,,,나무기술,
1529,,,,나무기술,
1530,,,,나무기술,
1531,,,,나무기술,
1532,,,,,나스미디어
1533,,,,,나스미디어
1534,,,,,나스미디어
1535,,,,,나스미디어
1536,,,,,나스미디어
1537,,,,,나스미디어
1538,,,,,나스미디어
1539,,나이스디앤비,,,
1540,,나이스디앤비,,,
1541,,나이스디앤비,,,
1542,,나이스디앤비,,,
1543,,나이스디앤비,,,
1544,,나이스디앤비,,,
1545,,나이스디앤비,,,
1546,,,,나이스정보통신,
1547,,,,나이스정보통신,
1548,,,,,나이스정보통신
1549,,,,나이스정보통신,
1550,,,,나이스정보통신,
1551,,,,나이스정보통신,
1552,,,,,나이스정보통신
1553,,,,남광토건,
1554,,,,남광토건,
1555,,,,남광토건,
1556,,,,남광토건,
1557,,,,남광토건,
1558,,,,남광토건,
1559,,,,남광토건,
1560,,,,,남선알미늄
1561,,,,,남선알미늄
1562,,,,,남선알미늄
1563,,,,,남선알미늄
1564,,,남선알미늄,,
1565,,,남선알미늄,,
1566,,,남선알미늄,,
1567,남성,,,,
1568,남성,,,,
1569,남성,,,,
1570,남성,,,,
1571,남성,,,,
1572,남성,,,,
1573,남성,,,,
1574,,남양유업,,,
1575,,남양유업,,,
1576,,남양유업,,,
1577,,남양유업,,,
1578,,남양유업,,,
1579,,남양유업,,,
1580,,남양유업,,,
1581,,,남영비비안,,
1582,,,남영비비안,,
1583,,,남영비비안,,
1584,,,남영비비안,,
1585,,,남영비비안,,
1586,,,남영비비안,,
1587,,,남영비비안,,
1588,,,남화토건,,
1589,,,남화토건,,
1590,,,남화토건,,
1591,,,남화토건,,
1592,,,남화토건,,
1593,,,남화토건,,
1594,,,남화토건,,
1595,,,,,내츄럴엔도텍
1596,,,,,내츄럴엔도텍
1597,내츄럴엔도텍,,,,
1598,내츄럴엔도텍,,,,
1599,내츄럴엔도텍,,,,
1600,내츄럴엔도텍,,,,
1601,,,,내츄럴엔도텍,
1602,,네스엠,,,
1603,,,,,네오셈
1604,,,,,네오셈
1605,,,,,네오셈
1606,,,네오셈,,
1607,,,,,네오셈
1608,,,,,네오셈
1609,,,,,네오셈
1610,,네오위즈,,,
1611,,,네오위즈,,
1612,,,네오위즈,,
1613,,,네오위즈,,
1614,,,네오위즈,,
1615,,,네오위즈,,
1616,,네오위즈,,,
1617,,네오위즈홀딩스,,,
1618,,네오위즈홀딩스,,,
1619,,,네오위즈홀딩스,,
1620,,,네오위즈홀딩스,,
1621,,,네오위즈홀딩스,,
1622,,네오위즈홀딩스,,,
1623,,네오위즈홀딩스,,,
1624,,,,네오크레마,
1625,,,네오크레마,,
1626,,네오크레마,,,
1627,,,네오크레마,,
1628,,,네오크레마,,
1629,네오티스,,,,
1630,,,,,네오티스
1631,,,,,네오티스
1632,네오티스,,,,
1633,네오티스,,,,
1634,,,,,네오티스
1635,네오티스,,,,
1636,,네오팜,,,
1637,,네오팜,,,
1638,,네오팜,,,
1639,,네오팜,,,
1640,,네오팜,,,
1641,,네오팜,,,
1642,,네오팜,,,
1643,,,,네오펙트,
1644,,네오펙트,,,
1645,,네오펙트,,,
1646,,,,,네오펙트
1647,,,,네오펙트,
1648,,,,네오펙트,
1649,,,,네오펙트,
1650,네패스,,,,
1651,네패스,,,,
1652,,,,,네패스
1653,네패스,,,,
1654,네패스,,,,
1655,네패스,,,,
1656,네패스,,,,
1657,,,넥센,,
1658,넥센,,,,
1659,넥센,,,,
1660,넥센,,,,
1661,넥센,,,,
1662,넥센,,,,
1663,넥센,,,,
1664,넥센타이어,,,,
1665,넥센타이어,,,,
1666,넥센타이어,,,,
1667,넥센타이어,,,,
1668,넥센타이어,,,,
1669,넥센타이어,,,,
1670,넥센타이어,,,,
1671,,,,,넥스트BT
1672,,,,,넥스트BT
1673,,,넥스트사이언스,,
1674,,,,넥스트사이언스,
1675,,,,넥스트사이언스,
1676,,,,넥스트사이언스,
1677,넥스트사이언스,,,,
1678,,,,,넥스트사이언스
1679,넥스트사이언스,,,,
1680,,,,,넥스트아이
1681,,,,,넥스트아이
1682,,,,,넥스트아이
1683,,,,,넥스트아이
1684,,,,,넥스트아이
1685,,,,,넥스트아이
1686,,,,,넥스트아이
1687,,,넥슨지티,,
1688,,,,,넥슨지티
1689,,,,,넥슨지티
1690,,,,,넥슨지티
1691,,,,,넥슨지티
1692,,,넥슨지티,,
1693,,,넥슨지티,,
1694,,,넵튠,,
1695,넵튠,,,,
1696,넵튠,,,,
1697,넵튠,,,,
1698,넵튠,,,,
1699,넵튠,,,,
1700,넵튠,,,,
1701,,넷마블,,,
1702,,,넷마블,,
1703,,,넷마블,,
1704,,,넷마블,,
1705,,,넷마블,,
1706,,,넷마블,,
1707,,,넷마블,,
1708,,,,노랑풍선,
1709,,,,노랑풍선,
1710,,,,,노랑풍선
1711,,,,,노랑풍선
1712,,,,,노랑풍선
1713,,,,,노랑풍선
1714,,,노랑풍선,,
1715,노루페인트,,,,
1716,노루페인트,,,,
1717,노루페인트,,,,
1718,노루페인트,,,,
1719,,,,,노루페인트
1720,노루페인트,,,,
1721,노루페인트,,,,
1722,,,,,노루홀딩스
1723,,,,,노루홀딩스
1724,,,,,노루홀딩스
1725,,,,,노루홀딩스
1726,,,,,노루홀딩스
1727,,,,,노루홀딩스
1728,,,,,노루홀딩스
1729,,노바렉스,,,
1730,,,노바렉스,,
1731,,,,,노바렉스
1732,,,노바렉스,,
1733,,,노바렉스,,
1734,,,,,노바렉스
1735,,,,,노바렉스
1736,,노바텍,,,
1737,,노바텍,,,
1738,,노바텍,,,
1739,,노바텍,,,
1740,,노바텍,,,
1741,,노바텍,,,
1742,,노바텍,,,
1743,,,,,노터스
1744,노터스,,,,
1745,,,노터스,,
1746,,,노터스,,
1747,,,녹십자,,
1748,,,녹십자,,
1749,,,녹십자,,
1750,,,녹십자,,
1751,,,,,녹십자
1752,,,,,녹십자
1753,,,녹십자,,
1754,,녹십자랩셀,,,
1755,,녹십자랩셀,,,
1756,,,녹십자랩셀,,
1757,,,녹십자랩셀,,
1758,,,녹십자랩셀,,
1759,,,,녹십자셀,
1760,녹십자셀,,,,
1761,녹십자셀,,,,
1762,녹십자셀,,,,
1763,녹십자셀,,,,
1764,녹십자셀,,,,
1765,녹십자셀,,,,
1766,,,,,녹십자엠에스
1767,,,,녹십자엠에스,
1768,,,,녹십자엠에스,
1769,,,,녹십자엠에스,
1770,,,,녹십자엠에스,
1771,,,,,녹십자엠에스
1772,,,,,녹십자엠에스
1773,,,,,녹십자홀딩스
1774,,,,,녹십자홀딩스
1775,녹십자홀딩스,,,,
1776,녹십자홀딩스,,,,
1777,녹십자홀딩스,,,,
1778,녹십자홀딩스,,,,
1779,녹십자홀딩스,,,,
1780,,,,녹원씨엔아이,
1781,,,,,녹원씨엔아이
1782,,,,,녹원씨엔아이
1783,,,,,녹원씨엔아이
1784,,,녹원씨엔아이,,
1785,,,녹원씨엔아이,,
1786,,,녹원씨엔아이,,
1787,,,농심,,
1788,,,농심,,
1789,,,농심,,
1790,,,농심,,
1791,,,농심,,
1792,,,농심,,
1793,,,농심,,
1794,,,농심홀딩스,,
1795,,,농심홀딩스,,
1796,,,농심홀딩스,,
1797,,,농심홀딩스,,
1798,,,농심홀딩스,,
1799,,,농심홀딩스,,
1800,,,농심홀딩스,,
1801,,,,,농업회사법인아시아종묘
1802,,,,,농업회사법인아시아종묘
1803,,,,,농업회사법인아시아종묘
1804,농업회사법인아시아종묘,,,,
1805,,,,농업회사법인아시아종묘,
1806,농업회사법인아시아종묘,,,,
1807,,농우바이오,,,
1808,,,,누리텔레콤,
1809,,,,,누리텔레콤
1810,,,,,누리텔레콤
1811,,,,,누리텔레콤
1812,,,,,누리텔레콤
1813,,,,,누리텔레콤
1814,,,,,누리텔레콤
1815,,,,,누리플랜
1816,누리플랜,,,,
1817,,,,,누리플랜
1818,,,,,누리플랜
1819,,,,누리플랜,
1820,,,,누리플랜,
1821,,,,누리플랜,
1822,,,,뉴로스,
1823,,,,뉴로스,
1824,,,,,뉴로스
1825,,,,,뉴로스
1826,,,,,뉴로스
1827,,,,뉴로스,
1828,,,,뉴로스,
1829,,,,뉴인텍,
1830,,,,뉴인텍,
1831,,,,뉴인텍,
1832,,,,뉴인텍,
1833,,,,뉴인텍,
1834,,,,,뉴인텍
1835,,,,,뉴인텍
1836,,,,,뉴지랩
1837,,,,,뉴지랩
1838,,,,,뉴지랩
1839,,뉴지랩,,,
1840,,,,,뉴지랩
1841,,,,,뉴지랩
1842,,,,,뉴지랩
1843,,,,,뉴트리
1844,,뉴트리,,,
1845,,뉴트리,,,
1846,,뉴트리,,,
1847,,뉴트리,,,
1848,,뉴트리,,,
1849,,,,,뉴트리
1850,,뉴파워프라즈마,,,
1851,,뉴파워프라즈마,,,
1852,,뉴파워프라즈마,,,
1853,,,뉴파워프라즈마,,
1854,,,뉴파워프라즈마,,
1855,,,뉴파워프라즈마,,
1856,,,뉴파워프라즈마,,
1857,,,,,뉴프라이드
1858,뉴프라이드,,,,
1859,뉴프라이드,,,,
1860,,,뉴프라이드,,
1861,뉴프라이드,,,,
1862,,,,뉴프라이드,
1863,,,,뉴프렉스,
1864,뉴프렉스,,,,
1865,뉴프렉스,,,,
1866,뉴프렉스,,,,
1867,뉴프렉스,,,,
1868,뉴프렉스,,,,
1869,,,,뉴프렉스,
1870,,다나와,,,
1871,,다나와,,,
1872,,다나와,,,
1873,,다나와,,,
1874,,다나와,,,
1875,,다나와,,,
1876,,다나와,,,
1877,,,,다날,
1878,,,,다날,
1879,,,,다날,
1880,,,,,다날
1881,,,,다날,
1882,,,,,다날
1883,,,,,다날
1884,,,,,다산네트웍스
1885,,,,,다산네트웍스
1886,,,,,다산네트웍스
1887,,,,,다산네트웍스
1888,,,,,다산네트웍스
1889,,,,,다산네트웍스
1890,,,,,다산네트웍스
1891,,,,,다스코
1892,,,,,다스코
1893,,,,,다스코
1894,,,,,다스코
1895,,,,,다스코
1896,,,,,다스코
1897,,,,,다스코
1898,,,,다우기술,
1899,,,,다우기술,
1900,,,,다우기술,
1901,,,,다우기술,
1902,,,,다우기술,
1903,,,,다우기술,
1904,,,,다우기술,
1905,,,,다우데이타,
1906,,,,다우데이타,
1907,,,,다우데이타,
1908,,,,다우데이타,
1909,,,,다우데이타,
1910,,,,다우데이타,
1911,,,,다우데이타,
1912,다원시스,,,,
1913,다원시스,,,,
1914,다원시스,,,,
1915,다원시스,,,,
1916,다원시스,,,,
1917,,,,다원시스,
1918,다원시스,,,,
1919,,,대교,,
1920,,,대교,,
1921,,,대교,,
1922,,,대교,,
1923,,,대교,,
1924,,,대교,,
1925,,,대교,,
1926,대구백화점,,,,
1927,대구백화점,,,,
1928,대구백화점,,,,
1929,대구백화점,,,,
1930,대구백화점,,,,
1931,대구백화점,,,,
1932,대구백화점,,,,
1933,,대덕전자,,,
1934,,,대덕전자,,
1935,,,대덕전자,,
1936,,,대덕전자,,
1937,,,대덕전자,,
1938,,,대덕전자,,
1939,,,,대덕전자,
1940,,,,대동공업,
1941,,,,대동공업,
1942,,,,대동공업,
1943,,,,대동공업,
1944,,,,대동공업,
1945,,,,대동공업,
1946,,,,대동공업,
1947,,,대동전자,,
1948,,,대동전자,,
1949,,,대동전자,,
1950,,,대동전자,,
1951,,,대동전자,,
1952,,,대동전자,,
1953,대림비앤코,,,,
1954,대림비앤코,,,,
1955,대림비앤코,,,,
1956,대림비앤코,,,,
1957,대림비앤코,,,,
1958,대림비앤코,,,,
1959,대림비앤코,,,,
1960,대림산업,,,,
1961,,,,,대림산업
1962,,,,,대림산업
1963,대림산업,,,,
1964,,,,,대림산업
1965,,,,,대림산업
1966,대림산업,,,,
1967,,,대림제지,,
1968,,,대림제지,,
1969,,,대림제지,,
1970,,,,,대림통상
1971,,,,,대림통상
1972,,,,,대림통상
1973,,,,,대림통상
1974,,,,,대림통상
1975,,,,,대림통상
1976,,,,,대림통상
1977,,,,,대명소노시즌
1978,대명코퍼레이션,,,,
1979,대명코퍼레이션,,,,
1980,대명코퍼레이션,,,,
1981,대명코퍼레이션,,,,
1982,,,,,대명코퍼레이션
1983,,,,,대명코퍼레이션
1984,,,,,대모
1985,,,,,대모
1986,,,대모,,
1987,,,대모,,
1988,,,,,대모
1989,,대봉엘에스,,,
1990,,대봉엘에스,,,
1991,,대봉엘에스,,,
1992,,대봉엘에스,,,
1993,,대봉엘에스,,,
1994,,대봉엘에스,,,
1995,,대봉엘에스,,,
1996,대상,,,,
1997,대상,,,,
1998,대상,,,,
1999,대상,,,,
2000,대상,,,,
2001,대상,,,,
2002,대상,,,,
2003,대상홀딩스,,,,
2004,대상홀딩스,,,,
2005,대상홀딩스,,,,
2006,대상홀딩스,,,,
2007,대상홀딩스,,,,
2008,대상홀딩스,,,,
2009,,,,대상홀딩스,
2010,대성산업,,,,
2011,대성산업,,,,
2012,대성산업,,,,
2013,대성산업,,,,
2014,대성산업,,,,
2015,대성산업,,,,
2016,대성산업,,,,
2017,대성에너지,,,,
2018,대성에너지,,,,
2019,대성에너지,,,,
2020,대성에너지,,,,
2021,대성에너지,,,,
2022,대성에너지,,,,
2023,대성에너지,,,,
2024,,,,대성엘텍,
2025,,,,대성엘텍,
2026,,,,대성엘텍,
2027,,,,대성엘텍,
2028,,,,대성엘텍,
2029,,,,대성엘텍,
2030,,,,대성엘텍,
2031,대성파인텍,,,,
2032,대성파인텍,,,,
2033,대성파인텍,,,,
2034,대성파인텍,,,,
2035,대성파인텍,,,,
2036,대성파인텍,,,,
2037,대성파인텍,,,,
2038,대성홀딩스,,,,
2039,대성홀딩스,,,,
2040,대성홀딩스,,,,
2041,대성홀딩스,,,,
2042,대성홀딩스,,,,
2043,대성홀딩스,,,,
2044,대성홀딩스,,,,
2045,,대아티아이,,,
2046,,,대아티아이,,
2047,,,대아티아이,,
2048,,,대아티아이,,
2049,,,대아티아이,,
2050,,,,,대아티아이
2051,,,,,대아티아이
2052,,대양전기공업,,,
2053,,대양전기공업,,,
2054,,대양전기공업,,,
2055,,대양전기공업,,,
2056,,대양전기공업,,,
2057,,대양전기공업,,,
2058,,대양전기공업,,,
2059,대양제지,,,,
2060,대양제지,,,,
2061,대양제지,,,,
2062,,,대양제지,,
2063,,,대양제지,,
2064,,,대양제지,,
2065,,,대양제지,,
2066,,,,대우건설,
2067,,,,대우건설,
2068,,,,대우건설,
2069,,,,대우건설,
2070,,,,대우건설,
2071,,,,대우건설,
2072,,,,대우건설,
2073,,,,대우조선해양,
2074,,,,대우조선해양,
2075,,,,대우조선해양,
2076,,,,대우조선해양,
2077,,,,대우조선해양,
2078,,,,대우조선해양,
2079,,,,대우조선해양,
2080,,,,,대웅
2081,,,,,대웅
2082,,,,,대웅
2083,,,,,대웅
2084,,,대웅,,
2085,,,대웅,,
2086,,,대웅,,
2087,대웅제약,,,,
2088,대웅제약,,,,
2089,대웅제약,,,,
2090,대웅제약,,,,
2091,대웅제약,,,,
2092,대웅제약,,,,
2093,대웅제약,,,,
2094,,,,,대원
2095,,대원,,,
2096,,대원,,,
