,회사명,결산기준일,자산총계,자본총계,부채총계
4501,샘표,2020-03-31,344124686336.0,262316933120.0,81807753216.0
4502,샘표식품,2017-12-31,195983015936.0,115052388352.0,80930627584.0
4503,샘표식품,2018-12-31,205518536704.0,131704111104.0,73814417408.0
4504,샘표식품,2019-03-31,218188824576.0,136003543040.0,82185289728.0
4505,샘표식품,2019-06-30,215752081408.0,144239067136.0,71513006080.0
4506,샘표식품,2019-09-30,222983094272.0,153152667648.0,69830434816.0
4507,샘표식품,2019-12-31,225820983296.0,157034659840.0,68786323456.0
4508,샘표식품,2020-03-31,232911142912.0,165416943616.0,67494195200.0
4509,서린바이오,2017-12-31,70538280960.0,52799688704.0,17738592256.0
4510,서린바이오,2018-12-31,71111770112.0,55268261888.0,15843508224.0
4511,서린바이오,2019-03-31,70065725440.0,55086432256.0,14979293184.0
4512,서린바이오,2019-06-30,74437025792.0,60113829888.0,14323193856.0
4513,서린바이오,2019-09-30,75738562560.0,60765208576.0,14973358080.0
4514,서린바이오,2019-12-31,80707444736.0,61263081472.0,19444365312.0
4515,서린바이오,2020-03-31,76894773248.0,61366849536.0,15527922688.0
4516,서부T&D,2020-03-31,1790742102016.0,660351877120.0,1130390224896.0
4517,서산,2017-12-31,126631600128.0,116937826304.0,9693772800.0
4518,서산,2018-12-31,124337373184.0,115893305344.0,8444065280.0
4519,서산,2019-03-31,122310254592.0,115053518848.0,7256737792.0
4520,서산,2019-06-30,123333607424.0,115060105216.0,8273508352.0
4521,서산,2019-09-30,121814220800.0,113561698304.0,8252518912.0
4522,서산,2019-12-31,119198015488.0,111342346240.0,7855666176.0
4523,서산,2020-03-31,117014790144.0,110203289600.0,6811494912.0
4524,서연,2017-12-31,2767656058880.0,1000000454656.0,1767655473152.0
4525,서연,2018-12-31,2696306753536.0,950270164992.0,1746036457472.0
4526,서연,2019-03-31,2811887616000.0,951957454848.0,1859930161152.0
4527,서연,2019-06-30,2811243003904.0,967547027456.0,1843695976448.0
4528,서연,2019-09-30,2270760009728.0,873845686272.0,1396914257920.0
4529,서연,2019-12-31,2215361904640.0,805006147584.0,1410355822592.0
4530,서연,2020-03-31,2218281402368.0,810388684800.0,1407892717568.0
4531,서연이화,2017-12-31,1764809900032.0,672655933440.0,1092153966592.0
4532,서연이화,2018-12-31,1696230408192.0,666618101760.0,1029612371968.0
4533,서연이화,2019-03-31,1803265638400.0,669757800448.0,1133507903488.0
4534,서연이화,2019-06-30,1805585350656.0,683946868736.0,1121638416384.0
4535,서연이화,2019-09-30,1839286190080.0,678342492160.0,1160943632384.0
4536,서연이화,2019-12-31,1820541976576.0,621604503552.0,1198937473024.0
4537,서연이화,2020-03-31,1837919764480.0,626841288704.0,1211078410240.0
4538,서연탑메탈,2017-12-31,206264696832.0,79450521600.0,126814175232.0
4539,서연탑메탈,2018-12-31,164762714112.0,70219579392.0,94543134720.0
4540,서연탑메탈,2019-03-31,160459177984.0,68426240000.0,92032933888.0
4541,서연탑메탈,2019-06-30,164463329280.0,69663989760.0,94799339520.0
4542,서연탑메탈,2019-09-30,160371376128.0,69555879936.0,90815496192.0
4543,서연탑메탈,2019-12-31,156275834880.0,67008557056.0,89267281920.0
4544,서연탑메탈,2020-03-31,162869657600.0,67383537664.0,95486115840.0
4545,서울도시가스,2017-12-31,1545885319168.0,916547567616.0,629337686016.0
4546,서울도시가스,2018-12-31,1368620531712.0,947502317568.0,421118214144.0
4547,서울도시가스,2019-03-31,1597421518848.0,959449792512.0,637971726336.0
4548,서울도시가스,2019-06-30,1369380880384.0,971841404928.0,397539508224.0
4549,서울도시가스,2019-09-30,1343668879360.0,967773782016.0,375895031808.0
4550,서울도시가스,2019-12-31,1583402057728.0,967816904704.0,615585153024.0
4551,서울도시가스,2020-03-31,1669522915328.0,980442480640.0,689080500224.0
4552,서울리거,2017-12-31,38212816896.0,36768555008.0,1444260352.0
4553,서울리거,2018-12-31,62807851008.0,47847104512.0,14960745472.0
4554,서울리거,2019-03-31,63432790016.0,47680311296.0,15752477696.0
4555,서울리거,2019-06-30,132838440960.0,74036584448.0,58801860608.0
4556,서울리거,2019-09-30,124095963136.0,72871821312.0,51224145920.0
4557,서울리거,2019-12-31,119147806720.0,65806540800.0,53341261824.0
4558,서울리거,2020-03-31,138229202944.0,67031650304.0,71197548544.0
4559,서울바이오시스,2017-12-31,349416325120.0,141443350528.0,207972974592.0
4560,서울바이오시스,2018-12-31,414012866560.0,160967229440.0,253045653504.0
4561,서울바이오시스,2019-12-31,579080880128.0,187494170624.0,391586742272.0
4562,서울바이오시스,2020-03-31,602907017216.0,203464327168.0,399442706432.0
4563,서울반도체,2017-12-31,1227343921152.0,675918512128.0,551425409024.0
4564,서울반도체,2018-12-31,1293763870720.0,725254144000.0,568509726720.0
4565,서울반도체,2019-03-31,1271144644608.0,723961380864.0,547183263744.0
4566,서울반도체,2019-06-30,1305228345344.0,731341062144.0,573887283200.0
4567,서울반도체,2019-09-30,1311422545920.0,748634374144.0,562788171776.0
4568,서울반도체,2019-12-31,1322136371200.0,745695739904.0,576440631296.0
4569,서울반도체,2020-03-31,1325027426304.0,763179761664.0,561847599104.0
4570,서울옥션,2017-12-31,154338738176.0,72288534528.0,82050211840.0
4571,서울옥션,2018-12-31,205299712000.0,78119329792.0,127180382208.0
4572,서울옥션,2019-03-31,196337172480.0,78563893248.0,117773279232.0
4573,서울옥션,2019-06-30,205572685824.0,77905797120.0,127666880512.0
4574,서울옥션,2019-09-30,174363246592.0,74858479616.0,99504758784.0
4575,서울옥션,2019-12-31,172774834176.0,68553031680.0,104221810688.0
4576,서울옥션,2020-03-31,162043412480.0,67689615360.0,94353793024.0
4577,서울전자통신,2017-12-31,75291623424.0,37539622912.0,37751996416.0
4578,서울전자통신,2018-12-31,80916480000.0,34086166528.0,46830309376.0
4579,서울전자통신,2019-03-31,82211995648.0,39277600768.0,42934394880.0
4580,서울전자통신,2019-06-30,73433948160.0,38897868800.0,34536079360.0
4581,서울전자통신,2019-09-30,77611950080.0,39342219264.0,38269730816.0
4582,서울전자통신,2019-12-31,137380839424.0,93483401216.0,43897434112.0
4583,서울전자통신,2020-03-31,135773184000.0,93301415936.0,42471763968.0
4584,서원,2017-12-31,212303069184.0,93179609088.0,119123468288.0
4585,서원,2018-12-31,220110077952.0,105289146368.0,114820931584.0
4586,서원,2019-03-31,226574499840.0,105690390528.0,120884117504.0
4587,서원,2019-06-30,222073487360.0,108151537664.0,113921941504.0
4588,서원,2019-09-30,230027264000.0,109271621632.0,120755642368.0
4589,서원,2019-12-31,221983440896.0,107664343040.0,114319097856.0
4590,서원,2020-03-31,219214086144.0,113616142336.0,105597952000.0
4591,서원인텍,2017-12-31,196942725120.0,153695485952.0,43247226880.0
4592,서원인텍,2018-12-31,192294125568.0,153196544000.0,39097577472.0
4593,서원인텍,2019-03-31,196011294720.0,150291218432.0,45720076288.0
4594,서원인텍,2019-06-30,192585154560.0,154181206016.0,38403948544.0
4595,서원인텍,2019-09-30,211808190464.0,161094696960.0,50713485312.0
4596,서원인텍,2019-12-31,201386868736.0,160839139328.0,40547737600.0
4597,서원인텍,2020-03-31,200451145728.0,161444855808.0,39006285824.0
4598,서진시스템,2017-12-31,259231956992.0,121296134144.0,137935814656.0
4599,서진시스템,2018-12-31,437784805376.0,221666213888.0,216118607872.0
4600,서진시스템,2019-03-31,487755939840.0,237537804288.0,250218119168.0
4601,서진시스템,2019-06-30,512522518528.0,253388095488.0,259134406656.0
4602,서진시스템,2019-09-30,550914031616.0,282453147648.0,268460900352.0
4603,서진시스템,2019-12-31,563040747520.0,266892869632.0,296147877888.0
4604,서진시스템,2020-03-31,630500950016.0,281139183616.0,349361799168.0
4605,서진오토모티브,2017-12-31,828627943424.0,195443163136.0,633184780288.0
4606,서진오토모티브,2018-12-31,866707898368.0,178091606016.0,688616308736.0
4607,서진오토모티브,2019-03-31,880837132288.0,176002269184.0,704834895872.0
4608,서진오토모티브,2019-06-30,898144534528.0,175394684928.0,722749816832.0
4609,서진오토모티브,2019-09-30,852487831552.0,170649894912.0,681837985792.0
4610,서진오토모티브,2019-12-31,871205371904.0,162110652416.0,709094735872.0
4611,서진오토모티브,2020-03-31,852439662592.0,157309583360.0,695130062848.0
4612,서플러스글로벌,2017-12-31,155283308544.0,110054883328.0,45228421120.0
4613,서플러스글로벌,2018-12-31,182797713408.0,125377126400.0,57420595200.0
4614,서플러스글로벌,2019-03-31,175270887424.0,124541181952.0,50729697280.0
4615,서플러스글로벌,2019-06-30,174702493696.0,125017399296.0,49685098496.0
4616,서플러스글로벌,2019-09-30,170547724288.0,123902312448.0,46645415936.0
4617,서플러스글로벌,2019-12-31,178822578176.0,125022912512.0,53799669760.0
4618,서플러스글로벌,2020-03-31,185694732288.0,126534557696.0,59160178688.0
4619,서호전기,2017-12-31,76717342720.0,60074459136.0,16642880512.0
4620,서호전기,2018-12-31,79055544320.0,62467780608.0,16587763712.0
4621,서호전기,2019-03-31,82687598592.0,65489907712.0,17197694976.0
4622,서호전기,2019-06-30,85847883776.0,67130195968.0,18717687808.0
4623,서호전기,2019-09-30,97259388928.0,71799259136.0,25460129792.0
4624,서호전기,2019-12-31,93141622784.0,74983407616.0,18158213120.0
4625,서호전기,2020-03-31,98575294464.0,74562387968.0,24012906496.0
4626,서흥,2017-12-31,595288915968.0,300840517632.0,294448398336.0
4627,서흥,2018-12-31,639100649472.0,308172357632.0,330928259072.0
4628,서흥,2019-03-31,664753405952.0,309892087808.0,354861318144.0
4629,서흥,2019-06-30,716471664640.0,320421593088.0,396050038784.0
4630,서흥,2019-09-30,712756953088.0,331602853888.0,381154099200.0
4631,서흥,2019-12-31,708861034496.0,328994619392.0,379866415104.0
4632,서흥,2020-03-31,731061616640.0,342134161408.0,388927488000.0
4633,서희건설,2017-12-31,807007027200.0,269627949056.0,537379078144.0
4634,서희건설,2018-12-31,852102938624.0,297368059904.0,554734845952.0
4635,서희건설,2019-03-31,933132959744.0,307234504704.0,625898422272.0
4636,서희건설,2019-06-30,959493701632.0,366000209920.0,593493491712.0
4637,서희건설,2019-09-30,938929618944.0,366620835840.0,572308783104.0
4638,서희건설,2019-12-31,976143450112.0,394423533568.0,581719949312.0
4639,서희건설,2020-03-31,1050573799424.0,413369106432.0,637204692992.0
4640,선광,2017-12-31,541277159424.0,303956557824.0,237320601600.0
4641,선광,2018-12-31,552406614016.0,304854761472.0,247551868928.0
4642,선광,2019-03-31,713132081152.0,302526169088.0,410605879296.0
4643,선광,2019-06-30,722091835392.0,304348954624.0,417742913536.0
4644,선광,2019-09-30,717749944320.0,306681184256.0,411068760064.0
4645,선광,2019-12-31,709957779456.0,307007782912.0,402949996544.0
4646,선광,2020-03-31,709915639808.0,306248810496.0,403666862080.0
4647,선데이토즈,2017-12-31,137620930560.0,127342845952.0,10278085632.0
4648,선데이토즈,2018-12-31,152508448768.0,136975597568.0,15532855296.0
4649,선데이토즈,2019-03-31,154708475904.0,140279431168.0,14429042688.0
4650,선데이토즈,2019-06-30,159850364928.0,140781764608.0,19068602368.0
4651,선데이토즈,2019-09-30,161525628928.0,143498919936.0,18026704896.0
4652,선데이토즈,2019-12-31,155395538944.0,136790859776.0,18604675072.0
4653,선데이토즈,2020-03-31,159201214464.0,139884249088.0,19316971520.0
4654,선도전기,2017-12-31,158151933952.0,90161987584.0,67989946368.0
4655,선도전기,2018-12-31,149094580224.0,83831963648.0,65262608384.0
4656,선도전기,2019-03-31,163433660416.0,85767766016.0,77665894400.0
4657,선도전기,2019-06-30,163442622464.0,86510583808.0,76932038656.0
4658,선도전기,2019-09-30,157602119680.0,84277100544.0,73325019136.0
4659,선도전기,2019-12-31,167027326976.0,86521135104.0,80506183680.0
4660,선도전기,2020-03-31,163315826688.0,77417676800.0,85898149888.0
4661,선익시스템,2017-12-31,117826134016.0,90842882048.0,26983251968.0
4662,선익시스템,2018-12-31,116006789120.0,83933110272.0,32073676800.0
4663,선익시스템,2019-03-31,118109691904.0,84446830592.0,33662861312.0
4664,선익시스템,2019-06-30,121797500928.0,84397490176.0,37400006656.0
4665,선익시스템,2019-09-30,115688341504.0,83276955648.0,32411389952.0
4666,선익시스템,2019-12-31,120131788800.0,90625605632.0,29506189312.0
4667,선익시스템,2020-03-31,113625104384.0,89309077504.0,24316020736.0
4668,선진,2017-12-31,686844149760.0,334820999168.0,352023117824.0
4669,선진,2018-12-31,917160525824.0,331122507776.0,586037985280.0
4670,선진,2019-03-31,957320527872.0,333199147008.0,624121348096.0
4671,선진,2019-06-30,1040033316864.0,318312448000.0,721720836096.0
4672,선진,2019-09-30,1103102214144.0,320377520128.0,782724628480.0
4673,선진,2019-12-31,983329210368.0,331292639232.0,652036538368.0
4674,선진,2020-03-31,1036171804672.0,343656267776.0,692515504128.0
4675,선창산업,2017-12-31,615266058240.0,265025093632.0,350240931840.0
4676,선창산업,2018-12-31,625332060160.0,255097225216.0,370234851328.0
4677,선창산업,2019-03-31,610636726272.0,250302382080.0,360334327808.0
4678,선창산업,2019-06-30,594273239040.0,247178559488.0,347094712320.0
4679,선창산업,2019-09-30,571880833024.0,236649512960.0,335231320064.0
4680,선창산업,2019-12-31,543553945600.0,216801230848.0,326752698368.0
4681,선창산업,2020-03-31,530273304576.0,224037535744.0,306235768832.0
4682,성광벤드,2017-12-31,502479486976.0,450362802176.0,52116684800.0
4683,성광벤드,2018-12-31,499748405248.0,436026966016.0,63721426944.0
4684,성광벤드,2019-03-31,500069859328.0,434946703360.0,65123160064.0
4685,성광벤드,2019-06-30,503893131264.0,437733294080.0,66159865856.0
4686,성광벤드,2019-09-30,500183040000.0,439581016064.0,60602015744.0
4687,성광벤드,2019-12-31,502049439744.0,439264444416.0,62784987136.0
4688,성광벤드,2020-03-31,510445813760.0,441015992320.0,69429821440.0
4689,성도이엔지,2017-12-31,328533573632.0,186976944128.0,141556629504.0
4690,성도이엔지,2018-12-31,455461994496.0,201328852992.0,254133141504.0
4691,성도이엔지,2019-03-31,453654773760.0,198557728768.0,255097044992.0
4692,성도이엔지,2019-06-30,457779478528.0,201627975680.0,256151502848.0
4693,성도이엔지,2019-09-30,468667760640.0,204628410368.0,264039333888.0
4694,성도이엔지,2019-12-31,519451901952.0,139056398336.0,380395487232.0
4695,성도이엔지,2020-03-31,509129719808.0,144978132992.0,364151570432.0
4696,성문전자,2017-12-31,42991992832.0,29302065152.0,13689928704.0
4697,성문전자,2018-12-31,43264102400.0,29362462720.0,13901637632.0
4698,성문전자,2019-03-31,44019654656.0,29324349440.0,14695307264.0
4699,성문전자,2019-06-30,44189356032.0,28678930432.0,15510426624.0
4700,성문전자,2019-09-30,42958057472.0,28041902080.0,14916154368.0
4701,성문전자,2019-12-31,42506305536.0,27409463296.0,15096844288.0
4702,성문전자,2020-03-31,42738348032.0,27647893504.0,15090454528.0
4703,성신양회,2017-12-31,1023425249280.0,373825732608.0,649599516672.0
4704,성신양회,2018-12-31,1061390647296.0,386877325312.0,674513354752.0
4705,성신양회,2019-03-31,1064968388608.0,374755721216.0,690212700160.0
4706,성신양회,2019-06-30,1085963567104.0,394529865728.0,691433701376.0
4707,성신양회,2019-09-30,1019754905600.0,393042755584.0,626712117248.0
4708,성신양회,2019-12-31,1029404688384.0,400262266880.0,629142454272.0
4709,성신양회,2020-03-31,1011150028800.0,379840397312.0,631309664256.0
4710,성안,2017-12-31,293390450688.0,107772108800.0,185618350080.0
4711,성안,2018-12-31,306490114048.0,94847410176.0,211642712064.0
4712,성안,2019-03-31,321634467840.0,93680877568.0,227953590272.0
4713,성안,2019-06-30,308987592704.0,93368320000.0,215619272704.0
4714,성안,2019-09-30,310092300288.0,90935754752.0,219156561920.0
4715,성안,2019-12-31,311376805888.0,79275360256.0,232101445632.0
4716,성안,2020-03-31,309960671232.0,81006206976.0,228954472448.0
4717,성우전자,2017-12-31,139837980672.0,102916743168.0,36921233408.0
4718,성우전자,2018-12-31,137749463040.0,109966868480.0,27782588416.0
4719,성우전자,2019-03-31,134159654912.0,109371514880.0,24788135936.0
4720,성우전자,2019-06-30,134604152832.0,109114441728.0,25489711104.0
4721,성우전자,2019-09-30,135709220864.0,110343725056.0,25365495808.0
4722,성우전자,2019-12-31,126891466752.0,102963625984.0,23927838720.0
4723,성우전자,2020-03-31,129793081344.0,104247582720.0,25545492480.0
4724,성우테크론,2017-12-31,71859798016.0,42586546176.0,29273251840.0
4725,성우테크론,2018-12-31,70083723264.0,46629998592.0,23453722624.0
4726,성우테크론,2019-03-31,71488544768.0,47906619392.0,23581927424.0
4727,성우테크론,2019-06-30,72203894784.0,48870621184.0,23333269504.0
4728,성우테크론,2019-09-30,72088256512.0,49446555648.0,22641698816.0
4729,성우테크론,2019-12-31,75224670208.0,50742321152.0,24482349056.0
4730,성우테크론,2020-03-31,73424035840.0,48544178176.0,24879853568.0
4731,성우하이텍,2017-12-31,3385205981184.0,1183591956480.0,2201614024704.0
4732,성우하이텍,2018-12-31,3317671133184.0,1279481741312.0,2038189391872.0
4733,성우하이텍,2019-03-31,3432421261312.0,1302777692160.0,2129643569152.0
4734,성우하이텍,2019-06-30,3467753553920.0,1317585944576.0,2150167609344.0
4735,성우하이텍,2019-09-30,3523149299712.0,1318071173120.0,2205078257664.0
4736,성우하이텍,2019-12-31,3446277668864.0,1316206673920.0,2130070863872.0
4737,성우하이텍,2020-03-31,3427810934784.0,1280912130048.0,2146898935808.0
4738,성창기업지주,2017-12-31,654109442048.0,501971582976.0,152137842688.0
4739,성창기업지주,2018-12-31,648660779008.0,489378545664.0,159282200576.0
4740,성창기업지주,2019-03-31,656175005696.0,487413415936.0,168761589760.0
4741,성창기업지주,2019-06-30,657743872000.0,483943972864.0,173799931904.0
4742,성창기업지주,2019-09-30,644313382912.0,481525334016.0,162788081664.0
4743,성창기업지주,2019-12-31,703302270976.0,525405454336.0,177896783872.0
4744,성창기업지주,2020-03-31,699127955456.0,525791657984.0,173336297472.0
4745,성창오토텍,2017-12-31,106028646400.0,46306320384.0,59722321920.0
4746,성창오토텍,2018-12-31,109296754688.0,42622902272.0,66673852416.0
4747,성창오토텍,2019-03-31,102330826752.0,43024781312.0,59306045440.0
4748,성창오토텍,2019-06-30,108825051136.0,43387006976.0,65438044160.0
4749,성창오토텍,2019-09-30,106880573440.0,43392270336.0,63488303104.0
4750,성창오토텍,2019-12-31,110875099136.0,42558025728.0,68317069312.0
4751,성창오토텍,2020-03-31,122463993856.0,43077132288.0,79386861568.0
4752,성호전자,2017-12-31,91000438784.0,39503450112.0,51496984576.0
4753,성호전자,2018-12-31,97013284864.0,42261430272.0,54751854592.0
4754,성호전자,2019-03-31,101159936000.0,47017676800.0,54142259200.0
4755,성호전자,2019-06-30,106460372992.0,46701219840.0,59759157248.0
4756,성호전자,2019-09-30,101260894208.0,46388322304.0,54872571904.0
4757,성호전자,2019-12-31,95653167104.0,41152757760.0,54500405248.0
4758,성호전자,2020-03-31,110545977344.0,42217349120.0,68328624128.0
4759,세경하이테크,2017-12-31,73428271104.0,49725263872.0,23703009280.0
4760,세경하이테크,2018-12-31,148795146240.0,87977705472.0,60817436672.0
4761,세경하이테크,2019-06-30,143888957440.0,110344126464.0,33544835072.0
4762,세경하이테크,2019-09-30,204422365184.0,148385824768.0,56036556800.0
4763,세경하이테크,2019-12-31,206426554368.0,138823827456.0,67602735104.0
4764,세경하이테크,2020-03-31,246225027072.0,139933761536.0,106291265536.0
4765,세동,2017-12-31,114492514304.0,20828618752.0,93663895552.0
4766,세동,2018-12-31,124461801472.0,21731874816.0,102729924608.0
4767,세동,2019-03-31,124657254400.0,22952349696.0,101704900608.0
4768,세동,2019-06-30,126281613312.0,19677945856.0,106603667456.0
4769,세동,2019-09-30,123165212672.0,19027113984.0,104138096640.0
4770,세동,2019-12-31,122068140032.0,18919211008.0,103148929024.0
4771,세동,2020-03-31,119121043456.0,15597323264.0,103523721216.0
4772,세미콘라이트,2017-12-31,56424587264.0,16512333824.0,39912251392.0
4773,세미콘라이트,2018-12-31,64473788416.0,31311532032.0,33162258432.0
4774,세미콘라이트,2019-03-31,52534845440.0,30082932736.0,22451914752.0
4775,세미콘라이트,2019-06-30,54391246848.0,26834667520.0,27556577280.0
4776,세미콘라이트,2019-09-30,60799836160.0,44704886784.0,16094952448.0
4777,세미콘라이트,2019-12-31,41920290816.0,26188623872.0,15731665920.0
4778,세미콘라이트,2020-03-31,47017558016.0,30323755008.0,16693803008.0
4779,세방,2017-12-31,953823789056.0,776628535296.0,177195237376.0
4780,세방,2018-12-31,988929785856.0,815791472640.0,173138296832.0
4781,세방,2019-03-31,1040302145536.0,827630878720.0,212671266816.0
4782,세방,2019-06-30,1059145973760.0,841155149824.0,217990791168.0
4783,세방,2019-09-30,1085405200384.0,852419805184.0,232985378816.0
4784,세방,2019-12-31,1107634814976.0,818501582848.0,289133232128.0
4785,세방,2020-03-31,1128225570816.0,835523969024.0,292701634560.0
4786,세방전지,2017-12-31,1145352880128.0,890163298304.0,255189598208.0
4787,세방전지,2018-12-31,1267930365952.0,982433136640.0,285497294848.0
4788,세방전지,2019-03-31,1318568460288.0,1003285053440.0,315283374080.0
4789,세방전지,2019-06-30,1314333917184.0,1025026752512.0,289307131904.0
4790,세방전지,2019-09-30,1333530722304.0,1045152530432.0,288378126336.0
4791,세방전지,2019-12-31,1510688817152.0,1054689591296.0,455999225856.0
4792,세방전지,2020-03-31,1515852267520.0,1062033948672.0,453818351616.0
4793,세보엠이씨,2017-12-31,257713995776.0,136913805312.0,120800190464.0
4794,세보엠이씨,2018-12-31,246405808128.0,158899634176.0,87506182144.0
4795,세보엠이씨,2019-03-31,276230471680.0,160294125568.0,115936337920.0
4796,세보엠이씨,2019-06-30,300371017728.0,163558768640.0,136812240896.0
4797,세보엠이씨,2019-09-30,302832386048.0,165146066944.0,137686302720.0
4798,세보엠이씨,2019-12-31,289059471360.0,148385972224.0,140673499136.0
4799,세보엠이씨,2020-03-31,274520752128.0,149146501120.0,125374267392.0
4800,세아베스틸,2017-12-31,3590984564736.0,2103170433024.0,1487814131712.0
4801,세아베스틸,2018-12-31,3718893797376.0,1994998677504.0,1723895119872.0
4802,세아베스틸,2019-03-31,3740000321536.0,1975447715840.0,1764552474624.0
4803,세아베스틸,2019-06-30,3682419867648.0,1985611563008.0,1696808304640.0
4804,세아베스틸,2019-09-30,3722847191040.0,1987725754368.0,1735121436672.0
4805,세아베스틸,2019-12-31,3576889081856.0,1983091048448.0,1593798164480.0
4806,세아베스틸,2020-03-31,3688892989440.0,1971013156864.0,1717879832576.0
4807,세아제강지주,2017-12-31,2411700158464.0,1269120106496.0,1142580051968.0
4808,세아제강지주,2018-12-31,2445381206016.0,1352599339008.0,1092781932544.0
4809,세아제강지주,2019-03-31,2523527118848.0,1359411675136.0,1164115443712.0
4810,세아제강지주,2019-06-30,2618355613696.0,1387124359168.0,1231231123456.0
4811,세아제강지주,2019-09-30,2609369055232.0,1414013648896.0,1195355537408.0
4812,세아제강지주,2019-12-31,2448547905536.0,1352347025408.0,1096201011200.0
4813,세아제강지주,2020-03-31,2553763594240.0,1374205378560.0,1179558215680.0
4814,세아특수강,2017-12-31,527347712000.0,321304428544.0,206043299840.0
4815,세아특수강,2018-12-31,500036173824.0,325093228544.0,174942945280.0
4816,세아특수강,2019-03-31,511668781056.0,321046216704.0,190622547968.0
4817,세아특수강,2019-06-30,501373763584.0,325040046080.0,176333733888.0
4818,세아특수강,2019-09-30,563517652992.0,326263275520.0,237254328320.0
4819,세아특수강,2019-12-31,573172940800.0,327395147776.0,245777809408.0
4820,세아특수강,2020-03-31,578216394752.0,320320962560.0,257895432192.0
4821,세아홀딩스,2017-12-31,5254771376128.0,3045979586560.0,2208792051712.0
4822,세아홀딩스,2018-12-31,5453865549824.0,3007292899328.0,2446572650496.0
4823,세아홀딩스,2019-03-31,5564776054784.0,3005932371968.0,2558843944960.0
4824,세아홀딩스,2019-06-30,5526051618816.0,3048144633856.0,2477907247104.0
4825,세아홀딩스,2019-09-30,5594900594688.0,3044708450304.0,2550192406528.0
4826,세아홀딩스,2019-12-31,5456657383424.0,3032378507264.0,2424279138304.0
4827,세아홀딩스,2020-03-31,5548675694592.0,3009870299136.0,2538805657600.0
4828,세우글로벌,2017-12-31,40346906624.0,32243083264.0,8103822848.0
4829,세우글로벌,2018-12-31,43410661376.0,32663717888.0,10746944512.0
4830,세우글로벌,2019-03-31,44473491456.0,33627926528.0,10845566976.0
4831,세우글로벌,2019-06-30,46924742656.0,41224273920.0,5700467712.0
4832,세우글로벌,2019-09-30,46969614336.0,41273794560.0,5695818752.0
4833,세우글로벌,2019-12-31,45520998400.0,39833034752.0,5687963648.0
4834,세운메디칼,2017-12-31,86062522368.0,78675755008.0,7386768384.0
4835,세운메디칼,2018-12-31,96873414656.0,87710097408.0,9163315200.0
4836,세운메디칼,2019-03-31,102741204992.0,88913690624.0,13827510272.0
4837,세운메디칼,2019-06-30,101821554688.0,92430008320.0,9391542272.0
4838,세운메디칼,2019-09-30,103814152192.0,97239425024.0,6574728192.0
4839,세운메디칼,2019-12-31,104471830528.0,96176799744.0,8295029248.0
4840,세운메디칼,2020-03-31,108114485248.0,98081538048.0,10032949248.0
4841,세원,2017-12-31,37985296384.0,22332745728.0,15652548608.0
4842,세원,2018-12-31,58995822592.0,34619539456.0,24376281088.0
4843,세원,2019-03-31,72784379904.0,38291546112.0,34492837888.0
4844,세원,2019-06-30,79193743360.0,43373264896.0,35820474368.0
4845,세원,2019-09-30,79453224960.0,43720003584.0,35733217280.0
4846,세원,2019-12-31,81615937536.0,44285820928.0,37330116608.0
4847,세원,2020-03-31,82364858368.0,45678333952.0,36686520320.0
4848,세원셀론텍,2017-12-31,353022771200.0,190689050624.0,162333704192.0
4849,세원셀론텍,2018-12-31,329475555328.0,167820623872.0,161654947840.0
4850,세원셀론텍,2019-03-31,335464759296.0,167206617088.0,168258158592.0
4851,세원셀론텍,2019-06-30,372774633472.0,183460642816.0,189314007040.0
4852,세원셀론텍,2019-09-30,354654486528.0,180929675264.0,173724811264.0
4853,세원셀론텍,2019-12-31,358714540032.0,176646193152.0,182068363264.0
4854,세원셀론텍,2020-03-31,353985560576.0,179578257408.0,174407303168.0
4855,세원정공,2017-06-30,634556317696.0,551838679040.0,82717630464.0
4856,세원정공,2018-06-30,663953670144.0,538318798848.0,125634879488.0
4857,세원정공,2019-03-31,650243866624.0,519343407104.0,130900451328.0
4858,세원정공,2019-06-30,619489329152.0,511839207424.0,107650080768.0
4859,세원정공,2019-09-30,598655696896.0,511097536512.0,87558160384.0
4860,세원정공,2019-12-31,613145509888.0,513487765504.0,99657728000.0
4861,세이브존I&C,2017-12-31,562562007040.0,389803999232.0,172757975040.0
4862,세이브존I&C,2018-12-31,575796674560.0,434633605120.0,141163069440.0
4863,세이브존I&C,2019-03-31,594620121088.0,439261822976.0,155358281728.0
4864,세이브존I&C,2019-06-30,588915146752.0,440001396736.0,148913717248.0
4865,세이브존I&C,2019-09-30,567822974976.0,443381841920.0,124441133056.0
4866,세이브존I&C,2019-12-31,579249831936.0,447932104704.0,131317710848.0
4867,세이브존I&C,2020-03-31,563222740992.0,449119322112.0,114103402496.0
4868,세종공업,2017-12-31,900553572352.0,380841295872.0,519712276480.0
4869,세종공업,2018-12-31,871007584256.0,361364291584.0,509643292672.0
4870,세종공업,2019-03-31,912138633216.0,373447753728.0,538690846720.0
4871,세종공업,2019-06-30,920391647232.0,379428241408.0,540963373056.0
4872,세종공업,2019-09-30,980855554048.0,381793632256.0,599061954560.0
4873,세종공업,2019-12-31,996027858944.0,381197910016.0,614829981696.0
4874,세종공업,2020-03-31,1021659512832.0,375982489600.0,645676990464.0
4875,세종메디칼,2017-12-31,25737912320.0,21754449920.0,3983463168.0
