,종목코드,회사명,업종,업종명,결산기준일,보고서종류,자산총계,유동자산,비유동자산,부채총계,유동부채,비유동부채,자본총계,이익잉여금(결손금),유동자산per자산총계,비유동자산per자산총계,유동부채per자산총계,비유동부채per자산총계,부채총계per자산총계,이익잉여금(결손금)per자산총계,자본총계per자산총계,cluster
5484,[183190],아세아시멘트,233.0,"시멘트, 석회, 플라스터 및 그 제품 제조업",2020-03-31,1분기보고서,1885271359488.0,345195249664.0,1540076077056.0,1097659318272.0,231108444160.0,866550874112.0,787612041216.0,188911517696.0,0.18310109466562294,0.8168988879533248,0.12258630196491405,0.4596425176412466,0.5822288196061607,0.10020388669528422,0.41777118039383937,0
5485,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2017-12-31,사업보고서,766895063040.0,254762270720.0,512132775936.0,306123210752.0,184658509824.0,121464700928.0,460771819520.0,180234076160.0,0.3321996489455977,0.6678003296903321,0.2407871933508177,0.15838503438333465,0.3991722277341523,0.2350179116364963,0.6008277295377071,0
5486,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2018-12-31,사업보고서,812379734016.0,280262148096.0,532117618688.0,278850764800.0,171163123712.0,107687641088.0,533529001984.0,253108830208.0,0.3449890935985365,0.6550109467372801,0.21069349288891653,0.13255825641494778,0.3432517493038643,0.3115646779576298,0.6567482910319523,2
5487,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2019-03-31,1분기보고서,827858026496.0,268954386432.0,558903656448.0,286179688448.0,173871349760.0,112308330496.0,541678370816.0,261373329408.0,0.3248798439152411,0.6751201758755919,0.21002556500651395,0.13566134156040902,0.3456869164623395,0.3157224077590832,0.6543131231193267,2
5488,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2019-06-30,반기보고서,831164055552.0,259631104000.0,571532902400.0,271221719040.0,145778540544.0,125443170304.0,559942336512.0,279637295104.0,0.3123704667757456,0.6876294740879146,0.1753908143286878,0.15092468143450882,0.3263155056192533,0.3364405537463778,0.6736844943807467,2
5489,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2019-09-30,3분기보고서,840862662656.0,263801618432.0,577061060608.0,263482228736.0,125999562752.0,137482665984.0,577380417536.0,297075408896.0,0.3137273542373021,0.6862726652474493,0.14984559113852208,0.16350192735367616,0.3133475184921982,0.3532983709344871,0.6866524620230503,2
5490,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2019-12-31,사업보고서,848228974592.0,268941426688.0,579287515136.0,263353499648.0,129674625024.0,133678866432.0,584875442176.0,304573612032.0,0.3170622965542546,0.682937664814667,0.15287691049032345,0.15759761861035204,0.31047453875844505,0.3590700402311777,0.6895254226104766,2
5491,[002310],아세아제지,172.0,"골판지, 종이 상자 및 종이 용기 제조업",2020-03-31,1분기보고서,866989244416.0,290056601600.0,576932610048.0,271953395712.0,140275105792.0,131678289920.0,595035815936.0,314733953024.0,0.3345561706424407,0.6654437915623961,0.16179567012562962,0.1518799578750229,0.3136756280006525,0.363019443494946,0.6863243342041843,2
5492,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2017-12-31,사업보고서,23646564352.0,15265947648.0,8380616704.0,9218529280.0,6272868352.0,2945661440.0,14428035072.0,-9379112960.0,0.6455884001055241,0.35441159989447585,0.2652760992515789,0.1245703771656308,0.3898464547650157,-0.3966374489073177,0.6101535452349843,4
5493,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2018-12-31,사업보고서,38218231808.0,26781069312.0,11437164544.0,4970403328.0,4127676416.0,842726720.0,33247830016.0,-11961135104.0,0.7007406686563159,0.299259384930674,0.10800280967305184,0.02205038485908176,0.1300531995559139,-0.3129693483489795,0.8699468406343285,1
5494,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2019-03-31,1분기보고서,41569419264.0,29264707584.0,12304711680.0,10136976384.0,7337418752.0,2799557888.0,31432441856.0,-13148668928.0,0.7039960649472883,0.2960039350527117,0.17651001341638564,0.06734657201296235,0.24385657927097476,-0.3163062934436283,0.7561433960955323,1
5495,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2019-06-30,반기보고서,38331527168.0,23483572224.0,14847955968.0,10535537664.0,7006218752.0,3529319168.0,27795990528.0,-15533376512.0,0.6126437937386591,0.3873562329756431,0.18277953605378253,0.0920735339484818,0.27485306332368875,-0.4052376114293616,0.7251469633906135,4
5496,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2019-09-30,3분기보고서,33620762624.0,19962331136.0,13658430464.0,10545711104.0,7146072064.0,3399639040.0,23075051520.0,-18336940032.0,0.5937500989864518,0.4062498705561784,0.21254937444217328,0.10111724942173636,0.31366662386390964,-0.5454052377417006,0.6863333761360904,4
5497,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2019-12-31,사업보고서,25811265536.0,12499471360.0,13311793152.0,10704121856.0,9096167424.0,1607954176.0,15107142656.0,-22690117632.0,0.4842641807921618,0.5157357795352386,0.3524107491480111,0.06229660354147775,0.4147073626076387,-0.8790780754377653,0.5852925977197618,4
5498,[246720],아스타,213.0,의료용품 및 기타 의약 관련제품 제조업,2020-03-31,1분기보고서,26033688576.0,11821789184.0,14211899392.0,11995148288.0,10288048128.0,1707100160.0,14038540288.0,-24053192704.0,0.4540958208625995,0.5459041791374004,0.3951821155871232,0.06557273492061919,0.4607548505077424,-0.9239256524783896,0.5392451494922577,4
5499,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2017-12-31,사업보고서,310505603072.0,143166914560.0,167338688512.0,195412475904.0,101699133440.0,93713342464.0,115093135360.0,1749576832.0,0.4610767507689788,0.5389232492310212,0.327527530691348,0.30180886121488043,0.6293363919062285,0.0056346063152822035,0.3706636344765483,3
5500,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2018-12-31,사업보고서,395053006848.0,191498305536.0,203554684928.0,274490359808.0,107664621568.0,166825738240.0,120562647040.0,4397582848.0,0.484740787227271,0.5152591712998135,0.2725320898757895,0.4222869725028763,0.6948190623786658,0.011131627330435705,0.3051809376213342,3
5501,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2019-03-31,1분기보고서,413648355328.0,210842927104.0,202805428224.0,292248879104.0,126358052864.0,165890834432.0,121399468032.0,5489096192.0,0.5097153763292818,0.4902846236707182,0.3054721510105005,0.40104313795822505,0.7065152691644646,0.013269957734142213,0.29348471103127444,3
5502,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2019-06-30,반기보고서,500542078976.0,294849249280.0,205692846080.0,272708730880.0,121952624640.0,150756114432.0,227833331712.0,5765903872.0,0.5890598646235643,0.4109401681089485,0.243641103839838,0.30118569599665657,0.5448267834702382,0.011519318982723256,0.4551731837972491,4
5503,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2019-09-30,3분기보고서,571527069696.0,368204775424.0,203322261504.0,351212109824.0,136196374528.0,215015751680.0,220314927104.0,6058483200.0,0.6442473068158454,0.35575263585003736,0.2383025787395232,0.376212716913599,0.6145152669860635,0.010600518367787123,0.3854846756798193,3
5504,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2019-12-31,사업보고서,578756214784.0,216549408768.0,362206822400.0,360689336320.0,145610096640.0,215079256064.0,218066878464.0,2766494208.0,0.3741634270809849,0.6258366012279984,0.2515914178033384,0.3716232337034525,0.6232146231978076,0.0047800682521093865,0.3767853768021923,0
5505,[067390],아스트,313.0,"항공기, 우주선 및 부품 제조업",2020-03-31,1분기보고서,575372263424.0,214795649024.0,360576614400.0,361396666368.0,165536104448.0,195860561920.0,213975580672.0,-757546944.0,0.3733159602546118,0.6266840397453882,0.28770261441333006,0.3404066799369986,0.6281092943503286,-0.0013166205466559882,0.3718906771741938,0
5506,[267850],아시아나IDT,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2017-12-31,사업보고서,198006603776.0,71562780672.0,126443823104.0,60969660416.0,54342615040.0,6627045888.0,137036947456.0,132304494592.0,0.3614161311152895,0.6385838688847104,0.2744484981999715,0.033468812461916735,0.3079173080761159,0.6681822326576179,0.6920827126100629,2
5507,[267850],아시아나IDT,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2018-12-31,사업보고서,215213981696.0,106377175040.0,108836798464.0,60657709056.0,50599555072.0,10058153984.0,154556268544.0,135116611584.0,0.494285613795589,0.5057143481399696,0.23511276857223096,0.046735597309879334,0.2818483658821103,0.6278245052631323,0.7181516150856689,2
5508,[267850],아시아나IDT,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019-03-31,1분기보고서,222937825280.0,91488772096.0,131449053184.0,72913780736.0,50214305792.0,22699474944.0,150024044544.0,129869971456.0,0.4103779696473408,0.5896220303526593,0.22523905814965706,0.10181975586911043,0.32705881401876746,0.5825389715401103,0.6729411859812325,2
5509,[267850],아시아나IDT,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019-06-30,반기보고서,235759173632.0,86239289344.0,149519876096.0,85194661888.0,49053204480.0,36141457408.0,150564503552.0,130414518272.0,0.3657939922991594,0.6342059729535182,0.2080648813121812,0.15329820193726051,0.3613630832494417,0.553168372042082,0.638636882003236,2
5510,[267850],아시아나IDT,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019-09-30,3분기보고서,229724372992.0,87659110400.0,142065254400.0,87272235008.0,53535928320.0,33736308736.0,142452129792.0,122187710464.0,0.38158384875884577,0.6184161155810286,0.233044180827362,0.14685559175375285,0.3798997636660834,0.5318883184774439,0.6201002006737909,2
5511,[267850],아시아나IDT,620.0,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2019-12-31,사업보고서,228597219328.0,89582903296.0,139014307840.0,87216185344.0,54400458752.0,32815724544.0,141381025792.0,120826068992.0,0.3918809842015752,0.6081189799624683,0.23797515521807006,0.14355259718585964,0.3815277613629188,0.5285544126354143,0.6184722028011247,2
5512,[020560],아시아나항공,511.0,항공 여객 운송업,2017-12-31,사업보고서,8656482467840.0,1220812472320.0,7435669471232.0,7356538159104.0,3644319334400.0,3712218824704.0,1299943915520.0,155464712192.0,0.14102870038211052,0.8589712390519493,0.42099309366583226,0.4288368674568907,0.8498299611227229,0.017959340040203668,0.15016999345282184,0
5513,[020560],아시아나항공,511.0,항공 여객 운송업,2018-12-31,사업보고서,8191104516096.0,1513648422912.0,6677456224256.0,7097915277312.0,3369265528832.0,3728649748480.0,1093189173248.0,-66243657728.0,0.18479173595424064,0.8152082800475086,0.4113322595519561,0.4552071996094037,0.8665394591613599,-0.00808726803544349,0.13346053283776554,0
5514,[020560],아시아나항공,511.0,항공 여객 운송업,2019-03-31,1분기보고서,10787366109184.0,1648139829248.0,9139225886720.0,9703195148288.0,5148112846848.0,4555081777152.0,1084170633216.0,-156858073088.0,0.15278426750018514,0.8472156960482847,0.4772353876508437,0.4222607938812753,0.8994962301341591,-0.014540905676173938,0.10050373948956584,3
5515,[020560],아시아나항공,511.0,항공 여객 운송업,2019-06-30,반기보고서,11054338801664.0,1457540956160.0,9596797190144.0,9598888050688.0,3760863313920.0,5838024474624.0,1455450357760.0,-350697357312.0,0.13185238686013473,0.8681475538545464,0.3402160347531487,0.5281206392683755,0.8683366977356518,-0.03172486058227289,0.13166326669315692,0
5516,[020560],아시아나항공,511.0,항공 여객 운송업,2019-09-30,3분기보고서,10977650147328.0,1388630114304.0,9589020950528.0,9768078934016.0,4034787278848.0,5733291655168.0,1209571606528.0,-573449830400.0,0.12649611671601665,0.8735039668632547,0.36754562449142014,0.5222694819221857,0.8898151064136058,-0.05223794006038529,0.11018492940608188,0
5517,[020560],아시아나항공,511.0,항공 여객 운송업,2019-12-31,사업보고서,13503423315968.0,1560758583296.0,11942664077312.0,12595134201856.0,4558412054528.0,8036722147328.0,908288524288.0,-880552247296.0,0.1155824376364162,0.8844175138307055,0.3375745503836505,0.5951618311354022,0.9327363815190528,-0.06520955662070771,0.06726357480135688,0
5518,[020560],아시아나항공,511.0,항공 여객 운송업,2020-03-31,1분기보고서,13414348881920.0,1508466622464.0,11905882128384.0,13204085276672.0,4895170101248.0,8308915699712.0,210263425024.0,-1543794720768.0,0.1124517213427427,0.8875482688862277,0.3649204403685789,0.6194050693664933,0.9843254706509538,-0.11508532649309147,0.015674515913880492,0
5519,[227610],아우딘퓨쳐스,204.0,기타 화학제품 제조업,2017-12-31,사업보고서,52672720896.0,38259724288.0,14412995584.0,6728315904.0,6011859456.0,716456256.0,45944406016.0,14319552512.0,0.7263669625790201,0.27363301798017675,0.11413610980663323,0.013602036192787758,0.12773814964457156,0.27185898636740896,0.8722618697962317,1
5520,[227610],아우딘퓨쳐스,204.0,기타 화학제품 제조업,2018-12-31,사업보고서,59660386304.0,41336270848.0,18324113408.0,6059929088.0,4414414336.0,1645514880.0,53600456704.0,21975605248.0,0.692859590907955,0.3071403747644094,0.07399238606177162,0.02758136482079189,0.10157374873708627,0.36834500427173095,0.8984262426810048,1
5521,[227610],아우딘퓨쳐스,204.0,기타 화학제품 제조업,2019-09-30,3분기보고서,65160273920.0,43677741056.0,21482530816.0,16674453504.0,13266115584.0,3408337664.0,48485818368.0,16770073600.0,0.6703124224067105,0.3296875461630963,0.2035920782083784,0.05230698796915064,0.2558990701063032,0.25736653011295385,0.7441008984635036,1
5522,[227610],아우딘퓨쳐스,204.0,기타 화학제품 제조업,2019-12-31,사업보고서,54307213312.0,29508073472.0,24799141888.0,20177668096.0,14346988544.0,5830680576.0,34129547264.0,2520199168.0,0.5433545872161285,0.4566454504952522,0.2641820058336489,0.10736475360100317,0.3715467405789617,0.04640634299390803,0.6284532971324189,4
5523,[227610],아우딘퓨쳐스,204.0,기타 화학제품 제조업,2020-03-31,1분기보고서,52844523520.0,28506343424.0,24338178048.0,21117409280.0,15152088064.0,5965320192.0,31727114240.0,167823616.0,0.5394379876130635,0.46056197363173795,0.2867295805641129,0.11288435952577587,0.3996139594674881,0.0031757995875671768,0.6003860405325119,4
5524,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2017-12-31,사업보고서,163258368000.0,129103413248.0,34154950656.0,11320962048.0,10867510272.0,453451456.0,151937400832.0,73589096448.0,0.7907920116413267,0.2092079632696071,0.06656632921872647,0.002777508200988509,0.06934383937979828,0.4507523709167545,0.930656129258869,1
5525,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2018-12-31,사업보고서,165464309760.0,127710044160.0,37754265600.0,13657947136.0,13198647296.0,459299616.0,151806361600.0,75807531008.0,0.7718283437995711,0.2281716562004289,0.0797673366247027,0.002775822874831421,0.08254316085330038,0.4581503474553279,0.9174568329580538,1
5526,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2019-03-31,1분기보고서,169082175488.0,126189854720.0,42892328960.0,21612996608.0,15383373824.0,6229622784.0,147469189120.0,71327637504.0,0.7463226348714438,0.2536774135783705,0.09098164120257478,0.03684375816682182,0.1278253993693966,0.4218519030651,0.8721746611928712,1
5527,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2019-06-30,반기보고서,168842133504.0,126092517376.0,42749607936.0,20675160064.0,16320944128.0,4354215936.0,148166967296.0,71997980672.0,0.7468071787485009,0.2531927727328039,0.09666392972707458,0.0257886810930214,0.12245261082009598,0.4264218840275097,0.8775473527908827,1
5528,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2019-09-30,3분기보고서,165420843008.0,124033949696.0,41386893312.0,16846971904.0,12877926400.0,3969045504.0,148573880320.0,72882855936.0,0.7498084729866933,0.2501915270133067,0.0778494787345341,0.02399362397039683,0.10184310270493094,0.44059052420906397,0.8981569530075164,1
5529,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2019-12-31,사업보고서,170723393536.0,122420297728.0,48303099904.0,18355886080.0,15106427904.0,3249456896.0,152367513600.0,75141398528.0,0.7170680900399602,0.2829319339520653,0.08848481506323003,0.019033460082403968,0.10751828264314194,0.4401353380557957,0.8924817533448962,1
5530,[143160],아이디스,264.0,통신 및 방송 장비 제조업,2020-03-31,1분기보고서,174518943744.0,126282612736.0,48236335104.0,21286637568.0,18406084608.0,2880551168.0,153232310272.0,77789495296.0,0.7236040399215493,0.2763959835486821,0.10546754531702696,0.016505664692914084,0.1219732202781673,0.4457366840937829,0.8780268031920642,1
5531,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2017-12-31,사업보고서,774739591168.0,512502792192.0,262236815360.0,201409019904.0,141379223552.0,60029800448.0,573330554880.0,155482423296.0,0.6615162023917599,0.33848381875599115,0.18248612199985315,0.07748384248376783,0.2599699591966832,0.2006899157710453,0.7400300196555657,1
5532,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2018-12-31,사업보고서,800007192576.0,529161584640.0,270845624320.0,188845178880.0,168118927360.0,20726243328.0,611161997312.0,176729833472.0,0.6614460339239139,0.338553986555902,0.21014676982923355,0.025907571232281167,0.23605435130142266,0.2209103056972964,0.7639456282187614,1
5533,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2019-03-31,1분기보고서,816007675904.0,539944550400.0,276063158272.0,207021752320.0,181727789056.0,25293957120.0,608985939968.0,177374199808.0,0.6616905285870402,0.3383095115694447,0.2227035289278082,0.030997204887783108,0.25370074134493226,0.21736829817378747,0.7462992787333103,1
5534,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2019-06-30,반기보고서,816528621568.0,532201635840.0,284327018496.0,194652880896.0,170775314432.0,23877574656.0,621875757056.0,182627844096.0,0.6517856469231906,0.3482143932076745,0.20914798320731973,0.029242789567066618,0.2383907627416701,0.22366373850471435,0.7616092573237625,1
5535,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2019-09-30,3분기보고서,822429155328.0,525154648064.0,297274474496.0,186165231616.0,88286904320.0,97878335488.0,636263858176.0,188611510272.0,0.6385408939625427,0.3614590661945119,0.10734894762429664,0.11901126662875212,0.2263602042923124,0.2293346594659308,0.7736397160217966,1
5536,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2019-12-31,사업보고서,799552831488.0,514157084672.0,285395746816.0,183216128000.0,90242236416.0,92973883392.0,616336719872.0,163252142080.0,0.6430557987208086,0.3569442012791913,0.11286588310625525,0.11628235149761383,0.22914824484959603,0.2041793057954422,0.7708517756418579,1
5537,[054800],아이디스홀딩스,716.0,기타 전문 서비스업,2020-03-31,1분기보고서,807401488384.0,527751512064.0,279650009088.0,192326844416.0,101359452160.0,90967392256.0,615074693120.0,167750041600.0,0.6536419856251262,0.34635805495939154,0.12553785646700896,0.11266686222992932,0.2382047186969383,0.20776533609784245,0.7617953421798382,1
5538,[122900],아이마켓코리아,468.0,상품 종합 도매업,2017-12-31,사업보고서,1086927994880.0,870757498880.0,216170463232.0,646455885824.0,613849169920.0,32606685184.0,440472076288.0,251511947264.0,0.8011179240775137,0.19888204577513516,0.5647560581855937,0.029998937682711786,0.5947550241314473,0.23139706443182345,0.4052449457212015,4
5539,[122900],아이마켓코리아,468.0,상품 종합 도매업,2018-12-31,사업보고서,1078276063232.0,865094795264.0,213181284352.0,636748890112.0,604136341504.0,32612560896.0,441527173120.0,257096810496.0,0.8022943518480644,0.19770566334656012,0.5602798412246819,0.03024509400519182,0.5905249238339052,0.2384331983827814,0.4094750761660947,4
5540,[122900],아이마켓코리아,468.0,상품 종합 도매업,2019-03-31,1분기보고서,1115381563392.0,870879002624.0,244502577152.0,698951925760.0,636386607104.0,62565318656.0,416429637632.0,245817917440.0,0.7807902077702985,0.2192098069188452,0.5705550710096706,0.05609319779836765,0.6266482688080383,0.2203890807486904,0.37335173119196174,3
5541,[122900],아이마켓코리아,468.0,상품 종합 도매업,2019-06-30,반기보고서,1116771713024.0,870006980608.0,246764716032.0,690491359232.0,621949747200.0,68541648896.0,426280321024.0,254482759680.0,0.7790374437871378,0.22096254154200348,0.5569175328732865,0.06137480748899216,0.6182923073528466,0.2278735722907149,0.381707663305436,3
5542,[122900],아이마켓코리아,468.0,상품 종합 도매업,2019-09-30,3분기보고서,1060732469248.0,814068334592.0,246664167424.0,628400455680.0,560106700800.0,68293734400.0,432332013568.0,260721770496.0,0.7674586742584857,0.2325413566333753,0.5280376692881706,0.06438356171789145,0.5924212503134751,0.2457940885705489,0.4075787496865249,4
5543,[122900],아이마켓코리아,468.0,상품 종합 도매업,2019-12-31,사업보고서,1096877080576.0,869128601600.0,227748478976.0,670348279808.0,604692348928.0,65655975936.0,426528768000.0,257952088064.0,0.7923664528969799,0.20763354710302004,0.5512854262671434,0.059857186460238784,0.611142571650765,0.2351695487415439,0.3888573984753316,4
5544,[122900],아이마켓코리아,468.0,상품 종합 도매업,2020-03-31,1분기보고서,1085212459008.0,861120233472.0,224092241920.0,686598520832.0,623072116736.0,63526428672.0,398613938176.0,242679054336.0,0.7935038216011229,0.20649619349638154,0.5741475888560609,0.05853824119386718,0.6326858074036713,0.22362354239632906,0.3673141925963288,3
5545,[099190],아이센스,271.0,의료용 기기 제조업,2017-12-31,사업보고서,234077011968.0,95778365440.0,138298638336.0,68924833792.0,25779648512.0,43145183232.0,165152178176.0,111535366144.0,0.40917459016904056,0.5908253748339304,0.11013319204332744,0.1843204630358929,0.2944536638284776,0.4764900457600154,0.7055463361715224,2
5546,[099190],아이센스,271.0,의료용 기기 제조업,2018-12-31,사업보고서,252048097280.0,110761410560.0,141286686720.0,68781170688.0,28210489344.0,40570683392.0,183266934784.0,133075410944.0,0.4394455334330703,0.5605544665669296,0.11192502402690624,0.16096405340814798,0.2728890693096209,0.5279762568338957,0.7271109631921122,2
5547,[099190],아이센스,271.0,의료용 기기 제조업,2019-03-31,1분기보고서,258908798976.0,118314016768.0,140594774016.0,70947799040.0,29212063744.0,41735737344.0,187960983552.0,136174813184.0,0.4569717878880096,0.5430281804715053,0.11282762061210545,0.16119860548991527,0.27402621819189943,0.5259566832899447,0.7259737185271303,2
5548,[099190],아이센스,271.0,의료용 기기 제조업,2019-06-30,반기보고서,268044763136.0,120489664512.0,147555106816.0,68006907904.0,26980624384.0,41026281472.0,200037859328.0,148182368256.0,0.4495132197410856,0.550486810820974,0.1006571591563258,0.15305757513040524,0.2537147419272459,0.5528269477169958,0.7462852733537838,2
5549,[099190],아이센스,271.0,의료용 기기 제조업,2019-09-30,3분기보고서,280532910080.0,129988608000.0,150544302080.0,71696670720.0,39310032896.0,32386639872.0,208836247552.0,156561424384.0,0.463363132557,0.536636867443,0.14012627924755744,0.11544684672740982,0.255573118674576,0.5580857673324429,0.744426910526989,2
5550,[099190],아이센스,271.0,의료용 기기 제조업,2019-12-31,사업보고서,270042333184.0,128983375872.0,141058965504.0,68951048192.0,41791913984.0,27159138304.0,201091284992.0,154346569728.0,0.4776413177563312,0.5223587125796532,0.15476060175914733,0.1005736322293381,0.25533421882049323,0.5715643466272089,0.7446657811795068,2
5551,[099190],아이센스,271.0,의료용 기기 제조업,2020-03-31,1분기보고서,274751586304.0,135112704000.0,139638882304.0,68795482112.0,41577357312.0,27218124800.0,205956104192.0,158187421696.0,0.4917631443645388,0.5082368556354612,0.15132708739303352,0.09906448645535533,0.25039157384838884,0.5757470732888613,0.7496084261516112,2
5552,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2017-12-31,사업보고서,236230279168.0,155846082560.0,80384204800.0,102089883648.0,86333726720.0,15756154880.0,134140403712.0,66303016960.0,0.6597210277568477,0.3402790069211793,0.3654642708126421,0.06669828666965545,0.4321625661518043,0.28067111969523284,0.5678374685262227,4
5553,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2018-12-31,사업보고서,191224168448.0,114191720448.0,77032456192.0,59825627136.0,46662983680.0,13162646528.0,131398549504.0,72900370432.0,0.5971615480134898,0.4028384948262834,0.24402241651106546,0.06883359271387993,0.31285599316003043,0.38122989904293375,0.6871440496797427,4
5554,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2019-03-31,1분기보고서,190004068352.0,112822411264.0,77181648896.0,59430780928.0,47569969152.0,11860814848.0,130573279232.0,71654621184.0,0.5937894501026478,0.4062105067824858,0.25036289782949417,0.06242400465881999,0.3127868863202393,0.3771215101102637,0.6872130705648944,4
5555,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2019-06-30,반기보고서,187345928192.0,110590730240.0,76755197952.0,58981302272.0,47907418112.0,11073884160.0,128364634112.0,69017616384.0,0.5903022889649461,0.4096977110350541,0.2557163562311451,0.059109286584819815,0.3148256428159649,0.36839667160135897,0.6851744009106326,4
5556,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2019-09-30,3분기보고서,190286528512.0,114952421376.0,75334107136.0,54025465856.0,43821228032.0,10204238848.0,136261066752.0,75775885312.0,0.6041017316091863,0.3958982683908137,0.2302907535003799,0.05362565036944532,0.28391639848846684,0.39821991553764335,0.7160836230369666,2
5557,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2019-12-31,사업보고서,203772362752.0,131397304320.0,72375050240.0,56716963840.0,47154565120.0,9562398720.0,147055394816.0,81676222464.0,0.6448239719334086,0.3551759878648688,0.2314080500572553,0.04692686775997127,0.2783349178172266,0.4008209030947125,0.7216650620819122,1
5558,[040910],아이씨디,292.0,특수 목적용 기계 제조업,2020-03-31,1분기보고서,251747237888.0,180207091712.0,71540137984.0,99867197440.0,90080116736.0,9787075584.0,151880040448.0,86571425792.0,0.71582549712888,0.2841744703305445,0.357819682518526,0.03887659569220052,0.3966962985485862,0.34388232625024795,0.6033037014514138,4
5559,[068940],아이씨케이,262.0,전자부품 제조업,2017-12-31,사업보고서,29821380608.0,20337070080.0,9484310528.0,12565657600.0,9863951360.0,2701705984.0,17255723008.0,8008456704.0,0.6819627282629664,0.3180372717370336,0.3307677632253504,0.0905962745157154,0.4213640463255108,0.2685474830716463,0.5786359536744893,4
5560,[068940],아이씨케이,262.0,전자부품 제조업,2018-12-31,사업보고서,27480264704.0,19523844096.0,7956421632.0,13521478656.0,12205422592.0,1316055552.0,13958786048.0,4630957568.0,0.7104678323261613,0.2895322049369441,0.4441522934174426,0.047890934318708965,0.4920432463677043,0.16851939447751835,0.5079567536322958,4
5561,[068940],아이씨케이,262.0,전자부품 제조업,2019-03-31,1분기보고서,28223307776.0,20375248896.0,7848060928.0,13903927296.0,12413607936.0,1490318848.0,14319381504.0,4963993088.0,0.7219298693729413,0.27807020319119663,0.4398353316529414,0.0528045422538073,0.4926398920477832,0.17588275362327255,0.5073601442342858,4
5562,[068940],아이씨케이,262.0,전자부품 제조업,2019-06-30,반기보고서,29188288512.0,20188129280.0,9000160256.0,15322791936.0,13137362944.0,2185428992.0,13865497600.0,4483884544.0,0.6916516969366046,0.3083483381459595,0.4500902113050896,0.07487348876593151,0.5249637000710211,0.15361930324063258,0.4750363350115429,4
5563,[068940],아이씨케이,262.0,전자부품 제조업,2019-09-30,3분기보고서,29554788352.0,20705794048.0,8848995328.0,15425602560.0,13048118272.0,2377483776.0,14129186816.0,4694500352.0,0.7005901649977073,0.2994098696498085,0.4414891460766297,0.08044326853855184,0.5219324319389395,0.1588406012619041,0.4780676027085765,4
5564,[068940],아이씨케이,262.0,전자부품 제조업,2019-12-31,사업보고서,35940954112.0,27588485120.0,8352469504.0,21124057088.0,16335170560.0,4788885504.0,14816899072.0,4343890944.0,0.7676058079601379,0.23239420628544946,0.4545001924293934,0.13324313787209902,0.5877433587926671,0.12086187056869638,0.4122566981896821,4
5565,[068940],아이씨케이,262.0,전자부품 제조업,2020-03-31,1분기보고서,36302974976.0,28143353856.0,8159620608.0,21786599424.0,16842576896.0,4944022528.0,14516373504.0,3976734976.0,0.7752354696717184,0.22476451622475427,0.4639448118820751,0.13618780640618314,0.6001326182882583,0.10954295009235554,0.3998673252976324,3
