,종목코드,회사명,업종,업종명,결산기준일,보고서종류,자산총계,유동자산,비유동자산,부채총계,유동부채,비유동부채,자본총계,이익잉여금(결손금),유동자산per자산총계,비유동자산per자산총계,유동부채per자산총계,비유동부채per자산총계,부채총계per자산총계,이익잉여금(결손금)per자산총계,자본총계per자산총계,cluster
2604,[163560],동일고무벨트,221.0,고무제품 제조업,2019-06-30,반기보고서,275154370560.0,145123131392.0,130031214592.0,83435667456.0,67277750272.0,16157915136.0,191718686720.0,82754691072.0,0.5274244094202186,0.4725755012626466,0.24450911005002354,0.05872309098021983,0.3032322084733379,0.3007573199857807,0.6967677319819056,2
2605,[163560],동일고무벨트,221.0,고무제품 제조업,2019-09-30,3분기보고서,280733319168.0,150877470720.0,129855856640.0,85591498752.0,69417574400.0,16173921280.0,195141844992.0,86177832960.0,0.5374405544990191,0.4625594746816996,0.24727230314424575,0.0576131159918392,0.3048854300788545,0.30697401083491754,0.6951146574633015,2
2606,[163560],동일고무벨트,221.0,고무제품 제조업,2019-12-31,사업보고서,281409716224.0,153476251648.0,127933448192.0,87921303552.0,71486070784.0,16435230720.0,193488404480.0,84524408832.0,0.5453836267893255,0.4546163149895149,0.2540284384747314,0.058403209883903524,0.31243165563627984,0.30036066261734623,0.6875683152531403,4
2607,[163560],동일고무벨트,221.0,고무제품 제조업,2020-03-31,1분기보고서,286453694464.0,159568543744.0,126885150720.0,87683383296.0,71429144576.0,16254232576.0,198770311168.0,89656311808.0,0.5570483007474485,0.4429516992525515,0.2493566882062917,0.05674296715360656,0.30609967680839106,0.3129871024207284,0.6939003231916089,4
2608,[109860],동일금속,243.0,금속 주조업,2017-12-31,사업보고서,121999032320.0,36721881088.0,85277147136.0,19891726336.0,17463707648.0,2428019968.0,102107308032.0,81241874432.0,0.3010014127954683,0.6989985536304949,0.14314628006387126,0.019901960874831964,0.1630482304468167,0.6659222855055511,0.8369517863402017,2
2609,[109860],동일금속,243.0,금속 주조업,2018-12-31,사업보고서,130903408640.0,42031124480.0,88872288256.0,20433647616.0,18272323584.0,2161322752.0,110469758976.0,96023519232.0,0.3210850268658061,0.678915004424441,0.13958630851432655,0.016510821027922166,0.15609713932045094,0.7335448345434314,0.8439028450344255,2
2610,[109860],동일금속,243.0,금속 주조업,2019-03-31,1분기보고서,135354859520.0,40617152512.0,94737711104.0,21926211584.0,19442950144.0,2483262976.0,113428652032.0,99417907200.0,0.30007901198403897,0.6999210182771575,0.14364427116210862,0.018346315638804782,0.16199057545296472,0.7344982481793351,0.8380094548082317,2
2611,[109860],동일금속,243.0,금속 주조업,2019-06-30,반기보고서,139017404416.0,39638908928.0,99378503680.0,20525602816.0,17610516480.0,2915087104.0,118491807744.0,103620329472.0,0.2851363042959952,0.7148637546318781,0.12667850154432278,0.020969224078424043,0.1476477200982587,0.7453766663771344,0.8523523240976463,2
2612,[109860],동일금속,243.0,금속 주조업,2019-09-30,3분기보고서,142957674496.0,39723663360.0,103234019328.0,20663597056.0,17863559168.0,2800038912.0,122294083584.0,108182470656.0,0.2778701003639471,0.722129956939727,0.12495697926661382,0.019586488951163977,0.14454346105481852,0.7567447570576351,0.855456581922937,2
2613,[109860],동일금속,243.0,금속 주조업,2019-12-31,사업보고서,142639448064.0,38522859520.0,104116592640.0,17662851072.0,14718413824.0,2944436736.0,124976603136.0,109938819072.0,0.27007156886021755,0.7299284598555413,0.10318613836332348,0.020642513525983914,0.12382865547877728,0.7707462456155344,0.8761713875948611,2
2614,[109860],동일금속,243.0,금속 주조업,2020-03-31,1분기보고서,142419722240.0,39224975360.0,103194755072.0,18560798720.0,16021269504.0,2539528960.0,123858927616.0,108746203136.0,0.2754181425371666,0.7245819149829568,0.11249333485569926,0.017831301171339794,0.13032463782454293,0.7635614044573494,0.8696753909355188,2
2615,[032960],동일기연,262.0,전자부품 제조업,2017-12-31,사업보고서,72003641344.0,56950714368.0,15052932096.0,7065549824.0,5982817280.0,1082732544.0,64938094592.0,80847642624.0,0.7909421427163094,0.2090579283912056,0.0830904822079327,0.01503719150573519,0.0981276737136679,1.1228271392240772,0.901872368950841,1
2616,[032960],동일기연,262.0,전자부품 제조업,2018-12-31,사업보고서,61115453440.0,46221615104.0,14893835264.0,5044011008.0,3828595712.0,1215415424.0,56071442432.0,80384679936.0,0.7562999618317158,0.24369998790276504,0.06264529667212103,0.019887202918214983,0.08253249749593937,1.3152922118939612,0.9174675025040606,1
2617,[032960],동일기연,262.0,전자부품 제조업,2019-03-31,1분기보고서,57206624256.0,42435846144.0,14770781184.0,5836393472.0,4618586112.0,1217807488.0,51370233856.0,45399642112.0,0.7417995152816451,0.2582005384184297,0.08073516261564043,0.02128787537873768,0.102023035756875,0.7936081302199606,0.8979770179431997,1
2618,[032960],동일기연,262.0,전자부품 제조업,2019-06-30,반기보고서,56881516544.0,43106963456.0,13774554112.0,5150198784.0,3919943424.0,1230255616.0,51731320832.0,46252134400.0,0.7578378017164001,0.2421622162859329,0.06891418622722156,0.021628389866299558,0.09054257159293788,0.8131311752952689,0.909457482414061,1
2619,[032960],동일기연,262.0,전자부품 제조업,2019-09-30,3분기보고서,57074024448.0,43530592256.0,13543433216.0,4985724416.0,3755292672.0,1230431616.0,52088299520.0,46668390400.0,0.7627040966010836,0.23729592134052835,0.06579687884847576,0.021558522075502896,0.08735540316668015,0.8176817887184292,0.912644587862514,1
2620,[032960],동일기연,262.0,전자부품 제조업,2019-12-31,사업보고서,58374139904.0,44152061952.0,14222078976.0,6071452160.0,4122524160.0,1948928128.0,52302688256.0,47079825408.0,0.7563633832483165,0.2436366342936978,0.07062243943602002,0.03338684100879494,0.10400927825206316,0.8065185283316513,0.8959907305189441,1
2621,[032960],동일기연,262.0,전자부품 제조업,2020-03-31,1분기보고서,58202759168.0,43536908288.0,14665850880.0,6116291072.0,4140756736.0,1975534464.0,52086468608.0,46568226816.0,0.7480213809508998,0.2519786190491003,0.07114365014977841,0.033942281985252565,0.10508592993582253,0.8001034226158011,0.8949140788610113,1
2622,[004890],동일산업,241.0,1차 철강 제조업,2017-12-31,사업보고서,396773752832.0,292257169408.0,104516567040.0,52035989504.0,45388955648.0,6647032832.0,344737742848.0,331650891776.0,0.7365839280496613,0.26341603065728464,0.11439505593309335,0.016752702981375017,0.13114776149528426,0.8358690296644344,0.8688521868883983,1
2623,[004890],동일산업,241.0,1차 철강 제조업,2018-12-31,사업보고서,409723961344.0,299254513664.0,110469439488.0,54786535424.0,48543973376.0,6242560000.0,354937405440.0,342164275200.0,0.7303807975554278,0.2696191824506232,0.1184797033025925,0.015236013972731291,0.13371572227381107,0.8351092625327871,0.8662842277413164,1
2624,[004890],동일산업,241.0,1차 철강 제조업,2019-03-31,1분기보고서,415775031296.0,292697702400.0,123077304320.0,61929467904.0,53621202944.0,8308262400.0,353845542912.0,341176614912.0,0.7039809521212486,0.2960189887698629,0.12896686647309952,0.019982591003847836,0.14894946363412326,0.8205798550445141,0.8510504871084696,1
2625,[004890],동일산업,241.0,1차 철강 제조업,2019-06-30,반기보고서,407753457664.0,285298393088.0,122455064576.0,52384260096.0,43708522496.0,8675733504.0,355369189376.0,343564615680.0,0.6996835654624753,0.3003164345375247,0.10719350547363604,0.02127690971329308,0.12847042523221486,0.842579282216919,0.8715295546772136,1
2626,[004890],동일산업,241.0,1차 철강 제조업,2019-09-30,3분기보고서,407255121920.0,280438898688.0,126816256000.0,50026745856.0,40937811968.0,9088933888.0,357228380160.0,345582174208.0,0.6886074197566228,0.31139266070399824,0.10052129430564093,0.022317543472873503,0.12283883777851445,0.8485643411401592,0.8771611722790632,1
2627,[004890],동일산업,241.0,1차 철강 제조업,2019-12-31,사업보고서,404853424128.0,274097274880.0,130756141056.0,51048566784.0,39206477824.0,11842087936.0,353804845056.0,342158639104.0,0.6770284220032691,0.3229715577622474,0.09684116642571444,0.029250309445958793,0.1260914784009837,0.8451420161283404,0.8739084912472908,1
2628,[004890],동일산업,241.0,1차 철강 제조업,2020-03-31,1분기보고서,411270643712.0,278494576640.0,132776058880.0,58106339328.0,42898960384.0,15207379968.0,353164296192.0,341518090240.0,0.6771564683693326,0.3228435117119104,0.10430834546518424,0.036976575402374826,0.14128491837771445,0.8303974413480251,0.8587150617035286,1
2629,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2017-12-31,사업보고서,667169456128.0,302835761152.0,364333694976.0,399569911808.0,338250006528.0,61319917568.0,267599527936.0,102682738688.0,0.4539113089941866,0.5460886910058135,0.5069926439544693,0.09191055886142882,0.5989031843977888,0.15390803302646966,0.4010967910447321,3
2630,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2018-12-31,사업보고서,760451760128.0,363608178688.0,396843581440.0,454557630464.0,355804643328.0,98752978944.0,305894096896.0,141154287616.0,0.4781475929870912,0.5218524070129089,0.4678858830810131,0.12986093809208596,0.5977468319456429,0.18561898994387327,0.4022531249641813,3
2631,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2019-03-31,1분기보고서,796836495360.0,382676533248.0,414159962112.0,473974145024.0,377497616384.0,96476553216.0,322862317568.0,153496092672.0,0.4802447371277992,0.5197552628722008,0.4737453901549171,0.12107446606397362,0.5948198253769299,0.1926318555510595,0.4051801335004556,3
2632,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2019-06-30,반기보고서,794818445312.0,372438007808.0,422380404736.0,456415772672.0,403604930560.0,52810862592.0,338402639872.0,169289826304.0,0.4685824920203032,0.5314174667526718,0.5077951234530899,0.06644393182303349,0.5742390295092327,0.2129918188266838,0.4257609292637422,3
2633,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2019-09-30,3분기보고서,825663160320.0,392315928576.0,433347231744.0,468380123136.0,409106317312.0,59273793536.0,357283004416.0,186978336768.0,0.4751525167042104,0.5248474832957896,0.495488156639378,0.07178931601238868,0.5672774875343489,0.22645837401239186,0.43272247277876463,3
2634,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2019-12-31,사업보고서,840710815744.0,410640416768.0,430070366208.0,480348766208.0,433155768320.0,47192993792.0,360362016768.0,193431896064.0,0.48844431292893203,0.5115556480945266,0.5152256402656984,0.05613463382201861,0.5713602789597847,0.2300813697666295,0.4286396820636738,3
2635,[005290],동진쎄미켐,201.0,기초 화학물질 제조업,2020-03-31,1분기보고서,906984488960.0,482802794496.0,424181661696.0,517511282688.0,471126179840.0,46385111040.0,389473206272.0,213588754432.0,0.5323164843200452,0.4676834795514429,0.5194423780942715,0.05114212161796483,0.5705844906801084,0.2354932824451199,0.4294155093198916,3
2636,[025900],동화기업,162.0,나무제품 제조업,2017-12-31,사업보고서,1224111554560.0,276406272000.0,947705282560.0,563612811264.0,336856612864.0,226756198400.0,660498743296.0,681129541632.0,0.2258015382424461,0.7741984617575539,0.27518457089074794,0.1852414492415328,0.4604260201322807,0.5564276712319967,0.5395739798677193,0
2637,[025900],동화기업,162.0,나무제품 제조업,2018-12-31,사업보고서,1229786578944.0,282922156032.0,946864455680.0,551295844352.0,379851997184.0,171443830784.0,678490800128.0,709849645056.0,0.23005793108828784,0.7699420955569859,0.308876356017947,0.13940941763343714,0.44828578697402094,0.5772136866752422,0.5517142663165264,0
2638,[025900],동화기업,162.0,나무제품 제조업,2019-03-31,1분기보고서,1270410117120.0,320551649280.0,949858467840.0,581921275904.0,405843509248.0,176077766656.0,688488841216.0,710245416960.0,0.25232139209241,0.74767860790759,0.3194586565226991,0.13859915336251066,0.4580578098852097,0.5590678217913718,0.5419421901147903,0
2639,[025900],동화기업,162.0,나무제품 제조업,2019-06-30,반기보고서,1337193791488.0,388996202496.0,948197588992.0,678874710016.0,407587520512.0,271287222272.0,658319081472.0,715170447360.0,0.2909048822782325,0.7090951177217675,0.3048081161507978,0.20287801513804327,0.5076861067837917,0.5348293208601979,0.4923138932162083,0
2640,[025900],동화기업,162.0,나무제품 제조업,2019-09-30,3분기보고서,1479680589824.0,387406364672.0,1092274290688.0,797284564992.0,414235525120.0,383049072640.0,682396090368.0,717277495296.0,0.2618175620713386,0.7381824822193012,0.279949286331634,0.258872810303987,0.5388220744903011,0.4847515742443552,0.4611779698003387,0
2641,[025900],동화기업,162.0,나무제품 제조업,2019-12-31,사업보고서,1440636469248.0,324902092800.0,1115734278144.0,762943963136.0,383956516864.0,378987446272.0,677692440576.0,731720056832.0,0.22552677218396125,0.7744731595795321,0.2665186707819649,0.2630694518443145,0.5295881226262794,0.5079144339681694,0.4704118318827162,0
2642,[025900],동화기업,162.0,나무제품 제조업,2020-03-31,1분기보고서,1471086198784.0,347909390336.0,1123176808448.0,785996120064.0,410550599680.0,375445487616.0,685090144256.0,727664689152.0,0.2364983035144929,0.7635016964855071,0.27907990709134595,0.2552165113956907,0.5342964407617341,0.4946444944922246,0.4657036037876609,0
2643,[000020],동화약품,212.0,의약품 제조업,2017-12-31,사업보고서,367225143296.0,234500030464.0,132725104640.0,70280404992.0,60716650496.0,9563756544.0,296944730112.0,239897657344.0,0.6385729156758267,0.36142706201633257,0.16533903411689774,0.02604330536346522,0.1913823339034028,0.6532713288388091,0.8086176437887566,1
2644,[000020],동화약품,212.0,의약품 제조업,2018-12-31,사업보고서,370599231488.0,227887464448.0,142711783424.0,73198592000.0,60798279680.0,12400309248.0,297400664064.0,243147063296.0,0.6149161819170663,0.3850838622924155,0.1640539820762382,0.03346015910019911,0.1975141494657152,0.656091655451458,0.8024859168485077,1
2645,[000020],동화약품,212.0,의약품 제조업,2019-03-31,1분기보고서,372270792704.0,223482118144.0,148788690944.0,75724103680.0,61426671616.0,14297430016.0,296546697216.0,241670553600.0,0.6003213857330332,0.3996786582779404,0.16500534777339246,0.03840599449704391,0.20341134777180805,0.6491794638107887,0.7965886742336787,1
2646,[000020],동화약품,212.0,의약품 제조업,2019-06-30,반기보고서,376070537216.0,226736062464.0,149334474752.0,81885069312.0,64610828288.0,17274245120.0,294185467904.0,241049223168.0,0.6029083377349813,0.3970916622650186,0.17180507881926976,0.04593352419436771,0.2177385921220637,0.6409681145256824,0.7822614078779363,1
2647,[000020],동화약품,212.0,의약품 제조업,2019-09-30,3분기보고서,374778101760.0,225784283136.0,148993802240.0,80656908288.0,62259216384.0,18397691904.0,294121177088.0,241284677632.0,0.6024479073769029,0.3975520489065621,0.1661228766878954,0.04908955944224696,0.2152124361301424,0.6438067659206878,0.7847875201533226,1
2648,[000020],동화약품,212.0,의약품 제조업,2019-12-31,사업보고서,376028561408.0,235456987136.0,140571557888.0,75153956864.0,55714627584.0,19439331328.0,300874596352.0,246728294400.0,0.626167826864948,0.3738321295638937,0.14816594615946818,0.05169642235475794,0.1998623630678313,0.6561424309795816,0.8001376151465895,1
2649,[000020],동화약품,212.0,의약품 제조업,2020-03-31,1분기보고서,376185913344.0,237916012544.0,138269900800.0,76698755072.0,56014700544.0,20684056576.0,299487133696.0,245676359680.0,0.6324426410045815,0.3675573589954185,0.14890164292988248,0.05498360210284015,0.203885239588606,0.6530716620835915,0.7961146950819941,1
2650,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2017-12-31,사업보고서,28769022640128.0,10867987972096.0,17901033619456.0,21165603028992.0,13721912999936.0,7443691077632.0,7603418038272.0,1332520288256.0,0.3777670207307274,0.62223294282118,0.4769683409681153,0.2587397969943299,0.7357081015143526,0.0463178852102315,0.2642918438135085,3
2651,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2018-12-31,사업보고서,28880280748032.0,11585894481920.0,17294387314688.0,21735235649536.0,13316919394304.0,8418316255232.0,7145046147072.0,960134709248.0,0.40116973179734416,0.5988303045103361,0.46110768487634796,0.2914901114943508,0.7525977963706988,0.033245338493235625,0.2474022399369815,3
2652,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2019-03-31,1분기보고서,30277537628160.0,12543229689856.0,17734310035456.0,23101907664896.0,14531625484288.0,8570282704896.0,7175630487552.0,918096707584.0,0.4142750921128412,0.5857249771514439,0.479947400701855,0.28305745368556995,0.7630048370713537,0.030322700572919536,0.23699518024471766,3
2653,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2019-06-30,반기보고서,30201717194752.0,12488089272320.0,17713627922432.0,22380382519296.0,14533604147200.0,7846776799232.0,7821335199744.0,935084359680.0,0.41348937849434575,0.5865106215056543,0.4812178080299829,0.259812273210594,0.7410301333192049,0.03096129778483208,0.25896988404033777,3
2654,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2019-09-30,3분기보고서,30477012434944.0,12786765660160.0,17690246774784.0,23580465168384.0,17353904488448.0,6226561204224.0,6896546217984.0,857408077824.0,0.4195544326221126,0.5804455673778874,0.5694096337523736,0.20430352934084892,0.7737131458904866,0.028132943793431748,0.22628681970404135,3
2655,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2019-12-31,사업보고서,29169746444288.0,11048031617024.0,18121714827264.0,22350206599168.0,16205782974464.0,6144424148992.0,6819539320832.0,1250724806656.0,0.3787496623642205,0.6212503376357795,0.5555681810747246,0.21064372845089288,0.7662118915519268,0.04287746583758585,0.2337880904743825,3
2656,[000150],두산,715.0,회사 본부 및 경영 컨설팅 서비스업,2020-03-31,1분기보고서,30389376647168.0,12231407304704.0,18157970391040.0,23861139603456.0,17160288075776.0,6700851003392.0,6528238616576.0,1034434969600.0,0.40248957544326097,0.5975104590614283,0.5646804893372229,0.22049978455271985,0.7851802911422874,0.03403936124160018,0.21481976061474656,3
2657,[241560],두산밥캣,291.0,일반 목적용 기계 제조업,2017-12-31,사업보고서,6183836975104.0,1651203375104.0,4532633337856.0,2756294213632.0,853674491904.0,1902619787264.0,3427542761472.0,769505689600.0,0.2670192279893068,0.7329807296188899,0.13804932040428555,0.3076762526120769,0.4457255624184117,0.12443822382414252,0.5542744375815883,0
2658,[241560],두산밥캣,291.0,일반 목적용 기계 제조업,2018-12-31,사업보고서,6446324383744.0,1683673055232.0,4762651066368.0,2706721210368.0,963456794624.0,1743264415744.0,3739603173376.0,999113162752.0,0.26118342097052977,0.7388165383638158,0.14945831721617894,0.27042765954193554,0.4198859767581145,0.1549895883724857,0.5801140232418855,0
2659,[241560],두산밥캣,291.0,일반 목적용 기계 제조업,2019-03-31,1분기보고서,6827876548608.0,1950898323456.0,4876977831936.0,3036684484608.0,1200027074560.0,1836657410048.0,3791191801856.0,1248479543296.0,0.2857254828155512,0.7142744595946554,0.1757540673175542,0.26899393932692583,0.44474800664448,0.18285033925379449,0.5552519549623244,0
2660,[241560],두산밥캣,291.0,일반 목적용 기계 제조업,2019-06-30,반기보고서,6802586992640.0,1740326830080.0,5062260162560.0,2832565534720.0,1119678889984.0,1712886644736.0,3970021720064.0,1364204847104.0,0.2558330870245293,0.7441669129754708,0.16459604135829894,0.2517993002646262,0.4163953416229252,0.20054206562591406,0.5836046969130024,0
2661,[241560],두산밥캣,291.0,일반 목적용 기계 제조업,2019-09-30,3분기보고서,6863764586496.0,1669961220096.0,5193803497472.0,2818832859136.0,1185565376512.0,1633267482624.0,4044931465216.0,1421992263680.0,0.24330106300287999,0.7566989560933459,0.1727281525424868,0.23795505542794185,0.4106832079704287,0.20717381048844172,0.5893167538371192,0
2662,[241560],두산밥캣,291.0,일반 목적용 기계 제조업,2019-12-31,사업보고서,6704236331008.0,1519631204352.0,5184604864512.0,2725170118656.0,1139136397312.0,1586033721344.0,3979066212352.0,1389586284544.0,0.2266673084484657,0.7733326524502875,0.16991292386924667,0.2365718693430271,0.40648479321227377,0.20726988368786692,0.5935152067877262,0
2663,[241560],두산밥캣,292.0,특수 목적용 기계 제조업,2020-03-31,1분기보고서,7287031726080.0,1842783191040.0,5444248535040.0,3174926909440.0,1505436237824.0,1669490802688.0,4112104554496.0,1444006199296.0,0.252885298199643,0.7471147018003571,0.2065911463560812,0.2291043686159562,0.43569549698501536,0.19816109680543292,0.5643044670409406,0
2664,[336370],두산솔루스,262.0,전자부품 제조업,2019-12-31,사업보고서,494200160256.0,230551470080.0,263648706560.0,353568063488.0,184007278592.0,169560784896.0,140632113152.0,4327000064.0,0.4665143571798365,0.5334856759727226,0.37233350652230185,0.343101436487123,0.7154349430094249,0.00875556183907058,0.2845650901431342,3
2665,[336370],두산솔루스,262.0,전자부품 제조업,2020-03-31,1분기보고서,519950008320.0,196326375424.0,323623616512.0,366896742400.0,168306212864.0,198590513152.0,153053265920.0,9740986368.0,0.3775870223722973,0.6224129461169811,0.32369691349330065,0.3819415520227835,0.7056384970268058,0.01873446718363157,0.2943615029731941,0
2666,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2017-12-31,사업보고서,10276089888768.0,3767433953280.0,6508655935488.0,7102928519168.0,3695645556736.0,3407282962432.0,3173161631744.0,784702308352.0,0.3666213505389721,0.6333786494610278,0.3596353862937132,0.3315738767676836,0.6912092630613967,0.07636195448326094,0.30879076244869536,0
2667,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2018-12-31,사업보고서,11029166686208.0,4426821533696.0,6602345152512.0,7208351825920.0,3778574286848.0,3429777539072.0,3820814860288.0,1049189089280.0,0.4013740711011061,0.598625928898894,0.3425983480305104,0.3109734068450471,0.6535717548755575,0.09512859122820344,0.3464282451244425,0
2668,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2019-03-31,1분기보고서,12127128518656.0,5392853106688.0,6734274887680.0,8135449772032.0,4748201164800.0,3387248869376.0,3991678222336.0,1138204344320.0,0.4446933252494027,0.5553066315179392,0.3915354865329838,0.27931169890425106,0.6708471638209058,0.09385604700807958,0.3291527929464362,3
2669,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2019-06-30,반기보고서,11722713726976.0,4769365098496.0,6953348628480.0,7478980378624.0,4104590196736.0,3374390181888.0,4243733086208.0,1255184793600.0,0.40684821019904827,0.5931517898009517,0.3501399328118561,0.28785060016632,0.6379905329781762,0.10707288626451757,0.3620094446597662,0
2670,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2019-09-30,3분기보고서,11727142912000.0,4644213358592.0,7082929553408.0,7385629851648.0,4939866177536.0,2445763674112.0,4341512798208.0,1273937133568.0,0.3960225771479027,0.6039774228520973,0.42123356171273374,0.20855580020341788,0.6297893619161516,0.10863150070972716,0.3702106157302366,0
2671,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2019-12-31,사업보고서,11338593075200.0,4304912252928.0,7033680560128.0,7071040798720.0,4484419813376.0,2586620985344.0,4267552014336.0,1257868230656.0,0.3796689963540354,0.6203309805263414,0.3955005514030143,0.22812539158861864,0.623625942991633,0.1109368880524723,0.3763740338887437,0
2672,[042670],두산인프라코어,292.0,특수 목적용 기계 제조업,2020-03-31,1분기보고서,12455704002560.0,5142846373888.0,7312857104384.0,7952958750720.0,5116506144768.0,2836452868096.0,4502744727552.0,1312971292672.0,0.4128908629195909,0.5871090949882078,0.41077615072712176,0.2277232075772697,0.6384993372582908,0.10541124712036727,0.361500620649508,0
2673,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2017-12-31,사업보고서,24962318467072.0,9229887864832.0,15732430602240.0,18396370436096.0,11746546810880.0,6649823625216.0,6565948030976.0,402497667072.0,0.3697528287289188,0.6302471712710812,0.4705711461207006,0.26639447109000863,0.7369656172107092,0.016124210081004214,0.2630343827892908,3
2674,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2018-12-31,사업보고서,24814911750144.0,9782244147200.0,15032667602944.0,18596482777088.0,11504610967552.0,7091870760960.0,6218429497344.0,-148908621824.0,0.39420829885253306,0.6057917011474669,0.463616839881981,0.2857906903867529,0.7494075725246165,-0.006000771766723526,0.25059244860332475,3
2675,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2019-03-31,1분기보고서,26032774053888.0,10608982360064.0,15423790645248.0,19765127020544.0,12497853612032.0,7267272884224.0,6267647557632.0,-210248597504.0,0.4075240824548065,0.5924758772661207,0.4800815151762685,0.2791586048102558,0.7592401401260606,-0.008076304010812836,0.24075988001347576,3
2676,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2019-06-30,반기보고서,25717999927296.0,10508076843008.0,15209924132864.0,18684582035456.0,12388666441728.0,6295916118016.0,7033418416128.0,-88524103680.0,0.4085884156121787,0.5914116251598877,0.4817118934890109,0.2448058222184603,0.7265176953214381,-0.0034421068485206837,0.2734823250645952,3
2677,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2019-09-30,3분기보고서,25801353330688.0,10450985025536.0,15350367256576.0,18813372334080.0,13985692778496.0,4827680079872.0,6987979423744.0,-215010164736.0,0.4050556919084416,0.5949442674512097,0.5420526822467675,0.1871095681686581,0.7291622300952513,-0.008333290195296383,0.2708377089442255,3
2678,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2019-12-31,사업보고서,24809249439744.0,9351607615488.0,15457641824256.0,18607255846912.0,13773221920768.0,4834034450432.0,6201993068544.0,-974213087232.0,0.3769403680752583,0.6230596319247417,0.5551647966706937,0.19484807318225267,0.7500128487201829,-0.03926814027962197,0.2499871301470536,3
2679,[034020],두산중공업,291.0,일반 목적용 기계 제조업,2020-03-31,1분기보고서,26255044902912.0,10652877848576.0,15602166005760.0,20107480793088.0,14929545396224.0,5177935396864.0,6147563061248.0,-1396856979456.0,0.4057459390364428,0.5942540210254804,0.5686353023364334,0.19721677932798756,0.765852081664421,-0.05320337423232027,0.23414787839750226,3
2680,[016740],두올,303.0,자동차 신품 부품 제조업,2017-12-31,사업보고서,331963269120.0,169812525056.0,162150760448.0,177716789248.0,110158028800.0,67558760448.0,154246496256.0,59742478336.0,0.511540103536621,0.4884599458182369,0.3318380045238663,0.203512757984012,0.5353507625078783,0.17996713460007513,0.4646492868469797,0
2681,[016740],두올,303.0,자동차 신품 부품 제조업,2018-12-31,사업보고서,346631241728.0,181999124480.0,164632100864.0,182673031168.0,132241367040.0,50431660032.0,163958210560.0,67214491648.0,0.5250511280307905,0.474948824702841,0.3815044667663546,0.1454908097163772,0.526995288299324,0.193907771593026,0.4730047117006761,4
2682,[016740],두올,303.0,자동차 신품 부품 제조업,2019-03-31,1분기보고서,353787543552.0,184260820992.0,169526722560.0,187508178944.0,135283441664.0,52224733184.0,166279348224.0,68147007488.0,0.5208233708344714,0.4791766291655286,0.3823861075089432,0.14761608806140447,0.5300022071479176,0.1926212743495976,0.469997746541803,4
2683,[016740],두올,303.0,자동차 신품 부품 제조업,2019-06-30,반기보고서,355821617152.0,182239281152.0,173582336000.0,182776365056.0,137644654592.0,45131710464.0,173045268480.0,72120524800.0,0.512164726276737,0.487835273723263,0.3868361222505515,0.12683802301061609,0.5136741452611676,0.2026873054460644,0.4863259007843767,4
2684,[016740],두올,303.0,자동차 신품 부품 제조업,2019-09-30,3분기보고서,352599408640.0,178086182912.0,174513242112.0,177975607296.0,133516509184.0,44459089920.0,174623817728.0,74996006912.0,0.5050665955422063,0.4949334509241223,0.3786634518162759,0.12608951924077735,0.5047529942902176,0.21269464745067132,0.4952470521761111,4
2685,[016740],두올,303.0,자동차 신품 부품 제조업,2019-12-31,사업보고서,364345065472.0,198015647744.0,166329417728.0,187265024000.0,153777422336.0,33487601664.0,177080041472.0,78753382400.0,0.5434838193498672,0.4565161806501328,0.42206533560921206,0.0919117749560232,0.5139771105652352,0.21615053931902972,0.4860228894347648,4
2686,[016740],두올,303.0,자동차 신품 부품 제조업,2020-03-31,1분기보고서,374642016256.0,204930940928.0,169711058944.0,194819096576.0,160679198720.0,34139895808.0,179822903296.0,76601876480.0,0.5470046925755567,0.4529952636920286,0.42888728905997786,0.0911267138405308,0.5200140083670605,0.20446685944498144,0.4799859479005249,4
